id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5712a47f6f8a6,twoColorsObj,#0000FF,#00FFFF,#0080FF,111,3,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
5712bd55a8a13,twoColorsObj,#0000FF,#00FFFF,#00caff,119,3,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
5712c2b021f58,twoColorsObj,#0000FF,#00FFFF,#0080FF,101,5,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
5712c57f97f25,twoColorsObj,#0000FF,#00FFFF,#00caff,291,3,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
5712d9bc0cae3,twoColorsObj,#0000FF,#00FFFF,#0080FF,85,5,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
5713923c1bbc7,twoColorsObj,#0000FF,#00FFFF,#8000FF,688,2,NA       ,0.05,0.05,0.05,0.04,0.05,0.01
5713b10383207,twoColorsObj,#0000FF,#00FFFF,#00caff,123,3,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
5713dd915ca28,twoColorsObj,#0000FF,#00FFFF,#5792ff,330,3,Sky-Blue ,0.11,0.11,0.05,0.07,0.11,0.06
5713fc80c942a,twoColorsObj,#0000FF,#00FFFF,#00acff,82,5,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
571410751e7b0,twoColorsObj,#0000FF,#00FFFF,#B000FF,135,3,NA       ,0.09,0.09,0.07,0.07,0.09,0.03
57142079d871e,twoColorsObj,#0000FF,#00FFFF,#8080FF,96,3,NA       ,0.11,0.11,0.05,0.07,0.11,0.05
5714d563c6e52,twoColorsObj,#0000FF,#00FFFF,#00caff,199,2,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
57153eb9b4bed,twoColorsObj,#0000FF,#00FFFF,#00caff,199,5,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
5716e9900f6ea,twoColorsObj,#0000FF,#00FFFF,#00acff,232,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
57190633f233f,twoColorsObj,#0000FF,#00FFFF,#00acff,154,4,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
572106a31c230,twoColorsObj,#0000FF,#00FFFF,#00acff,114,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5727e49793f7b,twoColorsObj,#0000FF,#00FFFF,#00caff,320,3,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
5734918f46823,twoColorsObj,#0000FF,#00FFFF,#00caff,43,3,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
5734aa4c927a8,twoColorsObj,#0000FF,#00FFFF,#5792ff,129,3,Sky-Blue ,0.11,0.11,0.05,0.07,0.11,0.06
5734d89183dab,twoColorsObj,#0000FF,#00FFFF,#00acff,186,4,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5734e848ad81a,twoColorsObj,#0000FF,#00FFFF,#46ff9c,404,2,NA       ,0.29,0.29,0.23,0.25,0.29,0.24
5735d3455a84c,twoColorsObj,#0000FF,#00FFFF,#00acff,563,4,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5736048bb110b,twoColorsObj,#0000FF,#00FFFF,#5792ff,75,5,Sky-Blue ,0.11,0.11,0.05,0.07,0.11,0.06
573634984323e,twoColorsObj,#0000FF,#00FFFF,#00caff,120,4,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
57363b3954a26,twoColorsObj,#0000FF,#00FFFF,#00caff,230,1,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
57366c199283c,twoColorsObj,#0000FF,#00FFFF,#7d93a6,84,3,NA       ,0.2,0.2,0.14,0.16,0.2,0.15
5738cf3d97a58,twoColorsObj,#0000FF,#00FFFF,#0080FF,84,3,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
57427cf6bad0c,twoColorsObj,#0000FF,#00FFFF,#00acff,212,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
574297edae49c,twoColorsObj,#0000FF,#00FFFF,#00acff,91,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
574511e99b6d9,twoColorsObj,#0000FF,#00FFFF,#00caff,73,4,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
57451c3b38192,twoColorsObj,#0000FF,#00FFFF,#0080FF,376,3,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
5745350dc1e22,twoColorsObj,#0000FF,#00FFFF,#0080FF,221,3,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
5745500f6e643,twoColorsObj,#0000FF,#00FFFF,#00caff,76,3,Blue     ,0.16,0.16,0.09,0.12,0.16,0.11
57459c393bbd0,twoColorsObj,#0000FF,#00FFFF,#0080FF,86,4,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
5745b5cbe3caa,twoColorsObj,#0000FF,#00FFFF,#6effa3,1364,4,NA       ,0.29,0.29,0.22,0.25,0.29,0.23
5745c1c07cc0c,twoColorsObj,#0000FF,#00FFFF,#00acff,444,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5745f6f039dc9,twoColorsObj,#0000FF,#00FFFF,#FFFFFF,0,1,NA       ,0.23,0.23,0.17,0.2,0.23,0.18
