id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#0000FF,#00FFFF,#00acff,635,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5711231e370f2,twoColorsObj,#0000FF,#00FFFF,#0080FF,250,4,Sky-Blue ,0.08,0.08,0.02,0.04,0.08,0.04
571151812791a,twoColorsObj,#0000FF,#00FFFF,#00acff,281,3,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5713a02a13044,twoColorsObj,#0000FF,#00FFFF,#0000FF,91,3,Navy-Blue,0,0,0.07,0.04,0,0.06
572767049ccfa,twoColorsObj,#0000FF,#00FFFF,#006C84,590,3,Cyan     ,0.16,0.16,0.1,0.12,0.16,0.11
572c85675a5ef,twoColorsObj,#0000FF,#00FFFF,#00acff,173,4,Cyan     ,0.13,0.13,0.06,0.08,0.13,0.08
5739ff85289b2,twoColorsObj,#0000FF,#00FFFF,#9700FF,11,2,NA       ,0.07,0.07,0.05,0.05,0.07,0.02
573a059da0efd,twoColorsObj,#0000FF,#00FFFF,#00A4FF,39,3,Cyan     ,0.12,0.12,0.05,0.08,0.12,0.07
573a0b8280839,twoColorsObj,#0000FF,#00FFFF,#0087FF,52,3,Sky-Blue ,0.09,0.09,0.02,0.04,0.09,0.04
573c70dabcfe0,twoColorsObj,#0000FF,#00FFFF,#00B146,55,3,NA       ,0.34,0.34,0.27,0.3,0.34,0.29
573c783748e8b,twoColorsObj,#0000FF,#00FFFF,#00A4FF,23,3,Cyan     ,0.12,0.12,0.05,0.08,0.12,0.07
573e4022949b1,twoColorsObj,#0000FF,#00FFFF,#0087FF,73,5,Sky-Blue ,0.09,0.09,0.02,0.04,0.09,0.04
573e47c26cb8e,twoColorsObj,#0000FF,#00FFFF,#008DF8,22,3,Sky-Blue ,0.1,0.1,0.03,0.06,0.1,0.05
573e4d0eb795b,twoColorsObj,#0000FF,#00FFFF,#00FF6B,19,4,NA       ,0.33,0.33,0.27,0.29,0.33,0.28
573edae85268b,twoColorsObj,#0000FF,#00FFFF,#0087FF,386,4,Sky-Blue ,0.09,0.09,0.02,0.04,0.09,0.04
5740a8b59d448,twoColorsObj,#0000FF,#00FFFF,#006C84,705,4,Cyan     ,0.16,0.16,0.1,0.12,0.16,0.11
5740ad339507d,twoColorsObj,#0000FF,#00FFFF,#6500FF,195,2,Navy-Blue,0.03,0.03,0.05,0.03,0.03,0.03
5740b0f8e9734,twoColorsObj,#0000FF,#00FFFF,#0070FF,697,4,LI-Blue  ,0.06,0.06,0.01,0.02,0.06,0.03
5740b686127bb,twoColorsObj,#0000FF,#00FFFF,#0087FF,18,4,Sky-Blue ,0.09,0.09,0.02,0.04,0.09,0.04
5740bda9be3dc,twoColorsObj,#0000FF,#00FFFF,#0087FF,403,5,Sky-Blue ,0.09,0.09,0.02,0.04,0.09,0.04
5740e3f36a945,twoColorsObj,#0000FF,#00FFFF,#006C84,378,1,Cyan     ,0.16,0.16,0.1,0.12,0.16,0.11
574859b8f3379,twoColorsObj,#0000FF,#00FFFF,#008DF8,344,3,Sky-Blue ,0.1,0.1,0.03,0.06,0.1,0.05
5756ab1701ba0,twoColorsObj,#0000FF,#00FFFF,#008DF8,19,5,Sky-Blue ,0.1,0.1,0.03,0.06,0.1,0.05
5756ae6897296,twoColorsObj,#0000FF,#00FFFF,#0070FF,642,3,LI-Blue  ,0.06,0.06,0.01,0.02,0.06,0.03
5756b2d9bd658,twoColorsObj,#0000FF,#00FFFF,#00A4FF,81,3,Cyan     ,0.12,0.12,0.05,0.08,0.12,0.07
5757fd2703090,twoColorsObj,#0000FF,#00FFFF,#7E7E7E,223,4,NA       ,0.23,0.23,0.17,0.2,0.23,0.18
5757ffca0b4b1,twoColorsObj,#0000FF,#00FFFF,#00ABA2,48,3,NA       ,0.22,0.22,0.15,0.17,0.22,0.16
57581518c2c07,twoColorsObj,#0000FF,#00FFFF,#00FF9C,31,5,NA       ,0.29,0.29,0.23,0.25,0.29,0.24
57582b17cd76a,twoColorsObj,#0000FF,#00FFFF,#0088FF,18,5,Sky-Blue ,0.09,0.09,0.02,0.05,0.09,0.04
