id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
5710cd99df604,objTwoColors,#0080FF,195,201,171,2,Sky-Blue ,Navy-Blue,0.35,0.04,0.16,0.08,0.09,0.04,0.53,0.49
5710ce6c1308c,objTwoColors,#0080FF,197,219,104,4,LI-Blue  ,Blue     ,0.44,0.02,0.16,0.05,0.01,0.08,0.57,0.43
5710d140b7c5a,objTwoColors,#0080FF,199,235,123,3,Navy-Blue,Blue     ,0.48,0.07,0.16,0.04,0.06,0.11,0.62,0.44
5710d71ff24c3,objTwoColors,#0080FF,331,145,456,2,Magenta  ,DK-Green ,0.57,0.4,0.3,0.22,0.22,0.23,0.75,0.85
5710e60f69205,objTwoColors,#0080FF,41,156,435,4,Yellow   ,Cyan     ,0.61,0.42,0.21,0.29,0.35,0.29,0.53,0.62
571103343658b,objTwoColors,#0080FF,210,203,105,4,Blue     ,Navy-Blue,0.27,0.01,0.18,0.06,0.02,0.07,0.62,0.58
5711148c11035,objTwoColors,#0080FF,178,305,109,3,Blue     ,Pink     ,0.5,0.13,0.12,0.15,0.05,0.05,0.27,0.45
57112b9e10661,objTwoColors,#0080FF,59,102,166,2,Green    ,Green    ,0.74,0.41,0.14,0.31,0.41,0.35,0.55,0.66
57112cec29456,objTwoColors,#0080FF,213,210,290,5,Blue     ,Blue     ,0.3,0.04,0.19,0.04,0.01,0.1,0.65,0.55
57112d8509632,objTwoColors,#0080FF,236,186,141,3,Blue     ,Cyan     ,0.09,0.04,0.37,0.06,0.02,0.07,0.74,0.77
57112da850667,objTwoColors,#0080FF,248,173,2,4,Blue     ,Green    ,0.01,0.03,0.13,0.08,0,0.04,0.78,0.85
57112e1a2bbbb,objTwoColors,#0080FF,215,212,472,1,Blue     ,Blue     ,0.3,0.05,0.19,0.04,0.02,0.11,0.66,0.55
57112e639a100,objTwoColors,#0080FF,200,217,151,4,Navy-Blue,Blue     ,0.41,0.02,0.17,0.05,0.01,0.08,0.59,0.44
57112ebc85ba1,objTwoColors,#0080FF,56,143,403,4,Green    ,Green    ,0.69,0.42,0.15,0.31,0.39,0.33,0.52,0.62
57112edad4a17,objTwoColors,#0080FF,1,205,145,4,Red      ,Navy-Blue,0.74,0.09,0.36,0.24,0.16,0.19,0.58,0.52
571130c5cd6e9,objTwoColors,#0080FF,181,216,105,5,Blue     ,Blue     ,0.53,0.04,0.12,0.09,0.08,0.04,0.47,0.33
571130d934bda,objTwoColors,#0080FF,206,219,73,4,Navy-Blue,Blue     ,0.38,0.05,0.18,0.04,0.02,0.1,0.63,0.48
5711348e42f02,objTwoColors,#0080FF,236,180,115,4,Blue     ,Blue     ,0.06,0.02,0.15,0.08,0,0.05,0.75,0.81
571137a34931a,objTwoColors,#0080FF,222,204,426,3,Blue     ,Navy-Blue,0.22,0.05,0.23,0.04,0.02,0.1,0.68,0.63
57113ce1334e0,objTwoColors,#0080FF,353,310,354,3,Red      ,Pink     ,0.76,0.33,0.36,0.33,0.32,0.28,0.43,0.61
57113de4aed1a,objTwoColors,#0080FF,203,202,137,4,Navy-Blue,Navy-Blue,0.31,0.02,0.17,0.07,0.05,0.05,0.58,0.54
5711641931da5,objTwoColors,#0080FF,278,157,229,3,Blue     ,Cyan     ,0.18,0.07,0.14,0.14,0.05,0.05,0.79,0.88
571165992a5c1,objTwoColors,#0080FF,197,235,133,3,LI-Blue  ,Blue     ,0.49,0.06,0.16,0.04,0.05,0.1,0.6,0.43
57116b9b879bf,objTwoColors,#0080FF,57,112,442,5,Green    ,Green    ,0.75,0.41,0.14,0.32,0.41,0.35,0.57,0.68
5711703bd85fc,objTwoColors,#0080FF,170,229,144,3,Green    ,Blue     ,0.64,0.04,0.08,0.09,0.04,0.03,0.44,0.27
5711800f2c5f3,objTwoColors,#0080FF,165,286,261,2,Green    ,Purple   ,0.61,0.1,0.07,0.14,0.04,0.04,0.3,0.28
571183866d73f,objTwoColors,#0080FF,53,102,170,5,Green    ,Green    ,0.74,0.4,0.16,0.32,0.41,0.35,0.58,0.68
57119224388ef,objTwoColors,#0080FF,52,112,140,5,Green    ,Green    ,0.75,0.41,0.16,0.33,0.41,0.35,0.59,0.7
5711cbde51bb0,objTwoColors,#0080FF,218,196,149,4,Blue     ,LI-Blue  ,0.19,0.01,0.18,0.05,0.02,0.07,0.67,0.66
571214121717c,objTwoColors,#0080FF,56,114,183,5,Green    ,Green    ,0.75,0.41,0.15,0.32,0.41,0.35,0.58,0.68
57123bec83e8e,objTwoColors,#0080FF,352,235,2,3,Red      ,Blue     ,0.86,0.11,0.36,0.24,0.13,0.17,0.64,0.45
571247f66fb51,objTwoColors,#0080FF,235,185,189,4,Blue     ,Blue     ,0.08,0.03,0.36,0.06,0.01,0.06,0.74,0.78
57127bcfaafb0,objTwoColors,#0080FF,53,110,185,4,Green    ,Green    ,0.75,0.41,0.16,0.32,0.41,0.35,0.59,0.68
5712c57f97f25,objTwoColors,#0080FF,250,200,274,3,Blue     ,Navy-Blue,0.16,0.1,0.35,0.04,0.06,0.11,0.72,0.69
5712d9bc0cae3,objTwoColors,#0080FF,238,192,146,5,Blue     ,Sky-Blue ,0.12,0.06,0.37,0.04,0.04,0.09,0.72,0.74
5713923c1bbc7,objTwoColors,#0080FF,59,86,185,2,Green    ,DK-Green ,0.73,0.4,0.14,0.32,0.4,0.35,0.52,0.64
5713acb331c3c,objTwoColors,#0080FF,148,169,2,1,NA       ,Green    ,0.49,0.28,0.06,0.2,0.28,0.23,0.32,0.4
5713b10383207,objTwoColors,#0080FF,150,57,124,4,Teal     ,Green    ,0.67,0.43,0.11,0.3,0.37,0.31,0.42,0.59
5713fc80c942a,objTwoColors,#0080FF,192,226,153,5,Sky-Blue ,Blue     ,0.5,0.03,0.15,0.05,0,0.07,0.56,0.38
571410751e7b0,objTwoColors,#0080FF,57,161,76,3,Green    ,Green    ,0.58,0.43,0.14,0.28,0.35,0.29,0.42,0.51
5716d167b95e4,objTwoColors,#0080FF,224,192,740,3,Blue     ,Sky-Blue ,0.13,0.02,0.18,0.05,0.01,0.07,0.69,0.71
5716e9900f6ea,objTwoColors,#0080FF,182,317,153,3,Blue     ,Pink     ,0.49,0.12,0.14,0.17,0.07,0.08,0.34,0.55
57190633f233f,objTwoColors,#0080FF,179,332,486,2,Blue     ,Magenta  ,0.57,0.12,0.15,0.19,0.12,0.14,0.45,0.65
5734d81ba001b,objTwoColors,#0080FF,318,278,358,1,Pink     ,Blue     ,0.56,0.12,0.35,0.2,0.14,0.1,0.53,0.44
5734d89183dab,objTwoColors,#0080FF,242,189,243,4,Blue     ,Cyan     ,0.11,0.06,0.38,0.05,0.03,0.08,0.73,0.76
5735d3455a84c,objTwoColors,#0080FF,228,198,199,4,Blue     ,Navy-Blue,0.16,0.05,0.29,0.04,0.02,0.09,0.7,0.69
5736048bb110b,objTwoColors,#0080FF,212,205,91,5,Blue     ,Navy-Blue,0.27,0.02,0.19,0.05,0.01,0.08,0.64,0.58
573613f4689a3,objTwoColors,#0080FF,210,209,518,3,Blue     ,NA       ,0.31,0.03,0.18,0.05,0,0.09,0.63,0.55
573634984323e,objTwoColors,#0080FF,207,207,338,5,Navy-Blue,Navy-Blue,0.32,0.01,0.18,0.05,0.02,0.07,0.61,0.54
57366c199283c,objTwoColors,#0080FF,300,258,199,3,Pink     ,Blue     ,0.5,0.09,0.3,0.14,0.09,0.11,0.64,0.47
574297edae49c,objTwoColors,#0080FF,204,230,146,5,Navy-Blue,Blue     ,0.44,0.07,0.18,0.04,0.05,0.11,0.64,0.47
57459c393bbd0,objTwoColors,#0080FF,213,208,116,4,Blue     ,NA       ,0.28,0.03,0.19,0.05,0,0.09,0.65,0.56
5745c1c07cc0c,objTwoColors,#0080FF,205,212,165,4,Navy-Blue,Blue     ,0.36,0.02,0.18,0.05,0.01,0.08,0.6,0.5
