id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#0080FF,244,0,476,4,Blue     ,Red      ,0.4,0.14,0.08,0.24,0.14,0.19,0.88,1.07
5710cc2b8a642,24,Male,16,no,objTwoColors,#0080FF,235,0,66,4,Blue     ,Red      ,0.4,0.12,0.08,0.24,0.14,0.19,0.88,1.07
5710cc5a7829c,27,Male,32,no,objTwoColors,#0080FF,209,0,75,4,NA       ,Red      ,0.49,0.09,0.15,0.24,0.15,0.18,0.78,0.97
5710cd0a515bb,25,Male,7,no,objTwoColors,#0080FF,207,0,78,5,Navy-Blue,Red      ,0.5,0.09,0.16,0.24,0.16,0.18,0.77,0.96
5710cd99df604,23,Female,32,no,objTwoColors,#0080FF,195,201,171,2,Sky-Blue ,Navy-Blue,0.35,0.04,0.16,0.08,0.09,0.04,0.53,0.49
5710ce6c1308c,23,Female,32,no,objTwoColors,#0080FF,197,219,104,4,LI-Blue  ,Blue     ,0.44,0.02,0.16,0.05,0.01,0.08,0.57,0.43
5710cf445718e,25,Male,32,no,objTwoColors,#0080FF,8,0,586,5,Red      ,Red      ,0.94,0.47,0.34,0.41,0.47,0.41,0.73,0.91
5710d140b7c5a,26,Male,32,no,objTwoColors,#0080FF,199,235,123,3,Navy-Blue,Blue     ,0.48,0.07,0.16,0.04,0.06,0.11,0.62,0.44
5710d71ff24c3,20,Female,32,no,objTwoColors,#0080FF,331,145,456,2,Magenta  ,DK-Green ,0.57,0.4,0.3,0.22,0.22,0.23,0.75,0.85
5710e60f69205,24,Female,31,no,objTwoColors,#0080FF,41,156,435,4,Yellow   ,Cyan     ,0.61,0.42,0.21,0.29,0.35,0.29,0.53,0.62
5710ee9e58646,25,Female,32,yes,objTwoColors,#0080FF,244,81,496,2,Blue     ,Yellow   ,0.23,0.25,0.08,0.15,0.15,0.1,0.93,1.06
571103343658b,20,Female,32,no,objTwoColors,#0080FF,210,203,105,4,Blue     ,Navy-Blue,0.27,0.01,0.18,0.06,0.02,0.07,0.62,0.58
57111f6c42412,22,Male,34,no,objTwoColors,#0080FF,209,0,52,5,NA       ,Red      ,0.49,0.09,0.15,0.24,0.15,0.18,0.78,0.97
5711231e370f2,24,Male,32,yes,objTwoColors,#0080FF,0,188,80,3,Red      ,Cyan     ,0.64,0.09,0.36,0.25,0.2,0.21,0.59,0.62
571128aba60e2,22,Female,5,no,objTwoColors,#0080FF,230,0,76,4,Blue     ,Red      ,0.4,0.11,0.08,0.25,0.14,0.19,0.87,1.06
