id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
57113a5534205,objTwoColors,#0080FF,238,0,113,5,Blue     ,Red      ,0.4,0.13,0.08,0.24,0.14,0.19,0.88,1.07
571289ef76e18,objTwoColors,#0080FF,183,302,143,5,Blue     ,Pink     ,0.48,0.13,0.13,0.15,0.05,0.04,0.32,0.46
57149713464b1,objTwoColors,#0080FF,0,0,0,1,Red      ,Red      ,0.94,0.47,0.35,0.42,0.47,0.42,0.74,0.93
