id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
5710d28fec2d1,30,Male,32,no,objTwoColors,#0080FF,0,288,99,1,Red      ,Navy-Blue,0.79,0.27,0.36,0.3,0.3,0.24,0.51,0.51
5711106ab212a,33,Male,32,no,objTwoColors,#0080FF,232,0,91,5,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.87,1.07
5711148c11035,35,Male,22,no,objTwoColors,#0080FF,178,305,109,3,Blue     ,Pink     ,0.5,0.13,0.12,0.15,0.05,0.05,0.27,0.45
57112e1a2bbbb,32,Male,16,no,objTwoColors,#0080FF,215,212,472,1,Blue     ,Blue     ,0.3,0.05,0.19,0.04,0.02,0.11,0.66,0.55
571153ca15566,32,Male,32,no,objTwoColors,#0080FF,233,0,346,5,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.88,1.07
571252e6d2e70,31,Female,32,no,objTwoColors,#0080FF,234,0,49,5,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.88,1.07
57153eb9b4bed,35,Female,31,no,objTwoColors,#0080FF,0,262,64,5,Red      ,Blue     ,0.85,0.18,0.36,0.26,0.22,0.2,0.61,0.44
57190633f233f,30,Male,32,no,objTwoColors,#0080FF,179,332,486,2,Blue     ,Magenta  ,0.57,0.12,0.15,0.19,0.12,0.14,0.45,0.65
573a059da0efd,31,Female,32,yes,objTwoColors,#0000FF,99,54,285,5,Green    ,Green    ,0.77,0.4,0.06,0.32,0.41,0.35,0.33,0.49
573c783748e8b,37,Female,32,yes,objTwoColors,#0000FF,232,229,132,4,Blue     ,Blue     ,0.31,0.12,0.29,0.03,0.11,0.17,0.76,0.6
5740a8b59d448,31,Female,32,yes,objTwoColors,#0000FF,234,0,77,4,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.88,1.07
5740b686127bb,32,Male,32,yes,objTwoColors,#0000FF,234,231,185,4,Blue     ,Blue     ,0.31,0.12,0.3,0.03,0.12,0.17,0.78,0.6
5745b5cbe3caa,34,Female,32,no,objTwoColors,#0080FF,211,0,1565,3,Blue     ,Red      ,0.47,0.09,0.15,0.24,0.15,0.18,0.79,0.98
574859b8f3379,30,Male,32,yes,objTwoColors,#0000FF,232,0,113,2,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.87,1.07
