id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
57112e639a100,18,Male,5,no,objTwoColors,#0080FF,200,217,151,4,Navy-Blue,Blue     ,0.41,0.02,0.17,0.05,0.01,0.08,0.59,0.44
57112ebc85ba1,18,Female,32,no,objTwoColors,#0080FF,56,143,403,4,Green    ,Green    ,0.69,0.42,0.15,0.31,0.39,0.33,0.52,0.62
5711348e42f02,19,Female,32,no,objTwoColors,#0080FF,236,180,115,4,Blue     ,Blue     ,0.06,0.02,0.15,0.08,0,0.05,0.75,0.81
5711389736065,19,Female,8,no,objTwoColors,#0080FF,224,0,293,4,Blue     ,Red      ,0.41,0.11,0.09,0.25,0.14,0.18,0.85,1.04
57113ce1334e0,19,Female,12,no,objTwoColors,#0080FF,353,310,354,3,Red      ,Pink     ,0.76,0.33,0.36,0.33,0.32,0.28,0.43,0.61
57113d4d93c81,18,Female,32,no,objTwoColors,#0080FF,236,0,18,5,Blue     ,Red      ,0.4,0.12,0.08,0.24,0.14,0.19,0.88,1.07
5711703bd85fc,18,Female,32,no,objTwoColors,#0080FF,170,229,144,3,Green    ,Blue     ,0.64,0.04,0.08,0.09,0.04,0.03,0.44,0.27
5712a254e00f7,18,Female,18,no,objTwoColors,#0080FF,0,192,109,3,Red      ,Sky-Blue ,0.66,0.09,0.36,0.24,0.19,0.2,0.58,0.6
5734d81ba001b,19,Female,3,no,objTwoColors,#0080FF,318,278,358,1,Pink     ,Blue     ,0.56,0.12,0.35,0.2,0.14,0.1,0.53,0.44
5734d89183dab,19,Female,29,no,objTwoColors,#0080FF,242,189,243,4,Blue     ,Cyan     ,0.11,0.06,0.38,0.05,0.03,0.08,0.73,0.76
5736048bb110b,19,Male,32,no,objTwoColors,#0080FF,212,205,91,5,Blue     ,Navy-Blue,0.27,0.02,0.19,0.05,0.01,0.08,0.64,0.58
573613f4689a3,18,Male,7,no,objTwoColors,#0080FF,210,209,518,3,Blue     ,NA       ,0.31,0.03,0.18,0.05,0,0.09,0.63,0.55
573634984323e,19,Male,32,no,objTwoColors,#0080FF,207,207,338,5,Navy-Blue,Navy-Blue,0.32,0.01,0.18,0.05,0.02,0.07,0.61,0.54
57366c199283c,19,Male,32,no,objTwoColors,#0080FF,300,258,199,3,Pink     ,Blue     ,0.5,0.09,0.3,0.14,0.09,0.11,0.64,0.47
57427cf6bad0c,19,Female,32,no,objTwoColors,#0080FF,232,0,171,3,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.87,1.07
5744dce84ffa5,16,Male,13,no,objTwoColors,#0080FF,234,0,357,3,Blue     ,Red      ,0.39,0.12,0.08,0.25,0.14,0.19,0.88,1.07
574511e99b6d9,19,Female,32,no,objTwoColors,#0080FF,230,0,111,5,Blue     ,Red      ,0.4,0.11,0.08,0.25,0.14,0.19,0.87,1.06
5745350dc1e22,19,Female,31,no,objTwoColors,#0080FF,230,0,47,5,Blue     ,Red      ,0.4,0.11,0.08,0.25,0.14,0.19,0.87,1.06
5745c1c07cc0c,18,Other,31,no,objTwoColors,#0080FF,205,212,165,4,Navy-Blue,Blue     ,0.36,0.02,0.18,0.05,0.01,0.08,0.6,0.5
5745f6f039dc9,15,Male,33,no,objTwoColors,#0080FF,0,0,0,4,Red      ,Red      ,0.94,0.47,0.35,0.42,0.47,0.42,0.74,0.93
