id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#0080FF,0,188,80,3,0.11,Cyan     
5713a02a13044,objTwoColors,#0080FF,228,0,89,3,0.11,Blue     
572767049ccfa,objTwoColors,#0000FF,226,0,177,3,0.11,Blue     
573e4022949b1,objTwoColors,#0000FF,243,0,99,5,0.13,Blue     
573edae85268b,objTwoColors,#0000FF,237,0,88,3,0.13,Blue     
5740a8b59d448,objTwoColors,#0000FF,234,0,77,4,0.12,Blue     
5740b0f8e9734,objTwoColors,#0000FF,222,0,65,4,0.09,Blue     
5740e3f36a945,objTwoColors,#0000FF,224,0,80,3,0.1,Blue     
574859b8f3379,objTwoColors,#0000FF,232,0,113,2,0.12,Blue     
5756b2d9bd658,objTwoColors,#0000FF,237,0,418,3,0.13,Blue     
5757fd2703090,objTwoColors,#0080FF,206,0,352,5,0.01,Navy-Blue
5757ffca0b4b1,objTwoColors,#0080FF,204,0,54,4,0.01,Navy-Blue
57582b17cd76a,objTwoColors,#0080FF,239,0,68,4,0.13,Blue     
5710cc2b8a642,objTwoColors,#0080FF,235,0,66,4,0.12,Blue     
5710cc5a7829c,objTwoColors,#0080FF,209,0,75,4,0.03,NA       
5710cd0a515bb,objTwoColors,#0080FF,207,0,78,5,0.01,Navy-Blue
5710cf445718e,objTwoColors,#0080FF,8,0,586,5,0.47,Red      
5710d28fec2d1,objTwoColors,#0080FF,0,288,99,1,0.1,Navy-Blue
5710e540a9514,objTwoColors,#0080FF,226,0,86,4,0.11,Blue     
57110028bc74b,objTwoColors,#0080FF,0,194,52,4,0.07,Sky-Blue 
5711106ab212a,objTwoColors,#0080FF,232,0,91,5,0.12,Blue     
57111f6c42412,objTwoColors,#0080FF,209,0,52,5,0.03,NA       
571128aba60e2,objTwoColors,#0080FF,230,0,76,4,0.12,Blue     
57112f7103d57,objTwoColors,#0080FF,226,0,102,4,0.11,Blue     
5711389736065,objTwoColors,#0080FF,224,0,293,4,0.1,Blue     
57113d4d93c81,objTwoColors,#0080FF,236,0,18,5,0.13,Blue     
57113d9cc42b5,objTwoColors,#0080FF,0,0,0,3,0.47,Red      
57113e3362c9f,objTwoColors,#0080FF,207,0,634,2,0.01,Navy-Blue
57113e6176346,objTwoColors,#0080FF,0,198,87,4,0.04,Navy-Blue
571153ca15566,objTwoColors,#0080FF,233,0,346,5,0.12,Blue     
571153e3025f9,objTwoColors,#0080FF,230,0,452,3,0.12,Blue     
571154184c9bd,objTwoColors,#0080FF,230,0,2,5,0.12,Blue     
57116ce8cf9e5,objTwoColors,#0080FF,0,223,86,4,0.09,Blue     
5711ace2ee7ed,objTwoColors,#0080FF,0,194,105,5,0.07,Sky-Blue 
5712197fbccd5,objTwoColors,#0080FF,0,188,29,5,0.11,Cyan     
57121e2a63601,objTwoColors,#0080FF,0,0,0,5,0.47,Red      
57123e4050550,objTwoColors,#0080FF,245,0,409,3,0.13,Blue     
571252e6d2e70,objTwoColors,#0080FF,234,0,49,5,0.12,Blue     
571260c120253,objTwoColors,#0080FF,230,0,85,3,0.12,Blue     
5712a254e00f7,objTwoColors,#0080FF,0,192,109,3,0.08,Sky-Blue 
5712bd55a8a13,objTwoColors,#0080FF,213,0,78,3,0.05,Blue     
5712c2b021f58,objTwoColors,#0080FF,216,0,72,5,0.06,Blue     
5712d16eb8094,objTwoColors,#0080FF,238,0,988,5,0.13,Blue     
5713aa57bebec,objTwoColors,#0080FF,0,192,130,5,0.08,Sky-Blue 
5713dd915ca28,objTwoColors,#0080FF,0,209,30,1,0.03,NA       
5714d563c6e52,objTwoColors,#0080FF,0,232,359,4,0.12,Blue     
57153eb9b4bed,objTwoColors,#0080FF,0,262,64,5,0.11,Blue     
5715f69931d4c,objTwoColors,#0080FF,223,0,214,5,0.09,Blue     
5727e49793f7b,objTwoColors,#0080FF,0,183,93,5,0.13,Blue     
572a791f6405b,objTwoColors,#0080FF,13,0,402,1,0.46,Red      
5734918f46823,objTwoColors,#0080FF,12,0,108,3,0.46,Red      
5738cf3d97a58,objTwoColors,#0080FF,230,0,107,3,0.12,Blue     
57427cf6bad0c,objTwoColors,#0080FF,232,0,171,3,0.12,Blue     
5744dce84ffa5,objTwoColors,#0080FF,234,0,357,3,0.12,Blue     
574511e99b6d9,objTwoColors,#0080FF,230,0,111,5,0.12,Blue     
57451c3b38192,objTwoColors,#0080FF,0,207,54,5,0.01,Navy-Blue
5745350dc1e22,objTwoColors,#0080FF,230,0,47,5,0.12,Blue     
5745500f6e643,objTwoColors,#0080FF,0,189,65,4,0.1,Cyan     
5745b5cbe3caa,objTwoColors,#0080FF,211,0,1565,3,0.04,Blue     
5745f6f039dc9,objTwoColors,#0080FF,0,0,0,4,0.47,Red      
