id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5710ee9e58646,objTwoColors,#FF0000,55,0,367,4,0.26,Green    
5711231e370f2,objTwoColors,#FF0000,0,15,392,4,0.04,Red      
573a059da0efd,objTwoColors,#FF0000,0,0,0,1,0,Red      
573e4022949b1,objTwoColors,#FF0000,2,0,53,5,0,Red      
573e4d0eb795b,objTwoColors,#FF0000,5,0,21,4,0.01,Red      
573edae85268b,objTwoColors,#FF0000,3,0,1064,4,0,Red      
5740a8b59d448,objTwoColors,#FF0000,0,332,621,4,0.14,Magenta  
5740b0f8e9734,objTwoColors,#FF0000,5,0,46,5,0.01,Red      
5740bda9be3dc,objTwoColors,#FF0000,8,0,225,5,0.01,Red      
5740e3f36a945,objTwoColors,#FF0000,353,0,128,3,0.01,Red      
574859b8f3379,objTwoColors,#FF0000,1,0,552,1,0,Red      
5756b2d9bd658,objTwoColors,#FF0000,2,0,4,4,0,Red      
5757fd2703090,objTwoColors,#FF0000,1,0,43,5,0,Red      
5757ffca0b4b1,objTwoColors,#FF0000,5,0,1,5,0.01,Red      
57582b17cd76a,objTwoColors,#FF0000,5,0,11,4,0.01,Red      
5710cc5a7829c,objTwoColors,#FF0000,1,0,7,5,0,Red      
5710cd289f4c3,objTwoColors,#FF0000,0,0,0,0,0,Red      
5710d140b7c5a,objTwoColors,#FF0000,10,0,141,3,0.02,Red      
5710d28fec2d1,objTwoColors,#FF0000,0,6,83,1,0.01,Red      
57110028bc74b,objTwoColors,#FF0000,0,37,50,3,0.17,Yellow   
571103343658b,objTwoColors,#FF0000,0,8,26,5,0.01,Red      
57111f6c42412,objTwoColors,#FF0000,355,0,231,5,0.01,Red      
57112da850667,objTwoColors,#FF0000,352,0,131,3,0.02,Red      
57112edad4a17,objTwoColors,#FF0000,12,0,492,4,0.03,Red      
5711348e42f02,objTwoColors,#FF0000,7,0,315,4,0.01,Red      
57113664403aa,objTwoColors,#FF0000,1,0,232,4,0,Red      
57113e6176346,objTwoColors,#FF0000,0,337,77,3,0.1,Red      
571153ca15566,objTwoColors,#FF0000,45,0,397,1,0.21,Yellow   
5711641931da5,objTwoColors,#FF0000,1,0,101,5,0,Red      
5711ace2ee7ed,objTwoColors,#FF0000,0,311,72,5,0.3,Pink     
5711cbde51bb0,objTwoColors,#FF0000,350,0,207,3,0.02,Red      
571214121717c,objTwoColors,#FF0000,56,0,947,1,0.27,Green    
5712197fbccd5,objTwoColors,#FF0000,0,324,111,4,0.21,Magenta  
57121e2a63601,objTwoColors,#FF0000,0,0,0,1,0,Red      
57122f7e5768f,objTwoColors,#FF0000,4,0,387,5,0,Red      
571260c120253,objTwoColors,#FF0000,3,0,38,4,0,Red      
5712a254e00f7,objTwoColors,#FF0000,0,335,881,3,0.12,Red      
5712bd55a8a13,objTwoColors,#FF0000,12,0,40,5,0.03,Red      
5712c2b021f58,objTwoColors,#FF0000,2,0,2,5,0,Red      
5713aa57bebec,objTwoColors,#FF0000,0,342,160,5,0.07,Red      
5713fc80c942a,objTwoColors,#FF0000,7,0,434,2,0.01,Red      
57153eb9b4bed,objTwoColors,#FF0000,342,0,166,3,0.07,Red      
57190633f233f,objTwoColors,#FF0000,7,0,109,1,0.01,Red      
5734918f46823,objTwoColors,#FF0000,0,4,3,4,0,Red      
57451c3b38192,objTwoColors,#FF0000,0,7,216,5,0.01,Red      
5745500f6e643,objTwoColors,#FF0000,7,0,65,4,0.01,Red      
5745f6f039dc9,objTwoColors,#FF0000,0,0,0,3,0,Red      
