id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5
57113a5534205,objTwoColors,#FF0000,7,10,180,5,Red      ,Red      ,0.58,0.01,0,0.13,0.14,0.2,0.33,0.33,0.15,0.33,0.33
571163013744e,objTwoColors,#FF0000,52,18,41,3,Green    ,Red      ,0.55,0.15,0.21,0.06,0.09,0.12,0.56,0.55,0.37,0.55,0.55
571289ef76e18,objTwoColors,#FF0000,53,37,85,5,Green    ,Yellow   ,0.44,0.21,0.22,0.08,0.12,0.12,0.55,0.55,0.41,0.55,0.55
57149713464b1,objTwoColors,#FF0000,0,0,0,1,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
