id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9
57113a5534205,objTwoColors,#FF007F,5,223,410,5,Red      ,Blue     ,1.04,0.23,0.16,0.08,0.16,0.09,0.22,0.23,0.4,0.23,0.23,0.81,0.81,0.63,0.81
571289ef76e18,objTwoColors,#FF007F,211,258,266,4,Blue     ,Blue     ,0.58,0.4,0.22,0.19,0.31,0.3,0.71,0.73,0.89,0.73,0.73,0.68,0.7,0.87,0.7
57149713464b1,objTwoColors,#FF007F,0,0,0,1,Red      ,Red      ,0.83,0.16,0.07,0.24,0.3,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
