id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#FF8000,0,33,35,4,0.02,Orange   
573a059da0efd,objTwoColors,#FF8000,0,0,0,1,0.12,Red      
573a0b8280839,objTwoColors,#FF8000,55,0,9,3,0.14,Green    
5740ad339507d,objTwoColors,#FF8000,7,0,5,3,0.11,Red      
5740b0f8e9734,objTwoColors,#FF8000,26,0,17,5,0.03,Orange   
5740e3f36a945,objTwoColors,#FF8000,3,0,1,3,0.12,Red      
5710cc2b8a642,objTwoColors,#FF8000,18,0,395,5,0.07,Red      
5710cc5a7829c,objTwoColors,#FF8000,27,0,56,4,0.02,Orange   
5710cd99df604,objTwoColors,#FF8000,29,0,131,2,0.01,Orange   
5710d28fec2d1,objTwoColors,#FF8000,0,5,131,1,0.12,Red      
57110028bc74b,objTwoColors,#FF8000,0,44,34,5,0.08,Yellow   
57111f6c42412,objTwoColors,#FF8000,31,0,104,5,0.01,Orange   
57112a657ac25,objTwoColors,#FF8000,31,0,39,3,0.01,Orange   
57112da850667,objTwoColors,#FF8000,0,65,73,4,0.18,Yellow   
57113d9cc42b5,objTwoColors,#FF8000,31,0,82,5,0.01,Orange   
57113e3362c9f,objTwoColors,#FF8000,0,0,0,1,0.12,Red      
57113e6176346,objTwoColors,#FF8000,0,42,29,5,0.07,Yellow   
571154184c9bd,objTwoColors,#FF8000,22,0,1,5,0.05,Red      
5711e54c50f6b,objTwoColors,#FF8000,33,0,283,5,0.02,Orange   
571210e10d88b,objTwoColors,#FF8000,32,0,161,5,0.01,Orange   
57121e2a63601,objTwoColors,#FF8000,0,0,0,2,0.12,Red      
57123bec83e8e,objTwoColors,#FF8000,7,0,54,4,0.11,Red      
57127cb3ab1fe,objTwoColors,#FF8000,31,0,31,5,0.01,Orange   
5712a254e00f7,objTwoColors,#FF8000,0,49,33,3,0.11,Green    
5713b10383207,objTwoColors,#FF8000,4,0,424,3,0.12,Red      
5713b961c216a,objTwoColors,#FF8000,0,0,0,3,0.12,Red      
5713dd915ca28,objTwoColors,#FF8000,29,0,217,3,0.01,Orange   
5714d563c6e52,objTwoColors,#FF8000,0,5,373,4,0.12,Red      
57153eb9b4bed,objTwoColors,#FF8000,0,353,67,5,0.12,Red      
57451c3b38192,objTwoColors,#FF8000,0,31,14,5,0.01,Orange   
5745500f6e643,objTwoColors,#FF8000,0,44,32,4,0.08,Yellow   
5745c1c07cc0c,objTwoColors,#FF8000,0,0,0,2,0.12,Red      
5745f6f039dc9,objTwoColors,#FF8000,0,0,0,4,0.12,Red      
