id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5
57110028bc74b,48,Female,32,no,objTwoColors,#FF8000,0,44,34,5,Red      ,Yellow   ,0.72,0.05,0.05,0.16,0.23,0.17,0.07,0.08,0.05,0.07,0.08
57112d8509632,45,Female,32,no,objTwoColors,#FF8000,5,54,46,5,Red      ,Green    ,0.74,0,0.05,0.14,0.2,0.15,0.03,0.03,0.02,0.02,0.03
571154184c9bd,47,Female,32,no,objTwoColors,#FF8000,22,0,1,5,Red      ,Red      ,0.67,0.1,0.09,0.21,0.27,0.23,0.35,0.36,0.31,0.34,0.36
571183866d73f,48,Female,32,no,objTwoColors,#FF8000,4,59,44,5,Red      ,Green    ,0.75,0.01,0.05,0.14,0.19,0.15,0,0.02,0.04,0.03,0.02
5712a47f6f8a6,44,Male,12,no,objTwoColors,#FF8000,59,67,9,2,Green    ,Yellow   ,0.48,0.17,0.27,0.12,0.17,0.14,0.31,0.31,0.33,0.32,0.31
5713b10383207,40,Male,32,no,objTwoColors,#FF8000,4,0,424,3,Red      ,Red      ,0.74,0.12,0.05,0.24,0.29,0.26,0.28,0.29,0.26,0.27,0.29
5714d563c6e52,49,Female,13,no,objTwoColors,#FF8000,0,5,373,4,Red      ,Red      ,0.73,0.12,0.05,0.23,0.29,0.26,0.27,0.28,0.25,0.27,0.28
573664e1a4a96,49,Male,18,no,objTwoColors,#FF8000,353,57,96,5,Red      ,Green    ,0.74,0.03,0.06,0.14,0.2,0.14,0.02,0.03,0.03,0.03,0.03
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF7200,142,73,568,3,Green    ,Yellow   ,0.41,0.3,0.38,0.09,0.19,0.18,0.47,0.48,0.49,0.49,0.48
5740ad339507d,40,Male,32,yes,objTwoColors,#FF7200,7,0,5,3,Red      ,Red      ,0.73,0.12,0.05,0.23,0.29,0.26,0.29,0.3,0.26,0.28,0.3
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF7200,3,0,1,3,Red      ,Red      ,0.74,0.12,0.05,0.24,0.29,0.26,0.28,0.29,0.26,0.27,0.29
