id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name
5710cbc5f0ea4,objTwoColors,#FF8000,8,55,108,5,Red      ,Green    
57113b7f16c4b,objTwoColors,#FF8000,4,67,473,4,Red      ,Yellow   
