id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#7f00ff,0,290,276,4,0.07,Navy-Blue
5739ff85289b2,objTwoColors,#7f00ff,278,0,11,3,0.02,Blue     
573a059da0efd,objTwoColors,#7f00ff,0,0,0,1,0.49,Red      
573e4022949b1,objTwoColors,#7f00ff,280,0,76,5,0.02,Blue     
573e4d0eb795b,objTwoColors,#7f00ff,275,0,82,4,0,Blue     
5740b0f8e9734,objTwoColors,#7f00ff,282,0,177,4,0.03,Purple   
5740e3f36a945,objTwoColors,#7f00ff,279,0,202,3,0.02,Blue     
5757fd2703090,objTwoColors,#7f00ff,271,0,175,4,0.01,Blue     
5710cd9d571f2,objTwoColors,#7f00ff,0,0,0,1,0.49,Red      
5710d140b7c5a,objTwoColors,#7f00ff,238,0,76,3,0.07,Blue     
5710d28fec2d1,objTwoColors,#7f00ff,0,272,205,1,0.01,Blue     
5710d7b312b93,objTwoColors,#7f00ff,0,0,0,5,0.49,Red      
5710d8ca226a2,objTwoColors,#7f00ff,0,192,1,5,0.16,Sky-Blue 
5710dc0f49c60,objTwoColors,#7f00ff,0,214,274,4,0.06,Blue     
57110028bc74b,objTwoColors,#7f00ff,0,208,73,4,0.08,NA       
57111f6c42412,objTwoColors,#7f00ff,274,0,199,5,0,Blue     
57112da850667,objTwoColors,#7f00ff,0,300,240,3,0.12,Pink     
57113e6176346,objTwoColors,#7f00ff,0,282,181,4,0.03,Purple   
571154184c9bd,objTwoColors,#7f00ff,233,0,123,1,0.07,Blue     
571183866d73f,objTwoColors,#7f00ff,232,0,396,4,0.07,Blue     
571210e10d88b,objTwoColors,#7f00ff,270,0,121,5,0.02,Blue     
5712197fbccd5,objTwoColors,#7f00ff,0,300,139,4,0.12,Pink     
5712a254e00f7,objTwoColors,#7f00ff,0,289,136,3,0.07,Navy-Blue
5712bd55a8a13,objTwoColors,#7f00ff,266,0,220,3,0.03,Blue     
57153eb9b4bed,objTwoColors,#7f00ff,0,265,97,5,0.03,Blue     
57451c3b38192,objTwoColors,#7f00ff,0,270,105,5,0.02,Blue     
5745f6f039dc9,objTwoColors,#7f00ff,237,0,638,1,0.07,Blue     
