id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7
57113a5534205,objTwoColors,#7f00ff,238,6,198,5,Blue     ,Red      ,0.95,0.13,0.39,0.09,0.19,0.19,0.33,0.36,0.26,0.32,0.36,0.35,0.63
571289ef76e18,objTwoColors,#7f00ff,207,349,504,3,Navy-Blue,Red      ,0.86,0.02,0.2,0.06,0.14,0.13,0.41,0.38,0.15,0.4,0.38,0.22,0.5
57149713464b1,objTwoColors,#7f00ff,0,0,0,1,Red      ,Red      ,0.39,0.49,0.25,0.24,0.3,0.22,0.88,0.82,0.6,0.86,0.82,0.57,0.7
