id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#0000FF,0,206,122,4,0.11,Navy-Blue
573a0b8280839,objTwoColors,#0000FF,0,318,49,3,0.3,Pink     
573e4022949b1,objTwoColors,#0000FF,0,265,289,5,0.03,Blue     
573e4d0eb795b,objTwoColors,#0000FF,263,0,180,4,0.03,Blue     
5740b0f8e9734,objTwoColors,#0000FF,263,0,165,5,0.03,Blue     
5757fd2703090,objTwoColors,#0000FF,229,0,69,5,0.01,Blue     
5757ffca0b4b1,objTwoColors,#0000FF,235,0,43,4,0.01,Blue     
57582b17cd76a,objTwoColors,#0000FF,235,0,133,4,0.01,Blue     
5710cc5a7829c,objTwoColors,#0000FF,236,0,106,5,0.01,Blue     
5710cd0a515bb,objTwoColors,#0000FF,234,0,831,5,0,Blue     
5710d140b7c5a,objTwoColors,#0000FF,232,0,63,5,0,Blue     
5710d28fec2d1,objTwoColors,#0000FF,0,54,74,1,0.51,Green    
57110028bc74b,objTwoColors,#0000FF,0,190,118,5,0.21,Sky-Blue 
57111f6c42412,objTwoColors,#0000FF,226,0,100,5,0.02,Blue     
57112a657ac25,objTwoColors,#0000FF,224,0,59,3,0.02,Blue     
57112da850667,objTwoColors,#0000FF,234,0,162,3,0,Blue     
57112e8f42ab6,objTwoColors,#0000FF,312,0,700,3,0.25,Pink     
57112efa50be6,objTwoColors,#0000FF,0,184,353,4,0.25,Blue     
5711348e42f02,objTwoColors,#0000FF,234,0,546,4,0,Blue     
57113869c7da3,objTwoColors,#0000FF,0,0,0,1,0.55,Red      
57113d9cc42b5,objTwoColors,#0000FF,222,0,60,5,0.03,Blue     
57113e6176346,objTwoColors,#0000FF,0,208,56,4,0.1,NA       
571154184c9bd,objTwoColors,#0000FF,228,0,13,1,0.01,Blue     
571210e10d88b,objTwoColors,#0000FF,231,0,142,5,0.01,Blue     
571214121717c,objTwoColors,#0000FF,1,0,161,0,0.55,Red      
5712197fbccd5,objTwoColors,#0000FF,0,200,58,4,0.15,Navy-Blue
57129d6d25453,objTwoColors,#0000FF,0,206,188,5,0.11,Navy-Blue
5712bd55a8a13,objTwoColors,#0000FF,230,0,87,5,0.01,Blue     
57153d9a56ce0,objTwoColors,#0000FF,0,205,67,5,0.12,Navy-Blue
57153eb9b4bed,objTwoColors,#0000FF,0,277,75,5,0.08,Blue     
5715f69931d4c,objTwoColors,#0000FF,227,0,219,5,0.01,Blue     
5734918f46823,objTwoColors,#0000FF,0,238,89,4,0.01,Blue     
57363b3954a26,objTwoColors,#0000FF,233,0,39,5,0,Blue     
57451c3b38192,objTwoColors,#0000FF,0,236,58,4,0.01,Blue     
5745500f6e643,objTwoColors,#0000FF,254,0,199,3,0.01,Blue     
