id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name
5710cbc5f0ea4,objTwoColors,#0000FF,232,231,235,5,Blue     ,Blue     
57113b7f16c4b,objTwoColors,#0000FF,262,260,614,1,Blue     ,Blue     
