id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#80FF00,0,145,275,4,0.07,DK-Green 
5713a02a13044,objTwoColors,#80FF00,113,0,195,4,0.04,Green    
573e4022949b1,objTwoColors,#80FF00,128,0,115,5,0.04,Green    
5740b0f8e9734,objTwoColors,#80FF00,136,0,330,4,0.04,Green    
5740e3f36a945,objTwoColors,#80FF00,97,0,154,2,0.02,Green    
5757fd2703090,objTwoColors,#80FF00,86,0,172,5,0.01,DK-Green 
5757ffca0b4b1,objTwoColors,#80FF00,129,0,97,3,0.04,Green    
5710cd0a515bb,objTwoColors,#80FF00,87,0,621,5,0.01,DK-Green 
5710cd99df604,objTwoColors,#80FF00,85,0,163,3,0.01,DK-Green 
5710ceb320fdf,objTwoColors,#80FF00,0,95,107,5,0.01,Green    
5710d140b7c5a,objTwoColors,#80FF00,0,0,0,4,0.39,Red      
5710d28fec2d1,objTwoColors,#80FF00,0,102,95,1,0.03,Green    
5710dc0f49c60,objTwoColors,#80FF00,0,151,797,3,0.1,Teal     
5710e3d7c1247,objTwoColors,#80FF00,0,0,0,1,0.39,Red      
5710e540a9514,objTwoColors,#80FF00,134,0,176,2,0.04,Green    
57110028bc74b,objTwoColors,#80FF00,0,73,120,5,0.06,Yellow   
57111f6c42412,objTwoColors,#80FF00,95,0,197,5,0.01,Green    
57112a657ac25,objTwoColors,#80FF00,85,0,110,3,0.01,DK-Green 
57113b9642c48,objTwoColors,#80FF00,117,0,111,5,0.04,Green    
57114ae35c9ec,objTwoColors,#80FF00,0,143,415,2,0.06,Green    
571154184c9bd,objTwoColors,#80FF00,130,0,16,5,0.04,Green    
5711cbde51bb0,objTwoColors,#80FF00,0,159,53,4,0.14,Green    
571210e10d88b,objTwoColors,#80FF00,94,0,185,5,0.01,Green    
5712197fbccd5,objTwoColors,#80FF00,0,63,146,4,0.1,Green    
57121e2a63601,objTwoColors,#80FF00,0,0,0,1,0.39,Red      
5712c57f97f25,objTwoColors,#80FF00,121,0,166,4,0.05,Green    
5713aa57bebec,objTwoColors,#80FF00,0,77,118,4,0.04,Yellow   
5713dd915ca28,objTwoColors,#80FF00,116,0,171,3,0.04,Green    
5714d563c6e52,objTwoColors,#80FF00,0,142,122,3,0.06,Green    
57153eb9b4bed,objTwoColors,#80FF00,0,118,93,2,0.05,Green    
5738cf3d97a58,objTwoColors,#80FF00,117,0,164,4,0.04,Green    
57451c3b38192,objTwoColors,#80FF00,0,87,117,5,0.01,DK-Green 
5745500f6e643,objTwoColors,#80FF00,97,0,387,2,0.02,Green    
5745f6f039dc9,objTwoColors,#80FF00,0,0,0,4,0.39,Red      
