id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9,distance_pair10,distance_pair11
571163013744e,objTwoColors,#80FF00,47,254,288,5,Green    ,Blue     ,0.53,0.36,0.18,0,0.08,0.14,0.7,0.71,0.69,0.71,0.71,1.02,0.75,0.75,0.83,0.76,0.75
571289ef76e18,objTwoColors,#80FF00,56,357,280,5,Green    ,Red      ,0.66,0.29,0.2,0.14,0.2,0.1,0.43,0.42,0.39,0.41,0.42,0.79,0.5,0.49,0.57,0.48,0.49
57149713464b1,objTwoColors,#80FF00,0,0,0,1,Red      ,Red      ,0.39,0.39,0.25,0.24,0.3,0.22,0.69,0.7,0.64,0.68,0.7,0.83,0.67,0.67,0.68,0.65,0.67
