id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FF00FF,9,182,170,5,Red      ,Blue     ,0.28,0.41,0.14,0.1,0.2,0.15
5710cbe10cade,21,Male,15,no,objTwoColors,#FF00FF,300,300,268,5,Pink     ,Pink     ,0.55,0.04,0.04,0.05,0.01,0.17
5710cc5a7829c,27,Male,32,no,objTwoColors,#FF00FF,300,0,104,4,Pink     ,Red      ,0.91,0.17,0.19,0.06,0.17,0.04
5710cd99df604,23,Female,32,no,objTwoColors,#FF00FF,313,315,170,1,Pink     ,Pink     ,0.57,0.04,0.02,0.03,0.03,0.09
5710ce6c1308c,23,Female,32,no,objTwoColors,#FF00FF,300,0,582,2,Pink     ,Red      ,0.91,0.17,0.19,0.06,0.17,0.04
5710ceb320fdf,23,Male,15,no,objTwoColors,#FF00FF,297,293,280,5,Pink     ,DK-Purple,0.53,0.06,0.04,0.08,0.04,0.19
5710cf445718e,25,Male,32,no,objTwoColors,#FF00FF,234,48,110,1,Blue     ,Green    ,1.07,0.09,0.28,0.13,0.12,0.11
5710d140b7c5a,26,Male,32,no,objTwoColors,#FF00FF,313,0,150,5,Pink     ,Red      ,0.84,0.22,0.12,0.07,0.19,0.08
5710d71ff24c3,20,Female,32,no,objTwoColors,#FF00FF,14,282,104,5,Red      ,Purple   ,0.13,0.15,0.17,0.02,0.12,0.01
5710d8ca226a2,21,Male,4,no,objTwoColors,#FF00FF,0,300,615,2,Red      ,Pink     ,0.19,0.17,0.16,0.06,0.17,0.04
5710e60f69205,24,Female,31,no,objTwoColors,#FF00FF,5,0,558,3,Red      ,Red      ,0.56,0.32,0.09,0.15,0.31,0.2
5710ee3fd83e6,23,Male,7,no,objTwoColors,#FF00FF,329,104,9,1,Magenta  ,Green    ,0.72,0.3,0.04,0.1,0.23,0.2
5710ee55dcd72,23,Female,6,no,objTwoColors,#FF00FF,287,58,449,3,Purple   ,Green    ,0.94,0.31,0.22,0.11,0.15,0.11
5710ee9e58646,25,Female,32,yes,objTwoColors,#FF00FF,222,0,514,4,Blue     ,Red      ,1.08,0.08,0.22,0.04,0.03,0.05
571103343658b,20,Female,32,no,objTwoColors,#FF00FF,298,0,183,5,Pink     ,Red      ,0.92,0.16,0.2,0.06,0.17,0.03
