id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57110028bc74b,48,Female,32,no,objTwoColors,#FF00FF,0,300,89,3,Red      ,Pink     ,0.19,0.17,0.16,0.06,0.17,0.04
57112d8509632,45,Female,32,no,objTwoColors,#FF00FF,300,0,669,4,Pink     ,Red      ,0.91,0.17,0.19,0.06,0.17,0.04
57114ae35c9ec,47,Female,11,no,objTwoColors,#FF00FF,0,300,518,3,Red      ,Pink     ,0.19,0.17,0.16,0.06,0.17,0.04
571154184c9bd,47,Female,32,no,objTwoColors,#FF00FF,310,0,22,1,Pink     ,Red      ,0.86,0.21,0.14,0.07,0.18,0.07
571183866d73f,48,Female,32,no,objTwoColors,#FF00FF,3,0,42,5,Red      ,Red      ,0.55,0.33,0.09,0.15,0.31,0.2
5711f4ec96b9c,45,Female,6,no,objTwoColors,#FF00FF,305,300,323,1,Pink     ,Pink     ,0.53,0.03,0.02,0.05,0.01,0.15
5712a47f6f8a6,44,Male,12,no,objTwoColors,#FF00FF,168,354,25,3,Green    ,Red      ,0.94,0.38,0.3,0.1,0.18,0.17
5713b10383207,40,Male,32,no,objTwoColors,#FF00FF,4,0,30,3,Red      ,Red      ,0.55,0.33,0.09,0.15,0.31,0.2
573664e1a4a96,49,Male,18,no,objTwoColors,#FF00FF,300,300,152,1,Pink     ,Pink     ,0.55,0.04,0.04,0.05,0.01,0.17
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF00FF,179,73,134,3,Blue     ,Yellow   ,0.93,0.43,0.27,0.18,0.31,0.27
5740ad339507d,40,Male,32,yes,objTwoColors,#FF00FF,10,54,67,3,Red      ,Green    ,0.53,0.3,0.09,0.14,0.29,0.2
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF00FF,301,0,320,2,Pink     ,Red      ,0.91,0.17,0.19,0.06,0.17,0.04
5776cc574bf84,45,Female,21,no,objTwoColors,#FF00FF,5,176,54,5,Red      ,Blue     ,0.3,0.4,0.13,0.1,0.19,0.16
