id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name
5710cbc5f0ea4,objTwoColors,#FF00FF,9,182,170,5,Red      ,Blue     
57113b7f16c4b,objTwoColors,#FF00FF,9,219,639,4,Red      ,Blue     
