id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5710ee9e58646,objTwoColors,#FF00FF,222,0,514,4,0.21,Blue     
5711231e370f2,objTwoColors,#FF00FF,0,302,584,3,0.03,Pink     
5713a02a13044,objTwoColors,#FF00FF,0,271,321,3,0.17,Blue     
573a059da0efd,objTwoColors,#FF00FF,0,0,0,1,0.33,Red      
573c783748e8b,objTwoColors,#FF00FF,271,0,613,3,0.17,Blue     
573e4022949b1,objTwoColors,#FF00FF,0,299,109,5,0.04,Pink     
573e4d0eb795b,objTwoColors,#FF00FF,307,0,75,4,0,Pink     
5740a8b59d448,objTwoColors,#FF00FF,286,0,225,5,0.11,Purple   
5740b0f8e9734,objTwoColors,#FF00FF,300,0,514,5,0.04,Pink     
5740e3f36a945,objTwoColors,#FF00FF,301,0,320,2,0.03,Pink     
5756b2d9bd658,objTwoColors,#FF00FF,293,0,557,2,0.07,DK-Purple
5757fd2703090,objTwoColors,#FF00FF,300,0,232,2,0.04,Pink     
5757ffca0b4b1,objTwoColors,#FF00FF,302,0,107,3,0.03,Pink     
5710cc5a7829c,objTwoColors,#FF00FF,300,0,104,4,0.04,Pink     
5710ce6c1308c,objTwoColors,#FF00FF,300,0,582,2,0.04,Pink     
5710d140b7c5a,objTwoColors,#FF00FF,313,0,150,5,0.04,Pink     
5710d28fec2d1,objTwoColors,#FF00FF,0,300,259,1,0.04,Pink     
5710d8ca226a2,objTwoColors,#FF00FF,0,300,615,2,0.04,Pink     
5710e60f69205,objTwoColors,#FF00FF,5,0,558,3,0.32,Red      
57110028bc74b,objTwoColors,#FF00FF,0,300,89,3,0.04,Pink     
571103343658b,objTwoColors,#FF00FF,298,0,183,5,0.05,Pink     
5711148c11035,objTwoColors,#FF00FF,300,0,10,3,0.04,Pink     
57111f6c42412,objTwoColors,#FF00FF,300,0,61,5,0.04,Pink     
57112a657ac25,objTwoColors,#FF00FF,309,0,55,3,0.01,Pink     
57112d8509632,objTwoColors,#FF00FF,300,0,669,4,0.04,Pink     
571130d934bda,objTwoColors,#FF00FF,1,0,332,3,0.33,Red      
5711338142ff8,objTwoColors,#FF00FF,0,0,0,3,0.33,Red      
571137a34931a,objTwoColors,#FF00FF,6,0,211,2,0.32,Red      
57113d4d93c81,objTwoColors,#FF00FF,292,0,82,4,0.08,DK-Purple
57113e6176346,objTwoColors,#FF00FF,0,332,212,3,0.18,Magenta  
57114ae35c9ec,objTwoColors,#FF00FF,0,300,518,3,0.04,Pink     
571154184c9bd,objTwoColors,#FF00FF,310,0,22,1,0.02,Pink     
571183866d73f,objTwoColors,#FF00FF,3,0,42,5,0.32,Red      
571210e10d88b,objTwoColors,#FF00FF,305,0,159,5,0.01,Pink     
5712197fbccd5,objTwoColors,#FF00FF,0,302,295,2,0.03,Pink     
57122801e1da9,objTwoColors,#FF00FF,283,0,558,3,0.12,Purple   
57122e814fb61,objTwoColors,#FF00FF,323,0,25,2,0.11,Magenta  
571252e6d2e70,objTwoColors,#FF00FF,288,0,257,4,0.1,Navy-Blue
5712649f2fada,objTwoColors,#FF00FF,355,0,169,4,0.32,Red      
5712787a337a9,objTwoColors,#FF00FF,0,0,0,1,0.33,Red      
5712a254e00f7,objTwoColors,#FF00FF,0,325,78,3,0.13,Magenta  
5712c2b021f58,objTwoColors,#FF00FF,178,0,64,4,0.21,Blue     
5713b10383207,objTwoColors,#FF00FF,4,0,30,3,0.32,Red      
57153d9a56ce0,objTwoColors,#FF00FF,0,300,149,5,0.04,Pink     
57153eb9b4bed,objTwoColors,#FF00FF,0,359,116,5,0.32,Red      
572a7874c1e2e,objTwoColors,#FF00FF,0,301,472,5,0.03,Pink     
5735d3455a84c,objTwoColors,#FF00FF,0,284,87,3,0.12,Purple   
57366c199283c,objTwoColors,#FF00FF,0,300,76,5,0.04,Pink     
57410611290e3,objTwoColors,#FF00FF,344,0,370,5,0.27,Red      
57427cf6bad0c,objTwoColors,#FF00FF,285,0,99,2,0.11,Purple   
57451c3b38192,objTwoColors,#FF00FF,0,300,221,5,0.04,Pink     
5745b5cbe3caa,objTwoColors,#FF00FF,5,0,312,3,0.32,Red      
5745f6f039dc9,objTwoColors,#FF00FF,0,0,0,3,0.33,Red      
5745f6f039dc9,objTwoColors,#FF00FF,352,0,701,1,0.31,Red      
