id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5712197fbccd5,twoColorsObj,#0000FF,#FF00FF,#ab00ff,79,4,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57121e2a63601,twoColorsObj,#0000FF,#FF00FF,#8000FF,153,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
57123bec83e8e,twoColorsObj,#0000FF,#FF00FF,#7f00ff,102,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57123e4050550,twoColorsObj,#0000FF,#FF00FF,#7f00ff,281,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571243bcc8142,twoColorsObj,#0000FF,#FF00FF,#8000FF,264,4,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
571245dfd5f63,twoColorsObj,#0000FF,#FF00FF,#7f00ff,102,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571245f0af12d,twoColorsObj,#0000FF,#FF00FF,#800080,243,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
571247f66fb51,twoColorsObj,#0000FF,#FF00FF,#ab00ff,1127,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
571252e6d2e70,twoColorsObj,#0000FF,#FF00FF,#7f00ff,81,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571260c120253,twoColorsObj,#0000FF,#FF00FF,#FF0050,123,2,NA       ,0.36,0.36,0.27,0.15,0.35,0.28
5712649f2fada,twoColorsObj,#0000FF,#FF00FF,#7f00ff,83,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57127bcfaafb0,twoColorsObj,#0000FF,#FF00FF,#ab00ff,145,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5712a47f6f8a6,twoColorsObj,#0000FF,#FF00FF,#7f00ff,25,2,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5712bd55a8a13,twoColorsObj,#0000FF,#FF00FF,#c6aeff,98,3,NA       ,0.23,0.23,0.17,0.11,0.22,0.17
5712c2b021f58,twoColorsObj,#0000FF,#FF00FF,#8000FF,90,5,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5712c57f97f25,twoColorsObj,#0000FF,#FF00FF,#8000FF,30,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5713923c1bbc7,twoColorsObj,#0000FF,#FF00FF,#ab00ff,197,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5713aa57bebec,twoColorsObj,#0000FF,#FF00FF,#ca0088,191,3,NA       ,0.26,0.26,0.18,0.06,0.26,0.19
5713b10383207,twoColorsObj,#0000FF,#FF00FF,#ca0088,265,3,NA       ,0.26,0.26,0.18,0.06,0.26,0.19
5713fc80c942a,twoColorsObj,#0000FF,#FF00FF,#7f00ff,66,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57153eb9b4bed,twoColorsObj,#0000FF,#FF00FF,#8080FF,175,3,NA       ,0.17,0.17,0.13,0.13,0.17,0.13
5716e9900f6ea,twoColorsObj,#0000FF,#FF00FF,#8000FF,829,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
57190633f233f,twoColorsObj,#0000FF,#FF00FF,#ab00ff,119,4,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
572106a31c230,twoColorsObj,#0000FF,#FF00FF,#FF0000,41,2,NA       ,0.39,0.39,0.3,0.18,0.38,0.31
5727633cd6511,twoColorsObj,#0000FF,#FF00FF,#7f00ff,97,2,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57276995206d6,twoColorsObj,#0000FF,#FF00FF,#7f00ff,315,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57277ba3c5a5c,twoColorsObj,#0000FF,#FF00FF,#c6aeff,103,2,NA       ,0.23,0.23,0.17,0.11,0.22,0.17
5734918f46823,twoColorsObj,#0000FF,#FF00FF,#7f00ff,352,2,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5734d89183dab,twoColorsObj,#0000FF,#FF00FF,#B000FF,27,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
5734e397122ce,twoColorsObj,#0000FF,#FF00FF,#00FF80,44,2,NA       ,0.39,0.39,0.33,0.25,0.38,0.33
5735d3455a84c,twoColorsObj,#0000FF,#FF00FF,#7f00ff,486,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5736048bb110b,twoColorsObj,#0000FF,#FF00FF,#800080,161,5,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
573634984323e,twoColorsObj,#0000FF,#FF00FF,#ab00ff,89,4,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57363b3954a26,twoColorsObj,#0000FF,#FF00FF,#7f00ff,84,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57366c199283c,twoColorsObj,#0000FF,#FF00FF,#FF0000,243,4,NA       ,0.39,0.39,0.3,0.18,0.38,0.31
5738cf3d97a58,twoColorsObj,#0000FF,#FF00FF,#B000FF,131,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57427cf6bad0c,twoColorsObj,#0000FF,#FF00FF,#c6aeff,230,2,NA       ,0.23,0.23,0.17,0.11,0.22,0.17
574297edae49c,twoColorsObj,#0000FF,#FF00FF,#FB0080,202,3,NA       ,0.31,0.31,0.22,0.1,0.3,0.23
5744dce84ffa5,twoColorsObj,#0000FF,#FF00FF,#ca0088,150,2,NA       ,0.26,0.26,0.18,0.06,0.26,0.19
574511e99b6d9,twoColorsObj,#0000FF,#FF00FF,#8080FF,122,4,NA       ,0.17,0.17,0.13,0.13,0.17,0.13
57451c3b38192,twoColorsObj,#0000FF,#FF00FF,#8000FF,199,2,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5745350dc1e22,twoColorsObj,#0000FF,#FF00FF,#ab00ff,95,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5745500f6e643,twoColorsObj,#0000FF,#FF00FF,#8000FF,137,2,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
57459c393bbd0,twoColorsObj,#0000FF,#FF00FF,#7f00ff,97,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5745b5cbe3caa,twoColorsObj,#0000FF,#FF00FF,#8000FF,758,4,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5745c1c07cc0c,twoColorsObj,#0000FF,#FF00FF,#FB0080,442,3,NA       ,0.31,0.31,0.22,0.1,0.3,0.23
5745f6f039dc9,twoColorsObj,#0000FF,#FF00FF,#FFFFFF,0,2,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
