id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbf204d10,twoColorsObj,#0000FF,#FF00FF,#ab00ff,505,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5710cc5a7829c,twoColorsObj,#0000FF,#FF00FF,#7f00ff,145,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5710cd99df604,twoColorsObj,#0000FF,#FF00FF,#c6aeff,270,3,NA       ,0.23,0.23,0.17,0.11,0.22,0.17
5710cd9d571f2,twoColorsObj,#0000FF,#FF00FF,#FFFFFF,0,1,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
5710ce6c1308c,twoColorsObj,#0000FF,#FF00FF,#B000FF,91,5,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
5710ceb320fdf,twoColorsObj,#0000FF,#FF00FF,#B000FF,610,2,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
5710cf445718e,twoColorsObj,#0000FF,#FF00FF,#8080FF,127,3,NA       ,0.17,0.17,0.13,0.13,0.17,0.13
5710d140b7c5a,twoColorsObj,#0000FF,#FF00FF,#FF8000,136,3,NA       ,0.39,0.39,0.31,0.19,0.38,0.32
5710d28fec2d1,twoColorsObj,#0000FF,#FF00FF,#8000FF,146,1,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5710d71ff24c3,twoColorsObj,#0000FF,#FF00FF,#ab00ff,144,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5710d9dcc23f0,twoColorsObj,#0000FF,#FF00FF,#8000FF,97,4,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5710dc0f49c60,twoColorsObj,#0000FF,#FF00FF,#800080,220,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5710e540a9514,twoColorsObj,#0000FF,#FF00FF,#800080,200,1,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5710e60f69205,twoColorsObj,#0000FF,#FF00FF,#800080,511,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5710ee3fd83e6,twoColorsObj,#0000FF,#FF00FF,#B000FF,2,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57110028bc74b,twoColorsObj,#0000FF,#FF00FF,#ab00ff,181,5,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
571103343658b,twoColorsObj,#0000FF,#FF00FF,#ab00ff,99,5,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5711106ab212a,twoColorsObj,#0000FF,#FF00FF,#800080,232,4,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5711148c11035,twoColorsObj,#0000FF,#FF00FF,#7f00ff,192,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57111f6c42412,twoColorsObj,#0000FF,#FF00FF,#800080,136,5,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
57112a657ac25,twoColorsObj,#0000FF,#FF00FF,#7f00ff,38,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57112b9e10661,twoColorsObj,#0000FF,#FF00FF,#FF0050,77,2,NA       ,0.36,0.36,0.27,0.15,0.35,0.28
57112d73dfafe,twoColorsObj,#0000FF,#FF00FF,#7d93a6,124,1,NA       ,0.27,0.27,0.2,0.14,0.26,0.21
57112d8509632,twoColorsObj,#0000FF,#FF00FF,#00caff,219,1,Blue     ,0.23,0.23,0.19,0.16,0.22,0.19
57112da850667,twoColorsObj,#0000FF,#FF00FF,#ab00ff,42,4,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57112da850667,twoColorsObj,#0000FF,#FF00FF,#B000FF,2,5,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57112e1a2bbbb,twoColorsObj,#0000FF,#FF00FF,#0000FF,218,2,Navy-Blue,0.09,0.09,0.11,0.2,0.09,0.11
57112ebc85ba1,twoColorsObj,#0000FF,#FF00FF,#808080,98,1,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
57112f57403ee,twoColorsObj,#0000FF,#FF00FF,#7f00ff,104,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571130c5cd6e9,twoColorsObj,#0000FF,#FF00FF,#7f00ff,78,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571130d934bda,twoColorsObj,#0000FF,#FF00FF,#8000FF,63,5,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5711348e42f02,twoColorsObj,#0000FF,#FF00FF,#7f00ff,111,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571137a34931a,twoColorsObj,#0000FF,#FF00FF,#7f00ff,155,2,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571137cd27765,twoColorsObj,#0000FF,#FF00FF,#8000FF,47,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
571138253c724,twoColorsObj,#0000FF,#FF00FF,#7f00ff,104,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5711389736065,twoColorsObj,#0000FF,#FF00FF,#B000FF,94,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57113d4d93c81,twoColorsObj,#0000FF,#FF00FF,#800080,243,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
57113de4aed1a,twoColorsObj,#0000FF,#FF00FF,#FF0000,94,3,NA       ,0.39,0.39,0.3,0.18,0.38,0.31
57113e6176346,twoColorsObj,#0000FF,#FF00FF,#7f00ff,129,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5711490b2e8f1,twoColorsObj,#0000FF,#FF00FF,#FFFFFF,0,1,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
57114f82eb4e8,twoColorsObj,#0000FF,#FF00FF,#800080,578,4,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
571153ca15566,twoColorsObj,#0000FF,#FF00FF,#7f00ff,119,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571154184c9bd,twoColorsObj,#0000FF,#FF00FF,#B000FF,16,1,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
5711641931da5,twoColorsObj,#0000FF,#FF00FF,#ab00ff,178,5,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
571165992a5c1,twoColorsObj,#0000FF,#FF00FF,#FF0050,57,2,NA       ,0.36,0.36,0.27,0.15,0.35,0.28
57116b9b879bf,twoColorsObj,#0000FF,#FF00FF,#80FF00,78,3,DK-Green ,0.43,0.43,0.37,0.27,0.42,0.37
5711703bd85fc,twoColorsObj,#0000FF,#FF00FF,#7f00ff,49,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5711800f2c5f3,twoColorsObj,#0000FF,#FF00FF,#8000FF,214,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
571183866d73f,twoColorsObj,#0000FF,#FF00FF,#ab00ff,144,5,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57119224388ef,twoColorsObj,#0000FF,#FF00FF,#FF6755,1,5,NA       ,0.36,0.36,0.28,0.16,0.35,0.28
5711ace2ee7ed,twoColorsObj,#0000FF,#FF00FF,#FB0080,185,4,NA       ,0.31,0.31,0.22,0.1,0.3,0.23
5711cbde51bb0,twoColorsObj,#0000FF,#FF00FF,#7f00ff,108,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571210e10d88b,twoColorsObj,#0000FF,#FF00FF,#800080,687,2,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
571214121717c,twoColorsObj,#0000FF,#FF00FF,#8000FF,47,2,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
