id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cd99df604,23,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#c6aeff,270,3,NA       ,0.23,0.23,0.17,0.11,0.22,0.17
5710ce6c1308c,23,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#B000FF,91,5,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
5710d71ff24c3,20,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#ab00ff,144,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5710e540a9514,52,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#800080,200,1,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5710e60f69205,24,Female,31,no,twoColorsObj,#0000FF,#FF00FF,#800080,511,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5710ee9e58646,25,Female,32,yes,twoColorsObj,#0000FF,#FF00FF,#800080,222,4,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
57110028bc74b,48,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#ab00ff,181,5,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
571103343658b,20,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#ab00ff,99,5,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57112a657ac25,20,Female,24,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,38,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
57112b9e10661,64,Female,34,no,twoColorsObj,#0000FF,#FF00FF,#FF0050,77,2,NA       ,0.36,0.36,0.27,0.15,0.35,0.28
57112d8509632,45,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#00caff,219,1,Blue     ,0.23,0.23,0.19,0.16,0.22,0.19
57112da850667,22,Female,47,no,twoColorsObj,#0000FF,#FF00FF,#B000FF,2,5,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57112da850667,22,Female,47,no,twoColorsObj,#0000FF,#FF00FF,#ab00ff,42,4,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57112ebc85ba1,18,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#808080,98,1,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
57112f57403ee,25,Female,14,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,104,3,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571130c5cd6e9,24,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,78,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571130d934bda,22,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#8000FF,63,5,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5711348e42f02,19,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,111,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571137a34931a,27,Female,25,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,155,2,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571137cd27765,18,Female,8,no,twoColorsObj,#0000FF,#FF00FF,#8000FF,47,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5711389736065,19,Female,8,no,twoColorsObj,#0000FF,#FF00FF,#B000FF,94,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57113d4d93c81,18,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#800080,243,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
