id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbe10cade,twoColorsObj,#FF0000,#FFFF00,#80FF00,451,5,DK-Green ,0.18,0.18,0.15,0.16,0.2,0.15
5710cc5a7829c,twoColorsObj,#FF0000,#FFFF00,#ffa100,101,4,NA       ,0.08,0.08,0.07,0.07,0.1,0.06
5710cd99df604,twoColorsObj,#FF0000,#FFFF00,#FF6F00,121,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5710ce6c1308c,twoColorsObj,#FF0000,#FFFF00,#FF6F00,116,4,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5710ceb320fdf,twoColorsObj,#FF0000,#FFFF00,#ffa100,32,3,NA       ,0.08,0.08,0.07,0.07,0.1,0.06
5710cf445718e,twoColorsObj,#FF0000,#FFFF00,#7f00ff,78,3,NA       ,0.37,0.37,0.37,0.36,0.38,0.36
5710d140b7c5a,twoColorsObj,#FF0000,#FFFF00,#ffa100,200,3,NA       ,0.08,0.08,0.07,0.07,0.1,0.06
5710d28fec2d1,twoColorsObj,#FF0000,#FFFF00,#ffa100,65,2,NA       ,0.08,0.08,0.07,0.07,0.1,0.06
5710d71ff24c3,twoColorsObj,#FF0000,#FFFF00,#FF9F00,29,5,NA       ,0.08,0.08,0.07,0.07,0.09,0.06
5710d8d6aecd6,twoColorsObj,#FF0000,#FFFF00,#FF6F00,113,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5710e3d7c1247,twoColorsObj,#FF0000,#FFFF00,#FFFFFF,0,0,NA       ,0.2,0.2,0.19,0.19,0.22,0.19
5710e540a9514,twoColorsObj,#FF0000,#FFFF00,#FF8000,24,4,NA       ,0.07,0.07,0.06,0.06,0.08,0.06
5710e60f69205,twoColorsObj,#FF0000,#FFFF00,#FF6F00,364,4,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5710ffa5dd7be,twoColorsObj,#FF0000,#FFFF00,#FF6F00,345,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
57110028bc74b,twoColorsObj,#FF0000,#FFFF00,#FF6F00,70,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
571103343658b,twoColorsObj,#FF0000,#FFFF00,#FF6F00,51,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5711106ab212a,twoColorsObj,#FF0000,#FFFF00,#FF6F00,357,4,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
