id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#FF0000,#FFFF00,#FF6F00,291,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5711231e370f2,twoColorsObj,#FF0000,#FFFF00,#FF6F00,414,3,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
571151812791a,twoColorsObj,#FF0000,#FFFF00,#FF6F00,22,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5713a02a13044,twoColorsObj,#FF0000,#FFFF00,#FF6F00,35,3,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
572767049ccfa,twoColorsObj,#FF0000,#FFFF00,#3F0091,661,2,Navy-Blue,0.38,0.38,0.38,0.38,0.39,0.38
572c85675a5ef,twoColorsObj,#FF0000,#FFFF00,#FF6F00,308,4,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
573a059da0efd,twoColorsObj,#FF0000,#FFFF00,#FFFFFF,0,1,NA       ,0.2,0.2,0.19,0.19,0.22,0.19
573c70dabcfe0,twoColorsObj,#FF0000,#FFFF00,#3F0091,95,3,Navy-Blue,0.38,0.38,0.38,0.38,0.39,0.38
573c783748e8b,twoColorsObj,#FF0000,#FFFF00,#33E000,37,3,Yellow   ,0.2,0.2,0.17,0.18,0.22,0.17
573e4022949b1,twoColorsObj,#FF0000,#FFFF00,#9C66C4,232,2,NA       ,0.27,0.27,0.27,0.27,0.28,0.27
573e47c26cb8e,twoColorsObj,#FF0000,#FFFF00,#E576FF,182,2,NA       ,0.26,0.26,0.26,0.26,0.27,0.26
573e4d0eb795b,twoColorsObj,#FF0000,#FFFF00,#00FF9C,41,3,NA       ,0.22,0.22,0.2,0.2,0.23,0.19
573edae85268b,twoColorsObj,#FF0000,#FFFF00,#B00084,1502,3,NA       ,0.21,0.21,0.21,0.21,0.22,0.21
5740a8b59d448,twoColorsObj,#FF0000,#FFFF00,#E8A362,299,3,NA       ,0.12,0.12,0.1,0.11,0.13,0.1
5740ad339507d,twoColorsObj,#FF0000,#FFFF00,#9C0083,253,3,NA       ,0.23,0.23,0.23,0.23,0.24,0.23
5740b0f8e9734,twoColorsObj,#FF0000,#FFFF00,#9C0083,698,3,NA       ,0.23,0.23,0.23,0.23,0.24,0.23
5740b686127bb,twoColorsObj,#FF0000,#FFFF00,#E8A362,272,4,NA       ,0.12,0.12,0.1,0.11,0.13,0.1
5740bda9be3dc,twoColorsObj,#FF0000,#FFFF00,#998077,202,5,NA       ,0.18,0.18,0.16,0.17,0.19,0.16
5740e3f36a945,twoColorsObj,#FF0000,#FFFF00,#768F00,173,2,NA       ,0.15,0.15,0.12,0.12,0.16,0.11
574859b8f3379,twoColorsObj,#FF0000,#FFFF00,#978900,878,3,NA       ,0.12,0.12,0.09,0.1,0.13,0.09
5756ab1701ba0,twoColorsObj,#FF0000,#FFFF00,#B000FF,161,4,NA       ,0.33,0.33,0.33,0.33,0.34,0.33
5756ae6897296,twoColorsObj,#FF0000,#FFFF00,#E8A362,278,4,NA       ,0.12,0.12,0.1,0.11,0.13,0.1
5756b2d9bd658,twoColorsObj,#FF0000,#FFFF00,#E8A362,813,2,NA       ,0.12,0.12,0.1,0.11,0.13,0.1
5757fd2703090,twoColorsObj,#FF0000,#FFFF00,#FF6700,58,5,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
5757ffca0b4b1,twoColorsObj,#FF0000,#FFFF00,#FF8600,131,3,NA       ,0.07,0.07,0.06,0.06,0.08,0.06
57581518c2c07,twoColorsObj,#FF0000,#FFFF00,#E8A352,364,4,NA       ,0.11,0.11,0.09,0.1,0.12,0.09
57582b17cd76a,twoColorsObj,#FF0000,#FFFF00,#FF6700,136,4,NA       ,0.06,0.06,0.07,0.06,0.07,0.07
