id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#FF0000,#FF00FF,#FF0080,171,4,NA       ,0.08,0.08,0.1,0.13,0.1,0.09
5711231e370f2,twoColorsObj,#FF0000,#FF00FF,#ca0088,273,4,NA       ,0.1,0.1,0.13,0.18,0.14,0.12
571151812791a,twoColorsObj,#FF0000,#FF00FF,#FF8080,129,1,NA       ,0.12,0.12,0.13,0.16,0.13,0.13
5713a02a13044,twoColorsObj,#FF0000,#FF00FF,#FF0050,140,3,NA       ,0.07,0.07,0.07,0.09,0.07,0.07
572767049ccfa,twoColorsObj,#FF0000,#FF00FF,#D9FF00,203,2,NA       ,0.23,0.23,0.23,0.23,0.23,0.23
572c85675a5ef,twoColorsObj,#FF0000,#FF00FF,#ff007f,197,4,NA       ,0.07,0.07,0.09,0.13,0.1,0.09
573a059da0efd,twoColorsObj,#FF0000,#FF00FF,#3F0091,110,3,Navy-Blue,0.28,0.28,0.32,0.37,0.32,0.31
573a0b8280839,twoColorsObj,#FF0000,#FF00FF,#3F0091,160,3,Navy-Blue,0.28,0.28,0.32,0.37,0.32,0.31
573c70dabcfe0,twoColorsObj,#FF0000,#FF00FF,#008788,88,3,Cyan     ,0.24,0.24,0.27,0.3,0.27,0.26
573c783748e8b,twoColorsObj,#FF0000,#FF00FF,#008788,204,3,Cyan     ,0.24,0.24,0.27,0.3,0.27,0.26
573e4022949b1,twoColorsObj,#FF0000,#FF00FF,#9700FF,117,2,NA       ,0.25,0.25,0.29,0.34,0.29,0.28
573e47c26cb8e,twoColorsObj,#FF0000,#FF00FF,#8342FF,185,2,NA       ,0.26,0.26,0.29,0.34,0.29,0.28
573e4d0eb795b,twoColorsObj,#FF0000,#FF00FF,#9700FF,118,3,NA       ,0.25,0.25,0.29,0.34,0.29,0.28
573edae85268b,twoColorsObj,#FF0000,#FF00FF,#B000FF,315,3,NA       ,0.23,0.23,0.27,0.32,0.27,0.26
5740a8b59d448,twoColorsObj,#FF0000,#FF00FF,#AE004F,437,3,NA       ,0.07,0.07,0.09,0.12,0.09,0.08
5740ad339507d,twoColorsObj,#FF0000,#FF00FF,#8342FF,179,3,NA       ,0.26,0.26,0.29,0.34,0.29,0.28
5740b0f8e9734,twoColorsObj,#FF0000,#FF00FF,#9C0083,137,4,NA       ,0.14,0.14,0.17,0.22,0.17,0.16
5740b686127bb,twoColorsObj,#FF0000,#FF00FF,#9C0083,206,3,NA       ,0.14,0.14,0.17,0.22,0.17,0.16
5740bda9be3dc,twoColorsObj,#FF0000,#FF00FF,#9C0083,170,4,NA       ,0.14,0.14,0.17,0.22,0.17,0.16
5740e3f36a945,twoColorsObj,#FF0000,#FF00FF,#9200FF,184,2,NA       ,0.25,0.25,0.29,0.34,0.29,0.28
574859b8f3379,twoColorsObj,#FF0000,#FF00FF,#F5007E,222,3,NA       ,0.08,0.08,0.1,0.14,0.1,0.09
5756ab1701ba0,twoColorsObj,#FF0000,#FF00FF,#9C0083,69,4,NA       ,0.14,0.14,0.17,0.22,0.17,0.16
5756ae6897296,twoColorsObj,#FF0000,#FF00FF,#F5007E,187,4,NA       ,0.08,0.08,0.1,0.14,0.1,0.09
5756b2d9bd658,twoColorsObj,#FF0000,#FF00FF,#B00084,208,4,NA       ,0.12,0.12,0.15,0.2,0.15,0.14
5757fd2703090,twoColorsObj,#FF0000,#FF00FF,#9B00FF,115,5,NA       ,0.25,0.25,0.28,0.33,0.29,0.27
5757ffca0b4b1,twoColorsObj,#FF0000,#FF00FF,#9B00FF,142,4,NA       ,0.25,0.25,0.28,0.33,0.29,0.27
57581518c2c07,twoColorsObj,#FF0000,#FF00FF,#8A00FF,68,3,NA       ,0.26,0.26,0.3,0.35,0.3,0.29
57582b17cd76a,twoColorsObj,#FF0000,#FF00FF,#AF0049,237,2,NA       ,0.07,0.07,0.08,0.11,0.08,0.08
