id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbe10cade,twoColorsObj,#FF0000,#FF00FF,#ab00ff,127,4,NA       ,0.23,0.23,0.27,0.32,0.27,0.26
5710cc2b8a642,twoColorsObj,#FF0000,#FF00FF,#FF0080,390,4,NA       ,0.08,0.08,0.1,0.13,0.1,0.09
5710cc5a7829c,twoColorsObj,#FF0000,#FF00FF,#FF0050,207,4,NA       ,0.07,0.07,0.07,0.09,0.07,0.07
5710cd99df604,twoColorsObj,#FF0000,#FF00FF,#FF8080,293,3,NA       ,0.12,0.12,0.13,0.16,0.13,0.13
5710ce6c1308c,twoColorsObj,#FF0000,#FF00FF,#FF0050,39,5,NA       ,0.07,0.07,0.07,0.09,0.07,0.07
5710cf445718e,twoColorsObj,#FF0000,#FF00FF,#ab00ff,202,2,NA       ,0.23,0.23,0.27,0.32,0.27,0.26
5710d140b7c5a,twoColorsObj,#FF0000,#FF00FF,#ffa6a6,136,4,NA       ,0.15,0.15,0.16,0.19,0.16,0.16
5710d243c9715,twoColorsObj,#FF0000,#FF00FF,#7f00ff,130,4,NA       ,0.27,0.27,0.3,0.36,0.31,0.29
5710d28fec2d1,twoColorsObj,#FF0000,#FF00FF,#7f00ff,161,1,NA       ,0.27,0.27,0.3,0.36,0.31,0.29
5710d71ff24c3,twoColorsObj,#FF0000,#FF00FF,#FF8080,61,5,NA       ,0.12,0.12,0.13,0.16,0.13,0.13
5710d9dcc23f0,twoColorsObj,#FF0000,#FF00FF,#800080,325,2,NA       ,0.17,0.17,0.2,0.25,0.21,0.19
5710dc0f49c60,twoColorsObj,#FF0000,#FF00FF,#8000FF,131,3,NA       ,0.27,0.27,0.3,0.36,0.31,0.29
5710e540a9514,twoColorsObj,#FF0000,#FF00FF,#FF0050,93,3,NA       ,0.07,0.07,0.07,0.09,0.07,0.07
5710e60f69205,twoColorsObj,#FF0000,#FF00FF,#800080,333,4,NA       ,0.17,0.17,0.2,0.25,0.21,0.19
5710ee55dcd72,twoColorsObj,#FF0000,#FF00FF,#ff0087,351,4,NA       ,0.08,0.08,0.1,0.14,0.1,0.09
57110028bc74b,twoColorsObj,#FF0000,#FF00FF,#c9ab00,498,2,NA       ,0.19,0.19,0.19,0.19,0.19,0.19
571103343658b,twoColorsObj,#FF0000,#FF00FF,#B000FF,168,4,NA       ,0.23,0.23,0.27,0.32,0.27,0.26
