id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#00FF00,#FFFF00,#0080FF,133,4,Sky-Blue ,0.34,0.34,0.34,0.32,0.34,0.34
5711231e370f2,twoColorsObj,#00FF00,#FFFF00,#aeff00,284,4,NA       ,0.11,0.11,0.08,0.05,0.1,0.08
571151812791a,twoColorsObj,#00FF00,#FFFF00,#00caff,67,3,Blue     ,0.26,0.26,0.26,0.24,0.26,0.26
5713a02a13044,twoColorsObj,#00FF00,#FFFF00,#00caff,183,2,Blue     ,0.26,0.26,0.26,0.24,0.26,0.26
572767049ccfa,twoColorsObj,#00FF00,#FFFF00,#978900,123,3,NA       ,0.16,0.16,0.13,0.1,0.15,0.13
572c85675a5ef,twoColorsObj,#00FF00,#FFFF00,#c4ff9e,304,2,NA       ,0.16,0.16,0.13,0.11,0.15,0.14
5739ff85289b2,twoColorsObj,#00FF00,#FFFF00,#00FF77,4,2,NA       ,0.1,0.1,0.09,0.07,0.1,0.09
573a059da0efd,twoColorsObj,#00FF00,#FFFF00,#978900,164,3,NA       ,0.16,0.16,0.13,0.1,0.15,0.13
573c70dabcfe0,twoColorsObj,#00FF00,#FFFF00,#E8A362,265,3,NA       ,0.2,0.2,0.17,0.14,0.19,0.17
573c783748e8b,twoColorsObj,#00FF00,#FFFF00,#998077,504,3,NA       ,0.21,0.21,0.19,0.16,0.21,0.19
573e4022949b1,twoColorsObj,#00FF00,#FFFF00,#998077,239,3,NA       ,0.21,0.21,0.19,0.16,0.21,0.19
573e47c26cb8e,twoColorsObj,#00FF00,#FFFF00,#00FF77,54,3,NA       ,0.1,0.1,0.09,0.07,0.1,0.09
573e4d0eb795b,twoColorsObj,#00FF00,#FFFF00,#00A89E,27,4,NA       ,0.2,0.2,0.2,0.18,0.2,0.2
573edae85268b,twoColorsObj,#00FF00,#FFFF00,#00FFC0,544,4,NA       ,0.16,0.16,0.15,0.13,0.16,0.15
5740a8b59d448,twoColorsObj,#00FF00,#FFFF00,#00FF6B,572,3,NA       ,0.09,0.09,0.08,0.06,0.09,0.08
5740ad339507d,twoColorsObj,#00FF00,#FFFF00,#6500FF,475,3,Navy-Blue,0.39,0.39,0.39,0.37,0.4,0.39
5740b0f8e9734,twoColorsObj,#00FF00,#FFFF00,#978900,129,5,NA       ,0.16,0.16,0.13,0.1,0.15,0.13
5740b686127bb,twoColorsObj,#00FF00,#FFFF00,#00FF6B,223,2,NA       ,0.09,0.09,0.08,0.06,0.09,0.08
5740bda9be3dc,twoColorsObj,#00FF00,#FFFF00,#74FF88,764,5,NA       ,0.12,0.12,0.11,0.08,0.12,0.11
5740e3f36a945,twoColorsObj,#00FF00,#FFFF00,#BFBE00,258,1,NA       ,0.15,0.15,0.12,0.09,0.14,0.12
574859b8f3379,twoColorsObj,#00FF00,#FFFF00,#768F00,792,1,NA       ,0.13,0.13,0.09,0.06,0.12,0.1
5756ab1701ba0,twoColorsObj,#00FF00,#FFFF00,#0087FF,32,4,Sky-Blue ,0.33,0.33,0.33,0.31,0.33,0.33
5756ae6897296,twoColorsObj,#00FF00,#FFFF00,#00FFC0,113,4,NA       ,0.16,0.16,0.15,0.13,0.16,0.15
5756b2d9bd658,twoColorsObj,#00FF00,#FFFF00,#BFBE00,751,1,NA       ,0.15,0.15,0.12,0.09,0.14,0.12
5757fd2703090,twoColorsObj,#00FF00,#FFFF00,#00FFFF,75,5,NA       ,0.21,0.21,0.21,0.19,0.22,0.21
5757ffca0b4b1,twoColorsObj,#00FF00,#FFFF00,#BCC400,221,4,NA       ,0.15,0.15,0.11,0.08,0.13,0.11
57581518c2c07,twoColorsObj,#00FF00,#FFFF00,#0059FF,36,5,Navy-Blue,0.37,0.37,0.37,0.35,0.38,0.37
57582b17cd76a,twoColorsObj,#00FF00,#FFFF00,#00FF77,62,3,NA       ,0.1,0.1,0.09,0.07,0.1,0.09
