id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,twoColorsObj,#FF00FF,#FFFF00,#FF8080,1712,5,NA       ,0.21,0.21,0.12,0.05,0.06,0
5710cc5a7829c,27,Male,32,no,twoColorsObj,#FF00FF,#FFFF00,#FF0050,361,3,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
5710cf445718e,25,Male,32,no,twoColorsObj,#FF00FF,#FFFF00,#FF0050,66,3,NA       ,0.15,0.15,0.06,0.06,0.02,0.06
5710d140b7c5a,26,Male,32,no,twoColorsObj,#FF00FF,#FFFF00,#FF8080,307,3,NA       ,0.21,0.21,0.12,0.05,0.06,0
5710d28fec2d1,30,Male,32,no,twoColorsObj,#FF00FF,#FFFF00,#c6aeff,513,1,NA       ,0.33,0.33,0.24,0.17,0.18,0.13
5710d9dcc23f0,21,Male,18,no,twoColorsObj,#FF00FF,#FFFF00,#FF8080,27,2,NA       ,0.21,0.21,0.12,0.05,0.06,0
5710dc0f49c60,22,Male,11,no,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,480,2,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
5710e9f31cdc4,21,Male,3,no,twoColorsObj,#FF00FF,#FFFF00,#FF0000,958,3,NA       ,0.12,0.12,0.03,0.06,0.03,0.09
5711106ab212a,33,Male,32,no,twoColorsObj,#FF00FF,#FFFF00,#FF8000,458,3,NA       ,0.17,0.17,0.07,0.01,0.04,0.06
57111f6c42412,22,Male,34,no,twoColorsObj,#FF00FF,#FFFF00,#FB0080,203,5,NA       ,0.2,0.2,0.11,0.08,0.06,0.05
5711231e370f2,24,Male,32,yes,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,729,3,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
