id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#FF00FF,#FFFF00,#FF6755,257,3,NA       ,0.18,0.18,0.08,0.02,0.02,0.03
5711231e370f2,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,729,3,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
571151812791a,twoColorsObj,#FF00FF,#FFFF00,#ffa6a6,114,1,NA       ,0.25,0.25,0.15,0.08,0.09,0.04
5713a02a13044,twoColorsObj,#FF00FF,#FFFF00,#c6aeff,140,2,NA       ,0.33,0.33,0.24,0.17,0.18,0.13
572767049ccfa,twoColorsObj,#FF00FF,#FFFF00,#008788,14,2,Cyan     ,0.36,0.36,0.26,0.18,0.2,0.15
572c85675a5ef,twoColorsObj,#FF00FF,#FFFF00,#ff007f,424,3,NA       ,0.19,0.19,0.11,0.08,0.06,0.05
573a059da0efd,twoColorsObj,#FF00FF,#FFFF00,#FFFFFF,0,1,NA       ,0.3,0.3,0.2,0.13,0.14,0.09
573c70dabcfe0,twoColorsObj,#FF00FF,#FFFF00,#9C66C4,216,3,NA       ,0.34,0.34,0.25,0.19,0.19,0.14
573c783748e8b,twoColorsObj,#FF00FF,#FFFF00,#008788,42,3,Cyan     ,0.36,0.36,0.26,0.18,0.2,0.15
573e4022949b1,twoColorsObj,#FF00FF,#FFFF00,#BFBE00,342,2,NA       ,0.25,0.25,0.15,0.08,0.12,0.1
573e47c26cb8e,twoColorsObj,#FF00FF,#FFFF00,#00FF77,99,2,NA       ,0.33,0.33,0.24,0.16,0.19,0.15
573e4d0eb795b,twoColorsObj,#FF00FF,#FFFF00,#00FF00,36,3,Yellow   ,0.33,0.33,0.24,0.17,0.21,0.18
573edae85268b,twoColorsObj,#FF00FF,#FFFF00,#008788,593,4,Cyan     ,0.36,0.36,0.26,0.18,0.2,0.15
5740a8b59d448,twoColorsObj,#FF00FF,#FFFF00,#E8A362,889,3,NA       ,0.22,0.22,0.12,0.04,0.08,0.04
5740ad339507d,twoColorsObj,#FF00FF,#FFFF00,#00FFFF,134,3,NA       ,0.35,0.35,0.26,0.18,0.2,0.14
5740b0f8e9734,twoColorsObj,#FF00FF,#FFFF00,#9C0083,124,4,NA       ,0.28,0.28,0.2,0.15,0.15,0.11
5740b686127bb,twoColorsObj,#FF00FF,#FFFF00,#E8A362,792,2,NA       ,0.22,0.22,0.12,0.04,0.08,0.04
5740bda9be3dc,twoColorsObj,#FF00FF,#FFFF00,#E26AA4,1266,2,NA       ,0.25,0.25,0.16,0.11,0.11,0.06
5740e3f36a945,twoColorsObj,#FF00FF,#FFFF00,#008788,17,2,Cyan     ,0.36,0.36,0.26,0.18,0.2,0.15
574859b8f3379,twoColorsObj,#FF00FF,#FFFF00,#AE004F,719,2,NA       ,0.18,0.18,0.1,0.07,0.05,0.05
5756ab1701ba0,twoColorsObj,#FF00FF,#FFFF00,#AE004F,664,3,NA       ,0.18,0.18,0.1,0.07,0.05,0.05
5756ae6897296,twoColorsObj,#FF00FF,#FFFF00,#00A89E,812,3,NA       ,0.35,0.35,0.25,0.18,0.2,0.14
5756b2d9bd658,twoColorsObj,#FF00FF,#FFFF00,#E26AA4,239,4,NA       ,0.25,0.25,0.16,0.11,0.11,0.06
5757fd2703090,twoColorsObj,#FF00FF,#FFFF00,#FF6700,244,3,NA       ,0.15,0.15,0.06,0.02,0.03,0.07
5757ffca0b4b1,twoColorsObj,#FF00FF,#FFFF00,#FF6700,121,3,NA       ,0.15,0.15,0.06,0.02,0.03,0.07
57581518c2c07,twoColorsObj,#FF00FF,#FFFF00,#430096,47,4,NA       ,0.43,0.43,0.35,0.3,0.3,0.25
57582b17cd76a,twoColorsObj,#FF00FF,#FFFF00,#FF6700,133,3,NA       ,0.15,0.15,0.06,0.02,0.03,0.07
