id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57410611290e3,22,Other,5,no,twoColorsObj,#FF00FF,#FFFF00,#FF6F00,454,4,NA       ,0.16,0.16,0.06,0.02,0.03,0.06
5745c1c07cc0c,18,Other,31,no,twoColorsObj,#FF00FF,#FFFF00,#D7A700,311,1,NA       ,0.22,0.22,0.12,0.05,0.09,0.08
