id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name
5710cbc5f0ea4,twoColorsObj,#FF00FF,#FFFF00,#FF8080,1712,5,NA       
57113b7f16c4b,twoColorsObj,#FF00FF,#FFFF00,#00FF80,295,3,NA       
