id;date;age;gender;academic_degree;nationality;country_residence;language;num_answers;in_person;time_spent;numBlackSquare;wordBlackSquare;numWhiteSquare;wordWhiteSquare;dimensions;available_dim;color_depth;plate_one;plate_two;plate_three;plate_four;plate_five;plate_six
57121540dbb98;16-Apr-2016 11:34:40 WEST;18;Male;High-School;portuguese;PT;pt;7;no;8;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
5712787a337a9;16-Apr-2016 18:38:02 WEST;18;Female;College;portuguese;PT;pt;7;no;5;10;hello;10;cute;1440x900;1440x810;24;12;29;74;45;26;35
5713acb331c3c;17-Apr-2016 16:33:07 WEST;24;Female;Master Degree;portuguese;PT;pt;7;no;5;8;oranges;9;friday;1920x1080;1920x1032;24;12;29;74;45;26;35
57112ce735a14;15-Apr-2016 19:03:19 WEST;19;Male;High-School;portuguese;PT;pt;6;no;9;9;world;10;cure;1920x1080;1920x1032;24;12;29;74;45;28;35
5710ffa5dd7be;15-Apr-2016 15:50:13 WEST;22;Male;Bachelor Degree;portuguese;PT;pt;6;no;6;10;hello;9;friday;1920x1080;1920x1032;24;12;29;74;45;28;35
57113e3362c9f;15-Apr-2016 20:17:07 WEST;24;Male;High-School;portuguese;PT;pt;6;no;6;9;World;10;Cure;768x1024;768x1004;32;12;29;74;45;26;35
572934019041e;4-May-2016 0:28:01 WEST;20;Female;High-School;portuguese;PT;pt;6;no;0;10;hello;10;cure;1440x900;1440x809;24;12;29;74;45;26;36
572a7874c1e2e;4-May-2016 23:32:20 WEST;19;Male;High-School;portuguese;PT;pt;6;no;0;10;hello;9;friday;1366x768;1366x728;24;12;29;71;45;26;35
5711f4ec96b9c;16-Apr-2016 9:16:44 WEST;45;Female;Master Degree;portuguese;PT;pt;6;no;5;6;dog;10;cure;1920x1080;1920x1032;24;12;29;74;46;26;35
5710dc97aac05;15-Apr-2016 13:20:39 WEST;20;Male;College;portuguese;PT;pt;6;no;7;10;hello;9;friday;1366x768;1366x728;24;12;29;74;45;26;35
57112e8f42ab6;15-Apr-2016 19:10:23 WEST;21;Female;Bachelor Degree;portuguese;PT;pt;6;no;8;10;hello;9;friday;1366x768;1366x728;24;12;29;74;45;26;35
5734e397122ce;12-May-2016 21:12:07 WEST;19;Male;College;german;DE;de;6;no;0;10;hello;10;cure;1920x1080;1920x1040;24;12;29;74;45;26;35
5710ee55dcd72;15-Apr-2016 14:36:21 WEST;23;Female;Bachelor Degree;portuguese;PT;pt;6;no;8;10;hello;9;friday;1440x900;1440x860;24;12;29;74;42;26;35
5710ea84d4c6f;15-Apr-2016 14:20:04 WEST;25;Male;Master Degree;portuguese;PT;pt;5;no;11;9;world;10;cure;1920x1080;1920x1032;24;12;29;74;45;26;35
5711338142ff8;15-Apr-2016 19:31:29 WEST;23;Male;Master Degree;portuguese;PT;pt;5;no;13;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
5712d16eb8094;17-Apr-2016 0:57:34 WEST;22;Male;Master Degree;portuguese;PT;pt;5;no;-49;10;hello;10;cure;1920x1080;1920x1030;24;12;29;74;45;26;35
574121b9e952d;22-May-2016 4:04:25 WEST;22;Female;College;vietnamese;US;en;5;no;0;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
57112d73dfafe;15-Apr-2016 19:05:39 WEST;25;Male;Master Degree;portuguese;PT;pt;5;no;8;10;hello;10;cure;1920x1080;1920x1040;24;12;29;74;45;26;35
57117fe7495aa;16-Apr-2016 0:57:27 WEST;48;Female;College;portuguese;PT;pt;5;no;-46;10;color;10;red;1366x768;1366x728;24;12;24;74;45;26;35
5727f6d19e901;3-May-2016 1:54:41 WEST;19;Female;High-School;portuguese;PT;pt;5;no;0;9;world;9;friday;1280x800;1280x773;24;12;1;74;45;26;35
5.74E+13;22-May-2016 2:06:25 WEST;22;Other;Bachelor Degree;british;GB;en;5;no;0;10;hello;10;cure;1366x768;1366x768;24;12;29;74;45;26;35
57276731cfba9;2-May-2016 15:41:53 WEST;20;Male;College;portuguese;PT;pt;5;no;0;10;hello;10;cure;1920x1080;1920x1040;24;12;29;74;45;26;35
5.73E+108;2-May-2016 15:25:20 WEST;38;Male;Master Degree;portuguese;PT;pt;5;no;0;10;ten;10;ten;1366x768;1366x728;24;12;29;74;45;26;35
571128aba60e2;15-Apr-2016 18:45:15 WEST;22;Female;Bachelor Degree;portuguese;PT;pt;5;no;13;10;hello;10;NONE;1366x768;1366x728;24;12;29;71;45;26;35
57112e639a100;15-Apr-2016 19:09:39 WEST;18;Male;College;portuguese;PT;pt;5;no;5;10;hello;9;friday;412x732;412x732;32;12;29;74;45;26;35
5711405eb4abb;15-Apr-2016 20:26:22 WEST;18;Male;High-School;portuguese;PT;pt;5;no;4;10;hello;9;friday;1920x1080;1920x1040;24;12;29;74;45;26;35
573607add000c;13-May-2016 17:58:21 WEST;38;Male;High-School;canadian;CA;en;5;no;1;9;world;10;cure;1680x1050;1680x1050;24;12;29;74;45;26;35
5711602ded5e3;15-Apr-2016 22:42:05 WEST;48;Female;Doctoral Degree;portuguese;PT;pt;4;no;16;10;8;10;9;375x667;375x647;32;12;29;74;45;26;35
571158157bb3c;15-Apr-2016 22:07:33 WEST;20;Male;Bachelor Degree;portuguese;PT;pt;4;no;5;10;hello;10;cure;1680x1050;1680x1010;24;12;29;74;45;28;35
574628a9e94a1;25-May-2016 23:35:21 WEST;18;Male;No Academic Degree;spanish;ES;es;4;no;0;8;oranges;9;friday;360x640;360x640;32;12;29;74;45;26;35
57122f7e5768f;16-Apr-2016 13:26:38 WEST;23;Male;Master Degree;portuguese;PT;pt;4;no;5;10;hello;8;illusion;1366x768;1304x768;24;12;29;74;45;26;35
57122e814fb61;16-Apr-2016 13:22:25 WEST;26;Male;Master Degree;portuguese;PT;pt;4;no;4;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
5734e848ad81a;12-May-2016 21:32:08 WEST;21;Male;High-School;german;US;en;4;no;0;10;hello;9;friday;1366x768;1366x728;24;12;29;74;45;28;35
5713d766113e9;17-Apr-2016 19:35:18 WEST;21;Male;College;portuguese;PT;pt;4;no;5;10;hello;9;friday;1366x768;1366x737;24;12;29;74;45;26;35
5734b3efd45eb;12-May-2016 17:48:47 WEST;26;Male;College;american;US;en;4;no;0;8;Oranges;10;Cure;;;;12;29;74;45;26;35
5713e73998df9;17-Apr-2016 20:42:49 WEST;25;Male;Bachelor Degree;portuguese;FI;pt;4;no;5;10;hello;10;cure;1440x900;1440x873;24;12;29;74;45;26;35
571123dc69a60;15-Apr-2016 18:24:44 WEST;21;Male;Bachelor Degree;portuguese;PT;pt;4;no;4;10;hello;6;walk;1920x1080;1920x1040;24;12;29;74;45;26;35
5711e54c50f6b;16-Apr-2016 8:10:04 WEST;19;Male;College;portuguese;PT;pt;4;no;8;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
57113a4121a89;15-Apr-2016 20:00:17 WEST;19;Male;High-School;portuguese;PT;pt;4;no;9;10;hello;10;cure;1600x900;1600x860;24;12;29;74;45;26;35
5710d8ca226a2;15-Apr-2016 13:04:26 WEST;21;Male;Bachelor Degree;portuguese;PT;pt;4;no;3;10;hello;9;friday;1600x900;1600x860;24;12;29;74;45;26;35
5715ea836193d;19-Apr-2016 9:21:23 WEST;83;Female;Ensino PrimÃ¡rio;portuguese;PT;pt;3;no;34;10;hello;8;illusion;1680x1050;1680x1050;24;12;29;74;45;26;35
57114ca79a200;15-Apr-2016 21:18:47 WEST;21;Male;Bachelor Degree;portuguese;PT;pt;3;no;3;10;hello;9;friday;1366x768;1366x728;24;12;29;74;45;26;35
571171d59aaee;15-Apr-2016 23:57:25 WEST;21;Male;High-School;portuguese;PT;pt;3;no;-56;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
57117b1840694;16-Apr-2016 0:36:56 WEST;23;Male;Bachelor Degree;portuguese;PT;pt;3;no;3;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
5711eaec4b831;16-Apr-2016 8:34:04 WEST;22;Male;Master Degree;french;DE;fr;3;no;5;10;Hello;8;illusion;1366x768;1366x728;24;12;29;74;45;26;35
57112fc882a10;15-Apr-2016 19:15:36 WEST;18;Male;High-School;portuguese;PT;pt;3;no;3;9;world;10;cure;1440x900;1440x870;24;12;29;74;45;28;35
571245f0af12d;16-Apr-2016 15:02:24 WEST;21;Male;High-School;portuguese;PT;pt;3;no;4;10;hello;9;illusion;1366x768;1366x728;24;12;29;74;45;26;35
57112f7103d57;15-Apr-2016 19:14:09 WEST;21;Male;College;portuguese;PT;pt;3;no;3;10;hello;9;friday;1920x1080;1920x1032;24;12;29;74;45;26;35
571254945e4d5;16-Apr-2016 16:04:52 WEST;20;Male;High-School;portuguese;PT;pt;3;no;4;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
57112e43d4668;15-Apr-2016 19:09:07 WEST;19;Male;High-School;portuguese;PT;pt;3;no;3;10;hello;9;friday;1366x768;1366x728;24;12;29;74;45;26;35
5712c1176d5f8;16-Apr-2016 23:47:51 WEST;23;Male;Bachelor Degree;portuguese;PT;pt;3;no;4;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
57112db321110;15-Apr-2016 19:06:43 WEST;20;Male;College;portuguese;PT;pt;3;no;6;10;hello;10;cure;1920x1080;1920x1030;24;12;29;74;45;28;35
57112de7f0c00;15-Apr-2016 19:07:35 WEST;24;Male;Master Degree;portuguese;PT;pt;3;no;2;10;hello;8;illusion;1920x1080;1920x1053;24;12;29;74;45;26;35
5714dc153397f;18-Apr-2016 14:07:33 WEST;27;Female;Master Degree;portuguese;PT;pt;3;no;5;10;hello;10;cure;1280x800;1280x760;24;12;29;74;45;26;35
57276995206d6;2-May-2016 15:52:05 WEST;23;Male;Bachelor Degree;portuguese;PT;pt;3;no;0;10;hello;10;cure;1600x900;1600x870;24;12;29;74;45;26;35
5734779e28d4b;12-May-2016 13:31:26 WEST;23;Female;Bachelor Degree;new zealander;NZ;en;3;no;0;10;hello;10;cure;1440x900;1440x823;24;12;29;74;45;26;35
5734d81ba001b;12-May-2016 20:23:07 WEST;19;Female;High-School;welsh;GB;en;3;no;0;10;hello;10;cure;1280x720;1280x720;24;12;29;74;45;26;35
5710e9f31cdc4;15-Apr-2016 14:17:39 WEST;21;Male;Bachelor Degree;portuguese;PT;pt;3;no;8;10;hello;10;cure;1417x797;1417x758;24;12;29;74;45;26;35
5710e5bc55564;15-Apr-2016 13:59:40 WEST;29;Male;Master Degree;portuguese;PT;pt;3;no;-51;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
5710d87585247;15-Apr-2016 13:03:01 WEST;31;Male;Master Degree;portuguese;PT;pt;3;no;4;9;World;10;cure;1920x1080;1920x1040;24;12;29;74;45;26;35
5710cbf204d10;15-Apr-2016 12:09:38 WEST;22;Male;Master Degree;portuguese;PT;pt;3;no;5;10;hello;10;cure;1920x1080;1920x1030;24;12;29;74;45;26;35
57129d6d25453;16-Apr-2016 21:15:41 WEST;21;Female;Bachelor Degree;portuguese;PT;pt;2;no;7;9;world;8;illusion;1920x1080;1920x1030;24;12;29;74;45;26;35
57115317eb242;15-Apr-2016 21:46:15 WEST;22;Male;Master Degree;portuguese;PT;pt;2;no;4;10;hello;8;illusion;1366x768;1366x741;24;12;29;74;45;28;35
5711541e3ef89;15-Apr-2016 21:50:38 WEST;53;Male;Master Degree;portuguese;PT;pt;2;no;-48;10;Hello;10;cure;1366x768;1366x738;24;12;29;74;45;26;35
5710e3d7c1247;15-Apr-2016 13:51:35 WEST;41;Male;Master Degree;portuguese;PT;pt;2;no;6;9;World ;10;Cure;375x667;375x647;32;12;29;74;45;26;35
5713ce8c57c5e;17-Apr-2016 18:57:32 WEST;40;Female;College;american;US;en;2;no;-55;10;hello;9;friday;1366x768;1366x738;24;12;29;74;45;26;35
5710d243c9715;15-Apr-2016 12:36:35 WEST;22;Male;Bachelor Degree;portuguese;PT;pt;2;no;2;10;hello;9;friday;1920x1080;1920x1040;24;12;29;71;45;26;35
571252b436ab0;16-Apr-2016 15:56:52 WEST;22;Male;Bachelor Degree;portuguese;PT;pt;2;no;-55;10;hello;9;friday;1920x1080;1920x1040;24;12;29;74;45;26;35
573678e895606;14-May-2016 2:01:28 WEST;27;Male;Bachelor Degree;polish;PL;pl;2;no;0;10;hello;10;cure;1366x768;1366x768;24;12;29;74;45;26;35
57113664403aa;15-Apr-2016 19:43:48 WEST;19;Male;High-School;portuguese;PT;pt;2;no;6;10;hello;10;cure;1536x864;1536x824;24;12;29;74;75;26;35
57120d338509d;16-Apr-2016 11:00:19 WEST;28;Male;Master Degree;portuguese;PT;pt;2;no;4;8;oranges;9;friday;1366x768;1366x728;24;12;29;21;45;28;35
5711613cca97d;15-Apr-2016 22:46:36 WEST;23;Female;Bachelor Degree;portuguese;PT;pt;2;no;7;10;hello;9;friday;1366x768;1366x728;24;12;29;74;45;26;35
5716d167b95e4;20-Apr-2016 1:46:31 WEST;69;Female;Ensino Superior - Licenciatura;portuguese;PT;pt;2;no;-39;9;world;8;illusion;1366x768;1366x728;24;12;29;75;45;26;35
57112cb820ea5;15-Apr-2016 19:02:32 WEST;18;Male;High-School;portuguese;PT;pt;2;no;3;10;world;10;cure;1440x900;1440x823;24;12;29;74;45;16;35
57114f82eb4e8;15-Apr-2016 21:30:58 WEST;21;Female;College;portuguese;PT;pt;2;no;4;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;26;35
57111b2c36e0c;15-Apr-2016 17:47:40 WEST;23;Male;Master Degree;portuguese;PT;pt;1;no;4;6;dog;8;illusion ;720x1280;720x1280;32;12;29;74;45;26;35
5749c6a70055f;28-May-2016 17:26:15 WEST;17;Male;No Academic Degree;american;US;en;1;no;0;10;hello;10;Cure;360x640;360x640;32;12;29;74;45;26;35
57113869c7da3;15-Apr-2016 19:52:25 WEST;23;Female;Bachelor Degree;turkish;TR;tr;1;no;3;9;world;8;illusion;;;;12;29;74;45;26;35
5713ddde59251;17-Apr-2016 20:02:54 WEST;22;Female;Bachelor Degree;portuguese;PT;pt;1;no;5;10;hello;10;cure;375x667;375x647;32;12;29;74;45;26;35
57112d320ff16;15-Apr-2016 19:04:34 WEST;20;Male;High-School;portuguese;PT;pt;1;no;4;10;hello;10;cure;1920x1080;1855x1056;24;12;29;71;45;26;35
5710cca334d60;15-Apr-2016 12:12:35 WEST;25;Female;Master Degree;portuguese;PT;pt;1;no;5;10;hello;10;cure;1366x768;1366x728;24;12;29;74;45;28;35
5713ad43312ab;17-Apr-2016 16:35:31 WEST;23;Female;Bachelor Degree;portuguese;PT;pt;1;no;2;10;hello;10;cure;1440x900;1440x854;24;12;29;74;45;26;35
57126595532de;16-Apr-2016 17:17:25 WEST;22;Male;Master Degree;portuguese;PT;pt;1;no;2;7;tree;10;cure;1366x768;1366x728;24;12;29;74;45;28;35
5710cd289f4c3;15-Apr-2016 12:14:48 WEST;46;Female;College;portuguese;PT;pt;1;no;6;9;6;8;8;360x640;360x640;32;12;29;74;45;26;35
574185703370e;22-May-2016 11:09:52 WEST;22;Male;College;american;US;en;1;no;0;10;hello;8;illusion;1920x1080;1920x1080;24;12;29;74;45;26;35
57116853496b5;15-Apr-2016 23:16:51 WEST;20;Female;Bachelor Degree;portuguese;PT;pt;1;no;5;8;Oranges;10;Cure;360x640;360x640;32;12;29;74;45;28;35
5711666e6f11e;15-Apr-2016 23:08:46 WEST;35;Female;Master Degree;portuguese;PT;pt;1;no;5;10;Hello;10;Cure;;;;12;29;75;45;26;35
5710d7b312b93;15-Apr-2016 12:59:47 WEST;23;Female;Bachelor Degree;portuguese;PT;pt;1;no;-58;8;Orange;9;Friday;414x736;414x716;32;12;29;74;45;26;35
5710ce96dd6a3;15-Apr-2016 12:20:54 WEST;24;Male;Bachelor Degree;portuguese;PT;pt;1;no;3;10;hello;10;cure;1600x900;1600x860;24;12;29;74;45;26;35
5711490b2e8f1;15-Apr-2016 21:03:23 WEST;38;Male;Master Degree;portuguese;PT;pt;1;no;6;8;Orange ;9;Friday ;360x640;360x640;32;12;1;1;1;23;1
572a791f6405b;4-May-2016 23:35:11 WEST;22;Male;Bachelor Degree;portuguese;PT;pt;1;no;0;10;hello;10;cure;1680x1050;1680x1020;24;12;29;74;45;26;35
