id;typeOfQuestion;first_color;second_color;third_color;clicks;page_time;rating;resets;id_question
5712787a337a9;objTwoColors;#FF00FF;0;0;0;2;1;0;2
5710d71ff24c3;objTwoColors;#FF00FF;14;282;104;7;5;0;2
573634984323e;objTwoColors;#FF00FF;303;310;247;19;4;0;2
57127bcfaafb0;objTwoColors;#FF00FF;7;212;182;10;3;0;2
57112ebc85ba1;objTwoColors;#FF00FF;10;225;128;11;5;0;2
5736048bb110b;objTwoColors;#FF00FF;299;300;296;15;5;0;2
5712a254e00f7;objTwoColors;#FF00FF;0;325;78;4;3;0;2
5712a47f6f8a6;objTwoColors;#FF00FF;168;354;25;45;3;0;2
5712bd55a8a13;objTwoColors;#FF00FF;9;216;179;25;3;0;2
57112b9e10661;objTwoColors;#FF00FF;91;210;115;35;2;0;2
5710e60f69205;objTwoColors;#FF00FF;5;0;558;47;3;0;2
5735d3455a84c;objTwoColors;#FF00FF;0;284;87;9;3;0;2
5712c2b021f58;objTwoColors;#FF00FF;178;0;64;9;4;0;2
5734e397122ce;objTwoColors;#FF00FF;300;300;2351;31;5;0;2
57112e8f42ab6;objTwoColors;#FF00FF;203;11;168;17;3;0;2
5710e540a9514;objTwoColors;#FF00FF;309;22;761;140;1;0;2
5712c57f97f25;objTwoColors;#FF00FF;265;333;61;9;3;0;2
5734918f46823;objTwoColors;#FF00FF;15;207;148;14;3;0;2
5713acb331c3c;objTwoColors;#FF00FF;244;357;145;49;1;0;2
571154184c9bd;objTwoColors;#FF00FF;310;0;22;21;1;0;2
5710ee3fd83e6;objTwoColors;#FF00FF;329;104;9;48;1;0;2
5710ee55dcd72;objTwoColors;#FF00FF;287;58;449;41;3;0;2
5713b10383207;objTwoColors;#FF00FF;4;0;30;59;3;0;2
57112d8509632;objTwoColors;#FF00FF;300;0;669;90;4;1;2
572a7874c1e2e;objTwoColors;#FF00FF;0;301;472;27;5;0;2
5713b961c216a;objTwoColors;#FF00FF;303;304;245;49;5;0;2
57114f82eb4e8;objTwoColors;#FF00FF;222;349;536;40;3;0;2
57277ba3c5a5c;objTwoColors;#FF00FF;7;182;101;11;2;0;2
5713dd915ca28;objTwoColors;#FF00FF;7;234;363;21;3;0;2
57110028bc74b;objTwoColors;#FF00FF;0;300;89;8;3;0;2
572106a31c230;objTwoColors;#FF00FF;191;33;389;59;3;0;2
5713fc80c942a;objTwoColors;#FF00FF;184;326;337;43;5;0;2
571103343658b;objTwoColors;#FF00FF;298;0;183;12;5;0;2
57112a657ac25;objTwoColors;#FF00FF;309;0;55;13;3;0;2
57114ae35c9ec;objTwoColors;#FF00FF;0;300;518;45;3;0;2
5710d71ff24c3;objTwoColors;#80FF00;56;225;106;8;5;0;3
57113b9642c48;objTwoColors;#80FF00;117;0;111;8;5;0;3
5710d8d6aecd6;objTwoColors;#80FF00;217;57;276;23;3;0;3
5711348e42f02;objTwoColors;#80FF00;123;55;295;15;4;0;3
5712c57f97f25;objTwoColors;#80FF00;121;0;166;20;4;0;3
571183866d73f;objTwoColors;#80FF00;222;57;107;34;5;0;3
5712c2b021f58;objTwoColors;#80FF00;182;55;116;9;5;0;3
57123e4050550;objTwoColors;#80FF00;59;202;248;25;4;0;3
574511e99b6d9;objTwoColors;#80FF00;191;58;307;22;4;0;3
57114ae35c9ec;objTwoColors;#80FF00;0;143;415;32;2;0;3
5711641931da5;objTwoColors;#80FF00;64;129;646;48;3;0;3
57114d8a4c057;objTwoColors;#80FF00;89;118;195;10;5;0;3
57112e1a2bbbb;objTwoColors;#80FF00;60;59;233;29;3;0;3
5713b10383207;objTwoColors;#80FF00;181;59;146;16;4;0;3
5734d89183dab;objTwoColors;#80FF00;58;189;78;14;4;0;3
57127bcfaafb0;objTwoColors;#80FF00;50;194;206;7;4;0;3
5713fc80c942a;objTwoColors;#80FF00;55;181;154;26;5;0;3
574121b9e952d;objTwoColors;#80FF00;59;208;117;26;3;0;3
571153ca15566;objTwoColors;#80FF00;243;58;397;136;5;0;3
5714d563c6e52;objTwoColors;#80FF00;0;142;122;16;3;0;3
5710d28fec2d1;objTwoColors;#80FF00;0;102;95;6;1;0;3
573634984323e;objTwoColors;#80FF00;62;127;45;10;4;0;3
571130c5cd6e9;objTwoColors;#80FF00;56;176;112;28;5;0;3
5711703bd85fc;objTwoColors;#80FF00;56;229;211;20;5;0;3
571154184c9bd;objTwoColors;#80FF00;130;0;16;15;5;0;3
57112d8509632;objTwoColors;#80FF00;224;57;337;19;5;0;3
57110028bc74b;objTwoColors;#80FF00;0;73;120;9;5;0;3
5710cd99df604;objTwoColors;#80FF00;85;0;163;10;3;0;3
57112a657ac25;objTwoColors;#80FF00;85;0;110;7;3;0;3
5745350dc1e22;objTwoColors;#80FF00;59;183;115;16;5;0;3
5711389736065;objTwoColors;#80FF00;57;186;174;16;3;0;3
5712bd55a8a13;objTwoColors;#80FF00;57;204;201;64;3;0;3
571214121717c;objTwoColors;#80FF00;54;229;121;13;3;0;3
57111f6c42412;objTwoColors;#80FF00;95;0;197;7;5;0;3
5735d3455a84c;objTwoColors;#80FF00;189;55;249;9;4;0;3
571171d59aaee;objTwoColors;#80FF00;74;124;269;22;1;0;3
57112ebc85ba1;objTwoColors;#80FF00;177;63;223;13;5;0;3
5710dc0f49c60;objTwoColors;#80FF00;0;151;797;37;3;0;3
571210e10d88b;objTwoColors;#80FF00;94;0;185;14;5;0;3
57190633f233f;objTwoColors;#80FF00;56;247;206;48;4;0;3
5711760a3dfe0;objTwoColors;#80FF00;97;100;200;10;5;0;3
5736048bb110b;objTwoColors;#80FF00;90;80;195;7;5;0;3
57122e814fb61;objTwoColors;#80FF00;55;198;156;11;4;0;3
5716e9900f6ea;objTwoColors;#80FF00;55;188;145;42;3;0;3
5710e3d7c1247;objTwoColors;#80FF00;0;0;0;78;1;2;3
5745b5cbe3caa;objTwoColors;#80FF00;99;49;574;29;2;0;3
57112da850667;objTwoColors;#80FF00;59;120;186;18;4;0;3
5710cf445718e;objTwoColors;#80FF00;51;208;114;32;3;0;3
571534076a966;objTwoColors;#80FF00;16;61;554;26;3;0;3
571130d934bda;objTwoColors;#80FF00;83;105;293;30;5;0;3
5710ceb320fdf;objTwoColors;#80FF00;0;95;107;6;5;0;3
57427cf6bad0c;objTwoColors;#80FF00;101;103;572;36;1;0;3
5734918f46823;objTwoColors;#80FF00;53;191;97;15;3;0;3
57451c3b38192;objTwoColors;#80FF00;0;87;117;8;5;0;3
5710ce6c1308c;objTwoColors;#80FF00;211;57;101;1212;4;0;3
57366c199283c;objTwoColors;#80FF00;59;173;245;16;3;0;3
57121e2a63601;objTwoColors;#80FF00;0;0;0;1;1;0;3
57113de4aed1a;objTwoColors;#80FF00;50;171;124;9;3;0;3
571247f66fb51;objTwoColors;#80FF00;94;105;268;15;5;0;3
57119224388ef;objTwoColors;#80FF00;166;50;561;27;5;0;3
5710ffa5dd7be;objTwoColors;#80FF00;187;58;179;28;5;0;3
5710cc5a7829c;objTwoColors;#80FF00;57;239;102;13;5;0;3
57112cec29456;objTwoColors;#80FF00;91;98;374;19;5;0;3
57113e6176346;objTwoColors;#80FF00;238;53;222;14;4;0;3
571103343658b;objTwoColors;#80FF00;85;90;153;8;5;0;3
5710d140b7c5a;objTwoColors;#80FF00;0;0;0;1;4;0;3
5711106ab212a;objTwoColors;#80FF00;56;116;212;13;3;0;3
57113d4d93c81;objTwoColors;#80FF00;140;57;159;10;4;0;3
5710cd0a515bb;objTwoColors;#80FF00;87;0;621;29;5;0;3
5745500f6e643;objTwoColors;#80FF00;97;0;387;17;2;0;3
571165992a5c1;objTwoColors;#80FF00;236;69;353;46;3;0;3
57123bec83e8e;objTwoColors;#80FF00;59;214;373;18;3;0;3
5711ace2ee7ed;objTwoColors;#80FF00;59;208;123;13;5;0;3
5713aa57bebec;objTwoColors;#80FF00;0;77;118;13;4;0;3
5713923c1bbc7;objTwoColors;#80FF00;351;290;845;909;2;0;3
5710d87585247;objTwoColors;#80FF00;250;59;331;37;3;0;3
5745c1c07cc0c;objTwoColors;#80FF00;199;59;162;17;4;0;3
57116b9b879bf;objTwoColors;#80FF00;185;53;410;14;3;0;3
5713d766113e9;objTwoColors;#80FF00;203;54;478;26;5;0;3
572106a31c230;objTwoColors;#80FF00;197;57;315;38;3;0;3
571252e6d2e70;objTwoColors;#80FF00;55;188;132;16;5;0;3
5711148c11035;objTwoColors;#80FF00;57;173;89;18;3;0;3
571260c120253;objTwoColors;#80FF00;172;57;147;24;2;0;3
5713dd915ca28;objTwoColors;#80FF00;116;0;171;53;3;0;3
5710e60f69205;objTwoColors;#80FF00;53;193;400;25;4;0;3
574297edae49c;objTwoColors;#80FF00;96;80;239;20;4;0;3
57459c393bbd0;objTwoColors;#80FF00;189;54;439;21;4;0;3
572baa7f9493c;objTwoColors;#80FF00;175;63;330;26;3;0;3
5734aa4c927a8;objTwoColors;#80FF00;56;206;193;23;3;0;3
5745f6f039dc9;objTwoColors;#80FF00;0;0;0;1;4;0;3
5711cbde51bb0;objTwoColors;#80FF00;0;159;53;7;4;0;3
5711800f2c5f3;objTwoColors;#80FF00;188;52;91;29;4;0;3
57112b9e10661;objTwoColors;#80FF00;197;58;69;12;2;0;3
5738cf3d97a58;objTwoColors;#80FF00;117;0;164;10;4;0;3
5710e540a9514;objTwoColors;#80FF00;134;0;176;15;2;0;3
573664e1a4a96;objTwoColors;#80FF00;57;158;173;26;3;0;3
57153eb9b4bed;objTwoColors;#80FF00;0;118;93;4;2;0;3
5712197fbccd5;objTwoColors;#80FF00;0;63;146;13;4;0;3
5710cc2b8a642;objTwoColors;#7f00ff;229;333;318;31;4;0;4
571103343658b;objTwoColors;#7f00ff;280;274;358;16;4;0;4
571138253c724;objTwoColors;#7f00ff;13;225;144;12;4;0;4
5745500f6e643;objTwoColors;#7f00ff;217;337;97;12;4;0;4
57123bec83e8e;objTwoColors;#7f00ff;66;325;2;3;3;0;4
571154184c9bd;objTwoColors;#7f00ff;233;0;123;20;1;0;4
5711348e42f02;objTwoColors;#7f00ff;348;247;139;10;4;0;4
5711641931da5;objTwoColors;#7f00ff;300;245;159;16;4;0;4
5710d140b7c5a;objTwoColors;#7f00ff;238;0;76;5;3;0;4
571130d934bda;objTwoColors;#7f00ff;318;185;169;19;3;0;4
57119224388ef;objTwoColors;#7f00ff;359;50;532;27;5;0;4
5738cf3d97a58;objTwoColors;#7f00ff;232;289;288;23;4;0;4
57113d4d93c81;objTwoColors;#7f00ff;300;251;309;27;4;0;4
57123e4050550;objTwoColors;#7f00ff;228;305;381;25;3;0;4
57113e6176346;objTwoColors;#7f00ff;0;282;181;9;4;0;4
571243bcc8142;objTwoColors;#7f00ff;307;180;255;37;3;0;4
5714c6c26c2f6;objTwoColors;#7f00ff;223;327;189;15;2;0;4
571247f66fb51;objTwoColors;#7f00ff;300;238;513;35;3;0;4
5710d28fec2d1;objTwoColors;#7f00ff;0;272;205;13;1;0;4
57366c199283c;objTwoColors;#7f00ff;330;267;104;11;1;0;4
57114d8a4c057;objTwoColors;#7f00ff;273;265;129;6;5;0;4
57112de7f0c00;objTwoColors;#7f00ff;8;239;394;22;5;0;4
5710d7b312b93;objTwoColors;#7f00ff;0;0;0;36;5;1;4
57112da850667;objTwoColors;#7f00ff;343;221;33;8;4;0;4
571252e6d2e70;objTwoColors;#7f00ff;228;319;402;46;5;0;4
57116b9b879bf;objTwoColors;#7f00ff;236;344;207;12;3;0;4
5710ce6c1308c;objTwoColors;#7f00ff;348;219;113;17;4;0;4
57459c393bbd0;objTwoColors;#7f00ff;9;223;95;10;4;0;4
5710d8ca226a2;objTwoColors;#7f00ff;0;192;1;4;5;0;4
57111f6c42412;objTwoColors;#7f00ff;274;0;199;9;5;0;4
5710d71ff24c3;objTwoColors;#7f00ff;350;116;266;11;4;0;4
571260c120253;objTwoColors;#7f00ff;232;280;323;21;3;0;4
5716e9900f6ea;objTwoColors;#7f00ff;338;235;253;37;4;0;4
5712649f2fada;objTwoColors;#7f00ff;352;253;253;18;5;0;4
571130c5cd6e9;objTwoColors;#7f00ff;228;316;127;16;5;0;4
5745f6f039dc9;objTwoColors;#7f00ff;237;0;638;16;1;0;4
57363b3954a26;objTwoColors;#7f00ff;210;304;195;32;3;0;4
5727633cd6511;objTwoColors;#7f00ff;181;206;484;27;1;0;4
57127bcfaafb0;objTwoColors;#7f00ff;250;8;991;76;3;0;4
571183866d73f;objTwoColors;#7f00ff;232;0;396;561;4;1;4
5710d9dcc23f0;objTwoColors;#7f00ff;262;282;268;25;3;0;4
5711106ab212a;objTwoColors;#7f00ff;9;210;70;9;4;0;4
5710cd99df604;objTwoColors;#7f00ff;234;354;264;10;4;0;4
573634984323e;objTwoColors;#7f00ff;3;239;190;25;4;0;4
5711800f2c5f3;objTwoColors;#7f00ff;210;107;198;53;3;0;4
5710cd9d571f2;objTwoColors;#7f00ff;0;0;0;2;1;0;4
573613f4689a3;objTwoColors;#7f00ff;269;270;306;23;3;0;4
57112ebc85ba1;objTwoColors;#7f00ff;7;229;100;8;5;0;4
5711760a3dfe0;objTwoColors;#7f00ff;21;221;79;8;5;0;4
5710dc0f49c60;objTwoColors;#7f00ff;0;214;274;15;4;0;4
5745b5cbe3caa;objTwoColors;#7f00ff;323;219;215;14;3;0;4
5736048bb110b;objTwoColors;#7f00ff;268;266;205;7;5;0;4
5712a254e00f7;objTwoColors;#7f00ff;0;289;136;7;3;0;4
57190633f233f;objTwoColors;#7f00ff;241;300;197;13;2;0;4
5710e5bc55564;objTwoColors;#7f00ff;300;157;745;55;1;0;4
5710e540a9514;objTwoColors;#7f00ff;203;308;146;19;4;0;4
57112a657ac25;objTwoColors;#7f00ff;264;279;317;39;3;0;4
5710cc5a7829c;objTwoColors;#7f00ff;4;229;117;15;5;0;4
5712bd55a8a13;objTwoColors;#7f00ff;266;0;220;12;3;0;4
5735d3455a84c;objTwoColors;#7f00ff;252;293;474;18;4;0;4
57110028bc74b;objTwoColors;#7f00ff;0;208;73;7;4;0;4
5734e397122ce;objTwoColors;#7f00ff;330;355;128;3;1;0;4
5712c2b021f58;objTwoColors;#7f00ff;180;7;50;6;4;0;4
57112e1a2bbbb;objTwoColors;#7f00ff;224;225;128;17;2;0;4
57112d8509632;objTwoColors;#7f00ff;13;190;182;20;1;0;4
5734d89183dab;objTwoColors;#7f00ff;233;318;115;13;4;0;4
57112da850667;objTwoColors;#7f00ff;0;300;240;12;3;0;4
57112b9e10661;objTwoColors;#7f00ff;201;286;884;542;2;0;4
5710e60f69205;objTwoColors;#7f00ff;204;8;218;27;4;0;4
5711703bd85fc;objTwoColors;#7f00ff;323;237;193;13;5;0;4
5712c57f97f25;objTwoColors;#7f00ff;312;229;139;12;3;0;4
57153eb9b4bed;objTwoColors;#7f00ff;0;265;97;6;5;0;4
5734918f46823;objTwoColors;#7f00ff;7;217;51;8;5;0;4
5711148c11035;objTwoColors;#7f00ff;307;209;133;24;2;0;4
57113de4aed1a;objTwoColors;#7f00ff;323;2;296;19;2;0;4
571210e10d88b;objTwoColors;#7f00ff;270;0;121;42;5;0;4
57451c3b38192;objTwoColors;#7f00ff;0;270;105;9;5;0;4
571153ca15566;objTwoColors;#7f00ff;236;300;267;25;4;0;4
