id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,page_time,rating,resets,id_question
5776cc574bf84,45,Female,21,no,objTwoColors,#FFFF00,59,0,250,33,5,0,1
5740ad339507d,40,Male,32,yes,objTwoColors,#CEFF00,55,0,38,10,3,0,1
573c70dabcfe0,49,Male,32,yes,objTwoColors,#CEFF00,70,0,710,60,2,0,1
5740e3f36a945,49,Female,32,yes,objTwoColors,#CEFF00,76,0,139,26,2,0,1
571183866d73f,48,Female,32,no,objTwoColors,#FFFF00,56,0,83,377,4,0,1
57117fe7495aa,48,Female,5,no,objTwoColors,#FFFF00,0,54,101,16,5,0,1
57110028bc74b,48,Female,32,no,objTwoColors,#FFFF00,0,59,92,13,3,0,1
571154184c9bd,47,Female,32,no,objTwoColors,#FFFF00,53,0,105,19,5,0,1
573664e1a4a96,49,Male,18,no,objTwoColors,#FFFF00,57,57,216,43,1,0,1
57112d8509632,45,Female,32,no,objTwoColors,#FFFF00,56,55,87,11,5,0,1
5713b10383207,40,Male,32,no,objTwoColors,#FFFF00,224,106,307,26,4,0,1
57114ae35c9ec,47,Female,11,no,objTwoColors,#FF00FF,0,300,518,45,3,0,2
57110028bc74b,48,Female,32,no,objTwoColors,#FF00FF,0,300,89,8,3,0,2
57112d8509632,45,Female,32,no,objTwoColors,#FF00FF,300,0,669,90,4,1,2
5776cc574bf84,45,Female,21,no,objTwoColors,#FF00FF,5,176,54,18,5,0,2
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF00FF,301,0,320,66,2,0,2
5740ad339507d,40,Male,32,yes,objTwoColors,#FF00FF,10,54,67,11,3,0,2
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF00FF,179,73,134,21,3,0,2
573664e1a4a96,49,Male,18,no,objTwoColors,#FF00FF,300,300,152,18,1,0,2
5713b10383207,40,Male,32,no,objTwoColors,#FF00FF,4,0,30,59,3,0,2
5712a47f6f8a6,44,Male,12,no,objTwoColors,#FF00FF,168,354,25,45,3,0,2
5711f4ec96b9c,45,Female,6,no,objTwoColors,#FF00FF,305,300,323,23,1,0,2
571183866d73f,48,Female,32,no,objTwoColors,#FF00FF,3,0,42,25,5,0,2
571154184c9bd,47,Female,32,no,objTwoColors,#FF00FF,310,0,22,21,1,0,2
5714d563c6e52,49,Female,13,no,objTwoColors,#80FF00,0,142,122,16,3,0,3
5710e3d7c1247,41,Male,2,no,objTwoColors,#80FF00,0,0,0,78,1,2,3
57110028bc74b,48,Female,32,no,objTwoColors,#80FF00,0,73,120,9,5,0,3
57112d8509632,45,Female,32,no,objTwoColors,#80FF00,224,57,337,19,5,0,3
57114ae35c9ec,47,Female,11,no,objTwoColors,#80FF00,0,143,415,32,2,0,3
571154184c9bd,47,Female,32,no,objTwoColors,#80FF00,130,0,16,15,5,0,3
571183866d73f,48,Female,32,no,objTwoColors,#80FF00,222,57,107,34,5,0,3
5713b10383207,40,Male,32,no,objTwoColors,#80FF00,181,59,146,16,4,0,3
573664e1a4a96,49,Male,18,no,objTwoColors,#80FF00,57,158,173,26,3,0,3
573c70dabcfe0,49,Male,32,yes,objTwoColors,#00FF00,59,231,305,32,2,0,3
5740ad339507d,40,Male,32,yes,objTwoColors,#00FF00,218,58,116,10,4,0,3
5740e3f36a945,49,Female,32,yes,objTwoColors,#00FF00,97,0,154,19,2,0,3
571183866d73f,48,Female,32,no,objTwoColors,#7f00ff,232,0,396,561,4,1,4
5740e3f36a945,49,Female,32,yes,objTwoColors,#B100FF,279,0,202,27,3,0,4
57112d8509632,45,Female,32,no,objTwoColors,#7f00ff,13,190,182,20,1,0,4
5713b10383207,40,Male,32,no,objTwoColors,#7f00ff,1,182,772,110,3,0,4
57110028bc74b,48,Female,32,no,objTwoColors,#7f00ff,0,208,73,7,4,0,4
571154184c9bd,47,Female,32,no,objTwoColors,#7f00ff,233,0,123,20,1,0,4
5740ad339507d,40,Male,32,yes,objTwoColors,#B100FF,7,233,77,10,2,0,4
573c70dabcfe0,49,Male,32,yes,objTwoColors,#B100FF,230,118,199,20,3,0,4
5776cc574bf84,45,Female,21,no,objTwoColors,#7f00ff,217,280,251,51,5,0,4
571183866d73f,48,Female,32,no,objTwoColors,#FF0080,356,0,130,21,5,0,5
5714d563c6e52,49,Female,13,no,objTwoColors,#FF0080,0,357,74,11,4,0,5
573664e1a4a96,49,Male,18,no,objTwoColors,#FF0080,300,4,74,15,2,0,5
57110028bc74b,48,Female,32,no,objTwoColors,#FF0080,0,311,203,14,3,0,5
57112d8509632,45,Female,32,no,objTwoColors,#FF0080,335,333,194,41,5,0,5
5740ad339507d,40,Male,32,yes,objTwoColors,#FF007A,7,0,12,5,2,0,5
571154184c9bd,47,Female,32,no,objTwoColors,#FF0080,14,188,95,27,1,0,5
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF007A,68,182,549,72,3,0,5
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF007A,4,0,3,9,2,0,5
