id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,page_time,rating,resets,id_question
5740a8b59d448,31,Female,32,yes,objTwoColors,#CEFF00,152,57,912,72,2,0,1
5711106ab212a,33,Male,32,no,objTwoColors,#FFFF00,43,0,29,14,5,0,1
573a059da0efd,31,Female,32,yes,objTwoColors,#CEFF00,199,49,84,13,5,0,1
5711148c11035,35,Male,22,no,objTwoColors,#FFFF00,3,0,512,91,3,0,1
5740b686127bb,32,Male,32,yes,objTwoColors,#CEFF00,51,65,829,101,2,0,1
57190633f233f,30,Male,32,no,objTwoColors,#FFFF00,8,221,276,44,3,0,1
571252e6d2e70,31,Female,32,no,objTwoColors,#FFFF00,42,0,137,27,5,0,1
571153ca15566,32,Male,32,no,objTwoColors,#FFFF00,51,0,1184,130,1,0,1
574859b8f3379,30,Male,32,yes,objTwoColors,#CEFF00,1,124,245,26,4,0,1
5710d28fec2d1,30,Male,32,no,objTwoColors,#FFFF00,0,210,336,22,1,0,1
573c783748e8b,37,Female,32,yes,objTwoColors,#CEFF00,55,57,77,18,3,0,1
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FFFF00,56,57,438,34,3,0,1
573c783748e8b,37,Female,32,yes,objTwoColors,#FF00FF,271,0,613,50,3,0,2
571252e6d2e70,31,Female,32,no,objTwoColors,#FF00FF,288,0,257,34,4,0,2
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF00FF,0,359,116,6,5,0,2
5711148c11035,35,Male,22,no,objTwoColors,#FF00FF,300,0,10,10,3,0,2
573a059da0efd,31,Female,32,yes,objTwoColors,#FF00FF,0,0,0,15,1,0,2
5740b686127bb,32,Male,32,yes,objTwoColors,#FF00FF,321,204,264,29,3,0,2
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF00FF,0,300,259,17,1,0,2
571153ca15566,32,Male,32,no,objTwoColors,#FF00FF,180,321,125,20,3,0,2
574859b8f3379,30,Male,32,yes,objTwoColors,#FF00FF,280,332,1022,85,3,0,2
5711106ab212a,33,Male,32,no,objTwoColors,#FF00FF,3,184,56,5,4,0,2
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF00FF,5,0,312,25,3,0,2
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF00FF,286,0,225,21,5,0,2
57190633f233f,30,Male,32,no,objTwoColors,#FF00FF,350,192,432,34,3,0,2
5710d87585247,31,Male,3,no,objTwoColors,#80FF00,250,59,331,37,3,0,3
57190633f233f,30,Male,32,no,objTwoColors,#80FF00,56,247,206,48,4,0,3
5710d28fec2d1,30,Male,32,no,objTwoColors,#80FF00,0,102,95,6,1,0,3
57153eb9b4bed,35,Female,31,no,objTwoColors,#80FF00,0,118,93,4,2,0,3
573a059da0efd,31,Female,32,yes,objTwoColors,#00FF00,195,65,180,23,5,0,3
573c783748e8b,37,Female,32,yes,objTwoColors,#00FF00,99,110,954,119,4,1,3
571252e6d2e70,31,Female,32,no,objTwoColors,#80FF00,55,188,132,16,5,0,3
5745b5cbe3caa,34,Female,32,no,objTwoColors,#80FF00,99,49,574,29,2,0,3
5711106ab212a,33,Male,32,no,objTwoColors,#80FF00,56,116,212,13,3,0,3
574859b8f3379,30,Male,32,yes,objTwoColors,#00FF00,195,52,105,11,4,0,3
5740a8b59d448,31,Female,32,yes,objTwoColors,#00FF00,59,186,100,12,5,0,3
5740b686127bb,32,Male,32,yes,objTwoColors,#00FF00,59,147,180,15,4,0,3
571153ca15566,32,Male,32,no,objTwoColors,#80FF00,243,58,397,136,5,0,3
5711148c11035,35,Male,22,no,objTwoColors,#80FF00,57,173,89,18,3,0,3
57112e1a2bbbb,32,Male,16,no,objTwoColors,#80FF00,60,59,233,29,3,0,3
573c783748e8b,37,Female,32,yes,objTwoColors,#B100FF,351,212,383,53,3,0,4
574859b8f3379,30,Male,32,yes,objTwoColors,#B100FF,303,256,755,58,3,0,4
57190633f233f,30,Male,32,no,objTwoColors,#7f00ff,241,300,197,13,2,0,4
5710d28fec2d1,30,Male,32,no,objTwoColors,#7f00ff,0,272,205,13,1,0,4
571153ca15566,32,Male,32,no,objTwoColors,#7f00ff,236,300,267,25,4,0,4
57112e1a2bbbb,32,Male,16,no,objTwoColors,#7f00ff,224,225,128,17,2,0,4
571252e6d2e70,31,Female,32,no,objTwoColors,#7f00ff,228,319,402,46,5,0,4
5740a8b59d448,31,Female,32,yes,objTwoColors,#B100FF,4,214,115,13,4,0,4
5740b686127bb,32,Male,32,yes,objTwoColors,#B100FF,211,328,172,30,4,0,4
57153eb9b4bed,35,Female,31,no,objTwoColors,#7f00ff,0,265,97,6,5,0,4
5711106ab212a,33,Male,32,no,objTwoColors,#7f00ff,9,210,70,9,4,0,4
5745b5cbe3caa,34,Female,32,no,objTwoColors,#7f00ff,323,219,215,14,3,0,4
5711148c11035,35,Male,22,no,objTwoColors,#7f00ff,307,209,133,24,2,0,4
573a059da0efd,31,Female,32,yes,objTwoColors,#B100FF,0,0,0,3,1,0,4
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF0080,0,293,141,7,1,0,5
5711148c11035,35,Male,22,no,objTwoColors,#FF0080,319,57,128,24,3,0,5
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF0080,0,341,94,5,5,0,5
571252e6d2e70,31,Female,32,no,objTwoColors,#FF0080,8,0,25,11,5,0,5
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF0080,213,300,536,33,2,0,5
573a059da0efd,31,Female,32,yes,objTwoColors,#FF007A,8,0,323,51,1,0,5
57190633f233f,30,Male,32,no,objTwoColors,#FF0080,4,178,110,11,3,0,5
573607add000c,38,Male,5,no,objTwoColors,#FF0080,8,308,309,17,3,0,5
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF007A,7,0,22,40,5,0,5
571153ca15566,32,Male,32,no,objTwoColors,#FF0080,182,310,333,37,2,0,5
574859b8f3379,30,Male,32,yes,objTwoColors,#FF007A,352,196,190,17,3,0,5
57112e1a2bbbb,32,Male,16,no,objTwoColors,#FF0080,16,227,374,47,2,0,5
5740b686127bb,32,Male,32,yes,objTwoColors,#FF007A,334,298,372,55,3,0,5
573c783748e8b,37,Female,32,yes,objTwoColors,#FF007A,351,73,244,20,3,0,5
5711106ab212a,33,Male,32,no,objTwoColors,#FF0080,8,0,509,57,4,5,5
571153ca15566,32,Male,32,no,objTwoColors,#FF8000,59,8,63,16,3,0,6
5727d86840dc8,37,Male,7,no,objTwoColors,#FF8000,7,59,59,19,5,0,6
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF8000,16,65,174,16,3,0,6
5711148c11035,35,Male,22,no,objTwoColors,#FF8000,302,56,109,34,2,0,6
574859b8f3379,30,Male,32,yes,objTwoColors,#FF7200,8,59,78,10,5,0,6
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF8000,0,349,109,16,5,0,6
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF8000,0,1,31,4,1,0,6
5740b686127bb,32,Male,32,yes,objTwoColors,#FF7200,3,52,192,20,5,0,6
57112e1a2bbbb,32,Male,16,no,objTwoColors,#FF8000,21,106,364,21,1,0,6
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF7200,3,57,60,18,5,0,6
57190633f233f,30,Male,32,no,objTwoColors,#FF8000,57,353,169,13,4,0,6
573a059da0efd,31,Female,32,yes,objTwoColors,#FF7200,136,221,574,85,3,0,6
573c783748e8b,37,Female,32,yes,objTwoColors,#FF7200,353,57,132,17,4,0,6
571252e6d2e70,31,Female,32,no,objTwoColors,#FF8000,56,7,86,16,5,0,6
5711106ab212a,33,Male,32,no,objTwoColors,#FF8000,4,58,75,9,4,0,6
573a059da0efd,31,Female,32,yes,objTwoColors,#6C00FF,300,210,557,70,3,0,7
574859b8f3379,30,Male,32,yes,objTwoColors,#6C00FF,243,285,460,45,3,0,7
5710d28fec2d1,30,Male,32,no,objTwoColors,#0000FF,0,54,74,7,1,0,7
5711106ab212a,33,Male,32,no,objTwoColors,#0000FF,290,192,281,38,3,0,7
5745b5cbe3caa,34,Female,32,no,objTwoColors,#0000FF,222,223,225,31,3,0,7
57112e1a2bbbb,32,Male,16,no,objTwoColors,#0000FF,275,253,350,20,1,0,7
5740b686127bb,32,Male,32,yes,objTwoColors,#6C00FF,234,311,204,17,4,0,7
571153ca15566,32,Male,32,no,objTwoColors,#0000FF,217,265,634,49,2,0,7
5740a8b59d448,31,Female,32,yes,objTwoColors,#6C00FF,232,300,810,52,3,0,7
573c783748e8b,37,Female,32,yes,objTwoColors,#6C00FF,350,216,190,15,3,0,7
571252e6d2e70,31,Female,32,no,objTwoColors,#0000FF,207,247,315,68,4,0,7
57153eb9b4bed,35,Female,31,no,objTwoColors,#0000FF,0,277,75,4,5,0,7
57190633f233f,30,Male,32,no,objTwoColors,#0000FF,179,286,423,21,3,0,7
5711148c11035,35,Male,22,no,objTwoColors,#FF0000,317,59,45,32,2,0,8
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF0000,342,0,166,8,3,0,8
574859b8f3379,30,Male,32,yes,objTwoColors,#FF0000,1,0,552,144,1,0,8
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF0000,0,332,621,33,4,0,8
573607add000c,38,Male,5,no,objTwoColors,#FF0000,3,349,304,17,5,0,8
5711106ab212a,33,Male,32,no,objTwoColors,#FF0000,35,221,85,13,1,0,8
571153ca15566,32,Male,32,no,objTwoColors,#FF0000,45,0,397,80,1,0,8
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF0000,0,6,83,5,1,0,8
5740b686127bb,32,Male,32,yes,objTwoColors,#FF0000,23,11,24,253,3,0,8
573c783748e8b,37,Female,32,yes,objTwoColors,#FF0000,3,354,474,29,3,0,8
57190633f233f,30,Male,32,no,objTwoColors,#FF0000,7,0,109,12,1,0,8
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF0000,1,18,103,22,3,0,8
573a059da0efd,31,Female,32,yes,objTwoColors,#FF0000,0,0,0,2,1,0,8
571252e6d2e70,31,Female,32,no,objTwoColors,#FF0000,22,332,1197,120,3,0,8
5711106ab212a,33,Male,32,no,objTwoColors,#00FF80,0,124,143,11,4,0,9
57190633f233f,30,Male,32,no,objTwoColors,#00FF80,195,65,331,20,4,0,9
573a059da0efd,31,Female,32,yes,objTwoColors,#00FF9A,0,0,0,11,1,0,9
57153eb9b4bed,35,Female,31,no,objTwoColors,#00FF80,0,104,870,59,3,0,9
571153ca15566,32,Male,32,no,objTwoColors,#00FF80,168,57,64,10,3,0,9
57112e1a2bbbb,32,Male,16,no,objTwoColors,#00FF80,105,213,574,43,1,0,9
5711148c11035,35,Male,22,no,objTwoColors,#00FF80,175,56,264,56,3,0,9
571252e6d2e70,31,Female,32,no,objTwoColors,#00FF80,101,0,94,11,5,0,9
574859b8f3379,30,Male,32,yes,objTwoColors,#00FF9A,99,186,334,32,3,0,9
5740a8b59d448,31,Female,32,yes,objTwoColors,#00FF9A,136,0,186,11,3,0,9
5740b686127bb,32,Male,32,yes,objTwoColors,#00FF9A,203,88,196,26,3,0,9
5710d28fec2d1,30,Male,32,no,objTwoColors,#00FF80,0,272,310,11,1,0,9
5745b5cbe3caa,34,Female,32,no,objTwoColors,#00FF80,185,75,357,30,4,0,9
573c783748e8b,37,Female,32,yes,objTwoColors,#00FF9A,23,55,580,53,3,0,9
574859b8f3379,30,Male,32,yes,objTwoColors,#0000FF,230,0,60,10,1,0,10
573c783748e8b,37,Female,32,yes,objTwoColors,#0000FF,238,225,123,14,3,0,10
571252e6d2e70,31,Female,32,no,objTwoColors,#0080FF,232,0,64,8,5,0,10
