id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#00FFFF,#FFFF00,#80FF00,183,3,DK-Green ,0.11,0.11,0.08,0.09,0.05,0.05
5711231e370f2,twoColorsObj,#00FFFF,#FFFF00,#91c01d,483,4,NA       ,0.14,0.14,0.1,0.09,0.08,0.05
571151812791a,twoColorsObj,#00FFFF,#FFFF00,#00FF00,154,3,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.06
5713a02a13044,twoColorsObj,#00FFFF,#FFFF00,#ab00ff,136,2,NA       ,0.37,0.37,0.26,0.21,0.29,0.25
572767049ccfa,twoColorsObj,#00FFFF,#FFFF00,#74FF88,449,1,NA       ,0.14,0.14,0.05,0.03,0.06,0.01
572c85675a5ef,twoColorsObj,#00FFFF,#FFFF00,#6effa3,593,2,NA       ,0.16,0.16,0.06,0.01,0.08,0.03
573a059da0efd,twoColorsObj,#00FFFF,#FFFF00,#998077,644,4,NA       ,0.23,0.23,0.13,0.07,0.15,0.1
573a0b8280839,twoColorsObj,#00FFFF,#FFFF00,#0F00FF,123,3,Navy-Blue,0.42,0.42,0.31,0.28,0.35,0.32
573c70dabcfe0,twoColorsObj,#00FFFF,#FFFF00,#33E000,290,3,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.05
573c783748e8b,twoColorsObj,#00FFFF,#FFFF00,#00FF6B,44,3,NA       ,0.11,0.11,0.04,0.06,0.03,0.02
573e4022949b1,twoColorsObj,#00FFFF,#FFFF00,#51DF00,46,3,Yellow   ,0.1,0.1,0.08,0.09,0.04,0.05
573e47c26cb8e,twoColorsObj,#00FFFF,#FFFF00,#798DAB,98,2,NA       ,0.25,0.25,0.14,0.09,0.18,0.14
573e4d0eb795b,twoColorsObj,#00FFFF,#FFFF00,#00FF00,53,4,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.06
573edae85268b,twoColorsObj,#00FFFF,#FFFF00,#00FF00,47,4,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.06
5740a8b59d448,twoColorsObj,#00FFFF,#FFFF00,#51DF00,256,3,Yellow   ,0.1,0.1,0.08,0.09,0.04,0.05
5740ad339507d,twoColorsObj,#00FFFF,#FFFF00,#4CDB95,117,3,NA       ,0.16,0.16,0.06,0,0.08,0.04
5740b0f8e9734,twoColorsObj,#00FFFF,#FFFF00,#008788,70,4,Cyan     ,0.23,0.23,0.11,0.07,0.15,0.12
5740b686127bb,twoColorsObj,#00FFFF,#FFFF00,#00FF00,115,4,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.06
5740bda9be3dc,twoColorsObj,#00FFFF,#FFFF00,#00FFC0,94,4,NA       ,0.17,0.17,0.06,0.02,0.09,0.06
5740e3f36a945,twoColorsObj,#00FFFF,#FFFF00,#00B146,80,2,NA       ,0.11,0.11,0.05,0.06,0.03,0.02
574859b8f3379,twoColorsObj,#00FFFF,#FFFF00,#33E000,133,4,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.05
5756ab1701ba0,twoColorsObj,#00FFFF,#FFFF00,#00FF00,55,5,Yellow   ,0.09,0.09,0.07,0.1,0.04,0.06
5756ae6897296,twoColorsObj,#00FFFF,#FFFF00,#00FF77,190,4,NA       ,0.12,0.12,0.04,0.05,0.04,0.02
5756b2d9bd658,twoColorsObj,#00FFFF,#FFFF00,#00FFC0,109,4,NA       ,0.17,0.17,0.06,0.02,0.09,0.06
5757fd2703090,twoColorsObj,#00FFFF,#FFFF00,#00FF77,50,5,NA       ,0.12,0.12,0.04,0.05,0.04,0.02
5757ffca0b4b1,twoColorsObj,#00FFFF,#FFFF00,#FF8600,218,3,NA       ,0.25,0.25,0.19,0.15,0.19,0.14
57581518c2c07,twoColorsObj,#00FFFF,#FFFF00,#968C00,115,4,NA       ,0.18,0.18,0.13,0.1,0.12,0.08
57582b17cd76a,twoColorsObj,#00FFFF,#FFFF00,#00FF77,37,4,NA       ,0.12,0.12,0.04,0.05,0.04,0.02
