id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbf204d10,twoColorsObj,#00FF00,#00FFFF,#D7A700,635,4,NA       ,0.17,0.17,0.17,0.2,0.18,0.17
5710cc5a7829c,twoColorsObj,#00FF00,#00FFFF,#46ff9c,203,5,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
5710cd0a515bb,twoColorsObj,#00FF00,#00FFFF,#00ffb7,667,4,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
5710cd99df604,twoColorsObj,#00FF00,#00FFFF,#46ff9c,388,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
5710ce6c1308c,twoColorsObj,#00FF00,#00FFFF,#00ffb7,94,5,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
5710cf445718e,twoColorsObj,#00FF00,#00FFFF,#ab00ff,120,3,NA       ,0.28,0.28,0.24,0.16,0.3,0.27
5710d140b7c5a,twoColorsObj,#00FF00,#00FFFF,#c4ff9e,117,2,NA       ,0.11,0.11,0.1,0.12,0.12,0.1
5710d28fec2d1,twoColorsObj,#00FF00,#00FFFF,#7d93a6,215,1,NA       ,0.15,0.15,0.12,0.07,0.18,0.15
5710d71ff24c3,twoColorsObj,#00FF00,#00FFFF,#5792ff,694,2,Sky-Blue ,0.22,0.22,0.19,0.11,0.25,0.22
5710d9dcc23f0,twoColorsObj,#00FF00,#00FFFF,#7d93a6,166,1,NA       ,0.15,0.15,0.12,0.07,0.18,0.15
5710e540a9514,twoColorsObj,#00FF00,#00FFFF,#91c01d,154,1,NA       ,0.12,0.12,0.12,0.17,0.12,0.11
5710e60f69205,twoColorsObj,#00FF00,#00FFFF,#008080,744,2,NA       ,0.13,0.13,0.09,0.04,0.16,0.13
57110028bc74b,twoColorsObj,#00FF00,#00FFFF,#aeff00,529,5,NA       ,0.11,0.11,0.12,0.17,0.11,0.11
571103343658b,twoColorsObj,#00FF00,#00FFFF,#0080FF,99,2,Sky-Blue ,0.25,0.25,0.21,0.13,0.28,0.25
5711106ab212a,twoColorsObj,#00FF00,#00FFFF,#46ff9c,130,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57111f6c42412,twoColorsObj,#00FF00,#00FFFF,#8000FF,116,3,NA       ,0.29,0.29,0.26,0.18,0.32,0.29
57112a657ac25,twoColorsObj,#00FF00,#00FFFF,#00FF80,86,2,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
57112b9e10661,twoColorsObj,#00FF00,#00FFFF,#46ff9c,63,2,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57112cec29456,twoColorsObj,#00FF00,#00FFFF,#6effa3,247,3,NA       ,0.08,0.08,0.07,0.1,0.1,0.08
57112d8509632,twoColorsObj,#00FF00,#00FFFF,#008080,38,1,NA       ,0.13,0.13,0.09,0.04,0.16,0.13
57112da850667,twoColorsObj,#00FF00,#00FFFF,#46ff9c,52,5,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57112da850667,twoColorsObj,#00FF00,#00FFFF,#00FF80,407,3,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
57112e1a2bbbb,twoColorsObj,#00FF00,#00FFFF,#6effa3,701,1,NA       ,0.08,0.08,0.07,0.1,0.1,0.08
57112ebc85ba1,twoColorsObj,#00FF00,#00FFFF,#00caff,194,2,Blue     ,0.17,0.17,0.14,0.06,0.2,0.17
