id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cd99df604,23,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,388,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
5710ce6c1308c,23,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#00ffb7,94,5,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
5710d71ff24c3,20,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#5792ff,694,2,Sky-Blue ,0.22,0.22,0.19,0.11,0.25,0.22
5710e540a9514,52,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#91c01d,154,1,NA       ,0.12,0.12,0.12,0.17,0.12,0.11
5710e60f69205,24,Female,31,no,twoColorsObj,#00FF00,#00FFFF,#008080,744,2,NA       ,0.13,0.13,0.09,0.04,0.16,0.13
5710ee9e58646,25,Female,32,yes,twoColorsObj,#00FF00,#00FFFF,#46ff9c,151,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57110028bc74b,48,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#aeff00,529,5,NA       ,0.11,0.11,0.12,0.17,0.11,0.11
571103343658b,20,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#0080FF,99,2,Sky-Blue ,0.25,0.25,0.21,0.13,0.28,0.25
57112a657ac25,20,Female,24,no,twoColorsObj,#00FF00,#00FFFF,#00FF80,86,2,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
57112b9e10661,64,Female,34,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,63,2,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57112d8509632,45,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#008080,38,1,NA       ,0.13,0.13,0.09,0.04,0.16,0.13
57112da850667,22,Female,47,no,twoColorsObj,#00FF00,#00FFFF,#00FF80,407,3,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
57112da850667,22,Female,47,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,52,5,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57112ebc85ba1,18,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#00caff,194,2,Blue     ,0.17,0.17,0.14,0.06,0.2,0.17
5711300507308,21,Female,13,no,twoColorsObj,#00FF00,#00FFFF,#00ffb7,325,3,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
571130c5cd6e9,24,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,125,5,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
571130d934bda,22,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#00FF80,906,2,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
5711348e42f02,19,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#6effa3,143,4,NA       ,0.08,0.08,0.07,0.1,0.1,0.08
571137a34931a,27,Female,25,no,twoColorsObj,#00FF00,#00FFFF,#B000FF,233,2,NA       ,0.27,0.27,0.24,0.16,0.3,0.27
571137cd27765,18,Female,8,no,twoColorsObj,#00FF00,#00FFFF,#00ffb7,265,1,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
57113d4d93c81,18,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#00ffb7,293,3,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
57113d9cc42b5,21,Female,12,no,twoColorsObj,#00FF00,#00FFFF,#FF0050,55,4,NA       ,0.26,0.26,0.25,0.24,0.27,0.26
57113e6176346,23,Female,30,no,twoColorsObj,#00FF00,#00FFFF,#00FF80,96,2,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
57114ae35c9ec,47,Female,11,no,twoColorsObj,#00FF00,#00FFFF,#6effa3,290,3,NA       ,0.08,0.08,0.07,0.1,0.1,0.08
571153e3025f9,22,Female,11,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,180,3,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
571154184c9bd,47,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#c9b2a2,20,1,NA       ,0.15,0.15,0.13,0.12,0.17,0.14
571163013744e,53,Female,13,no,twoColorsObj,#00FF00,#00FFFF,#00caff,37,3,Blue     ,0.17,0.17,0.14,0.06,0.2,0.17
5711641931da5,20,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,135,3,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
571165992a5c1,67,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#c9ab00,36,3,NA       ,0.16,0.16,0.16,0.19,0.17,0.16
57116853496b5,20,Female,1,no,twoColorsObj,#00FF00,#00FFFF,#6effa3,333,2,NA       ,0.08,0.08,0.07,0.1,0.1,0.08
5711703bd85fc,18,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#00acff,5,2,Cyan     ,0.2,0.2,0.17,0.09,0.23,0.2
5711800f2c5f3,59,Female,31,no,twoColorsObj,#00FF00,#00FFFF,#91c01d,327,2,NA       ,0.12,0.12,0.12,0.17,0.12,0.11
