id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#00FF00,#00FFFF,#46ff9c,151,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
5711231e370f2,twoColorsObj,#00FF00,#00FFFF,#46ff9c,273,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
571151812791a,twoColorsObj,#00FF00,#00FFFF,#FFFF00,71,3,NA       ,0.14,0.14,0.15,0.18,0.15,0.14
5713a02a13044,twoColorsObj,#00FF00,#00FFFF,#008080,115,3,NA       ,0.13,0.13,0.09,0.04,0.16,0.13
572767049ccfa,twoColorsObj,#00FF00,#00FFFF,#FFFFFF,0,1,NA       ,0.15,0.15,0.12,0.09,0.17,0.14
572c85675a5ef,twoColorsObj,#00FF00,#00FFFF,#00ffb7,491,4,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
5739ff85289b2,twoColorsObj,#00FF00,#00FFFF,#FAFF00,13,4,NA       ,0.14,0.14,0.15,0.18,0.14,0.14
573a059da0efd,twoColorsObj,#00FF00,#00FFFF,#EFFF00,259,5,NA       ,0.14,0.14,0.14,0.18,0.14,0.13
573c70dabcfe0,twoColorsObj,#00FF00,#00FFFF,#008788,62,2,Cyan     ,0.13,0.13,0.09,0.04,0.16,0.13
573c783748e8b,twoColorsObj,#00FF00,#00FFFF,#00FF6B,59,3,NA       ,0.06,0.06,0.07,0.13,0.07,0.05
573e4022949b1,twoColorsObj,#00FF00,#00FFFF,#8342FF,163,2,NA       ,0.28,0.28,0.24,0.16,0.31,0.27
573e47c26cb8e,twoColorsObj,#00FF00,#00FFFF,#798DAB,93,2,NA       ,0.16,0.16,0.13,0.07,0.19,0.16
573e4d0eb795b,twoColorsObj,#00FF00,#00FFFF,#D9FF00,246,4,NA       ,0.13,0.13,0.13,0.18,0.13,0.12
573edae85268b,twoColorsObj,#00FF00,#00FFFF,#00FFC0,515,4,NA       ,0.08,0.08,0.06,0.07,0.11,0.08
5740a8b59d448,twoColorsObj,#00FF00,#00FFFF,#00A89E,205,3,NA       ,0.12,0.12,0.08,0.04,0.15,0.11
5740ad339507d,twoColorsObj,#00FF00,#00FFFF,#008788,14,3,Cyan     ,0.13,0.13,0.09,0.04,0.16,0.13
5740b0f8e9734,twoColorsObj,#00FF00,#00FFFF,#008788,45,5,Cyan     ,0.13,0.13,0.09,0.04,0.16,0.13
5740b686127bb,twoColorsObj,#00FF00,#00FFFF,#00B146,70,4,NA       ,0.06,0.06,0.08,0.14,0.06,0.06
5740bda9be3dc,twoColorsObj,#00FF00,#00FFFF,#EFFF00,282,5,NA       ,0.14,0.14,0.14,0.18,0.14,0.13
5740e3f36a945,twoColorsObj,#00FF00,#00FFFF,#008788,28,1,Cyan     ,0.13,0.13,0.09,0.04,0.16,0.13
574859b8f3379,twoColorsObj,#00FF00,#00FFFF,#008788,23,3,Cyan     ,0.13,0.13,0.09,0.04,0.16,0.13
5756ab1701ba0,twoColorsObj,#00FF00,#00FFFF,#D9FF00,291,5,NA       ,0.13,0.13,0.13,0.18,0.13,0.12
5756ae6897296,twoColorsObj,#00FF00,#00FFFF,#00FFC0,85,5,NA       ,0.08,0.08,0.06,0.07,0.11,0.08
5756b2d9bd658,twoColorsObj,#00FF00,#00FFFF,#00FF9C,156,4,NA       ,0.06,0.06,0.05,0.1,0.09,0.06
5757fd2703090,twoColorsObj,#00FF00,#00FFFF,#00FF9C,39,5,NA       ,0.06,0.06,0.05,0.1,0.09,0.06
5757ffca0b4b1,twoColorsObj,#00FF00,#00FFFF,#00ABA2,50,2,NA       ,0.12,0.12,0.08,0.04,0.15,0.12
57581518c2c07,twoColorsObj,#00FF00,#00FFFF,#749300,82,4,NA       ,0.12,0.12,0.13,0.18,0.12,0.12
57582b17cd76a,twoColorsObj,#00FF00,#00FFFF,#00FFC5,25,4,NA       ,0.09,0.09,0.06,0.06,0.11,0.08
