id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#00FFFF,#FF00FF,#B000FF,379,3,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
5711231e370f2,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,294,2,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
571151812791a,twoColorsObj,#00FFFF,#FF00FF,#FB0080,259,1,NA       ,0.37,0.37,0.22,0.14,0.23,0.14
5713a02a13044,twoColorsObj,#00FFFF,#FF00FF,#7d93a6,153,2,NA       ,0.32,0.32,0.1,0.06,0.16,0.07
572767049ccfa,twoColorsObj,#00FFFF,#FF00FF,#51DF00,633,3,Yellow   ,0.49,0.49,0.26,0.24,0.33,0.24
572c85675a5ef,twoColorsObj,#00FFFF,#FF00FF,#00ffb7,359,2,NA       ,0.39,0.39,0.16,0.14,0.23,0.15
5739ff85289b2,twoColorsObj,#00FFFF,#FF00FF,#8342FF,169,2,NA       ,0.18,0.18,0.07,0.08,0.02,0.08
573a059da0efd,twoColorsObj,#00FFFF,#FF00FF,#FFFFFF,79,1,NA       ,0.35,0.35,0.14,0.09,0.19,0.09
573c70dabcfe0,twoColorsObj,#00FFFF,#FF00FF,#6500FF,185,4,Navy-Blue,0.15,0.15,0.1,0.12,0.02,0.12
573c783748e8b,twoColorsObj,#00FFFF,#FF00FF,#006C84,14,3,Cyan     ,0.28,0.28,0.05,0.06,0.13,0.07
573e4022949b1,twoColorsObj,#00FFFF,#FF00FF,#E26AA4,128,3,NA       ,0.34,0.34,0.16,0.09,0.18,0.09
573e47c26cb8e,twoColorsObj,#00FFFF,#FF00FF,#798DAB,80,2,NA       ,0.31,0.31,0.09,0.05,0.15,0.06
573e4d0eb795b,twoColorsObj,#00FFFF,#FF00FF,#8342FF,144,4,NA       ,0.18,0.18,0.07,0.08,0.02,0.08
573edae85268b,twoColorsObj,#00FFFF,#FF00FF,#B000FF,894,3,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
5740a8b59d448,twoColorsObj,#00FFFF,#FF00FF,#8342FF,189,4,NA       ,0.18,0.18,0.07,0.08,0.02,0.08
5740ad339507d,twoColorsObj,#00FFFF,#FF00FF,#978900,287,2,NA       ,0.46,0.46,0.25,0.2,0.31,0.21
5740b0f8e9734,twoColorsObj,#00FFFF,#FF00FF,#9700FF,171,5,NA       ,0.18,0.18,0.08,0.08,0.02,0.08
5740b686127bb,twoColorsObj,#00FFFF,#FF00FF,#6500FF,138,4,Navy-Blue,0.15,0.15,0.1,0.12,0.02,0.12
5740bda9be3dc,twoColorsObj,#00FFFF,#FF00FF,#9C66C4,305,5,NA       ,0.26,0.26,0.08,0,0.1,0.01
5740e3f36a945,twoColorsObj,#00FFFF,#FF00FF,#6500FF,145,2,Navy-Blue,0.15,0.15,0.1,0.12,0.02,0.12
574859b8f3379,twoColorsObj,#00FFFF,#FF00FF,#9C66C4,2389,2,NA       ,0.26,0.26,0.08,0,0.1,0.01
5756ab1701ba0,twoColorsObj,#00FFFF,#FF00FF,#B00084,187,5,NA       ,0.31,0.31,0.16,0.08,0.16,0.07
5756ae6897296,twoColorsObj,#00FFFF,#FF00FF,#B000FF,251,4,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
5756b2d9bd658,twoColorsObj,#00FFFF,#FF00FF,#9700FF,167,4,NA       ,0.18,0.18,0.08,0.08,0.02,0.08
5757fd2703090,twoColorsObj,#00FFFF,#FF00FF,#FFFFFF,317,2,NA       ,0.35,0.35,0.14,0.09,0.19,0.09
5757ffca0b4b1,twoColorsObj,#00FFFF,#FF00FF,#B20084,178,4,NA       ,0.31,0.31,0.16,0.08,0.16,0.07
57581518c2c07,twoColorsObj,#00FFFF,#FF00FF,#9E5DC8,71,5,NA       ,0.25,0.25,0.08,0.01,0.09,0.01
57582b17cd76a,twoColorsObj,#00FFFF,#FF00FF,#E963FF,274,2,NA       ,0.26,0.26,0.1,0.02,0.1,0.01
