id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57112cb820ea5,18,Male,2,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,723,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57112ce735a14,19,Male,6,no,twoColorsObj,#00FFFF,#FF00FF,#0000FF,160,4,Navy-Blue,0.12,0.12,0.11,0.15,0.05,0.15
57112ebc85ba1,18,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,99,4,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57112efa50be6,19,Male,7,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,126,2,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
5711348e42f02,19,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#ca8aaa,245,4,NA       ,0.34,0.34,0.14,0.08,0.18,0.08
57113d4d93c81,18,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#ab00ff,70,4,NA       ,0.19,0.19,0.08,0.07,0.04,0.07
5711703bd85fc,18,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#008080,79,3,NA       ,0.33,0.33,0.09,0.09,0.17,0.1
57127cb3ab1fe,1,Male,12,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,66,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
5712a254e00f7,18,Female,18,no,twoColorsObj,#00FFFF,#FF00FF,#7f00ff,147,4,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
5734d89183dab,19,Female,29,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,390,2,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
5734e397122ce,19,Male,6,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,269,2,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
5736048bb110b,19,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#ca8aaa,155,5,NA       ,0.34,0.34,0.14,0.08,0.18,0.08
573634984323e,19,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#ffa6a6,1099,1,NA       ,0.37,0.37,0.18,0.12,0.22,0.12
57366c199283c,19,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#ffa6a6,56,3,NA       ,0.37,0.37,0.18,0.12,0.22,0.12
57427cf6bad0c,19,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,52,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
5744dce84ffa5,16,Male,13,no,twoColorsObj,#00FFFF,#FF00FF,#FFFF00,722,1,NA       ,0.47,0.47,0.25,0.21,0.31,0.21
574511e99b6d9,19,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#8000FF,241,2,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
5745350dc1e22,19,Female,31,no,twoColorsObj,#00FFFF,#FF00FF,#ab00ff,436,3,NA       ,0.19,0.19,0.08,0.07,0.04,0.07
5745c1c07cc0c,18,Other,31,no,twoColorsObj,#00FFFF,#FF00FF,#00caff,995,2,Blue     ,0.28,0.28,0.05,0.06,0.13,0.07
5745f6f039dc9,15,Male,33,no,twoColorsObj,#00FFFF,#FF00FF,#FFFFFF,0,5,NA       ,0.35,0.35,0.14,0.09,0.19,0.09
574628a9e94a1,18,Male,4,no,twoColorsObj,#00FFFF,#FF00FF,#008080,873,2,NA       ,0.33,0.33,0.09,0.09,0.17,0.1
5710cbc5f0ea4,23,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#7f00ff,363,5,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
5710cc2b8a642,24,Male,16,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,96,4,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
5710cc5a7829c,27,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#ab00ff,99,4,NA       ,0.19,0.19,0.08,0.07,0.04,0.07
5710cd0a515bb,25,Male,7,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,840,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
5710cd99df604,23,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#c9b2a2,452,5,NA       ,0.37,0.37,0.16,0.11,0.21,0.11
5710ce6c1308c,23,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,438,2,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
5710ceb320fdf,23,Male,15,no,twoColorsObj,#00FFFF,#FF00FF,#0000FF,89,2,Navy-Blue,0.12,0.12,0.11,0.15,0.05,0.15
5710cf445718e,25,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#B000FF,166,3,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
5710d140b7c5a,26,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#FF9F00,272,5,NA       ,0.46,0.46,0.26,0.2,0.3,0.2
5710d71ff24c3,20,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#5792ff,82,4,Sky-Blue ,0.23,0.23,0.03,0.05,0.08,0.06
5710e60f69205,24,Female,31,no,twoColorsObj,#00FFFF,#FF00FF,#B000FF,80,4,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
5710e9f31cdc4,21,Male,3,no,twoColorsObj,#00FFFF,#FF00FF,#0000FF,705,1,Navy-Blue,0.12,0.12,0.11,0.15,0.05,0.15
5710ee9e58646,25,Female,32,yes,twoColorsObj,#00FFFF,#FF00FF,#B000FF,379,3,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
571103343658b,20,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,92,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57111f6c42412,22,Male,34,no,twoColorsObj,#00FFFF,#FF00FF,#800080,532,3,NA       ,0.25,0.25,0.11,0.04,0.1,0.03
5711231e370f2,24,Male,32,yes,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,294,2,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57112a657ac25,20,Female,24,no,twoColorsObj,#00FFFF,#FF00FF,#ff0087,222,2,NA       ,0.37,0.37,0.21,0.14,0.22,0.13
57112da850667,22,Female,47,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,126,4,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
57112da850667,22,Female,47,no,twoColorsObj,#00FFFF,#FF00FF,#ab00ff,105,3,NA       ,0.19,0.19,0.08,0.07,0.04,0.07
57112de7f0c00,24,Male,3,no,twoColorsObj,#00FFFF,#FF00FF,#8000FF,47,4,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
5711300507308,21,Female,13,no,twoColorsObj,#00FFFF,#FF00FF,#ca8aaa,281,1,NA       ,0.34,0.34,0.14,0.08,0.18,0.08
571130c5cd6e9,24,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#800080,225,5,NA       ,0.25,0.25,0.11,0.04,0.1,0.03
571130d934bda,22,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#7f00ff,99,4,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
57113163e6fb1,20,Female,10,no,twoColorsObj,#00FFFF,#FF00FF,#ca8aaa,168,5,NA       ,0.34,0.34,0.14,0.08,0.18,0.08
5711338142ff8,23,Male,5,no,twoColorsObj,#00FFFF,#FF00FF,#B1FF00,133,3,NA       ,0.48,0.48,0.25,0.22,0.32,0.22
57113a5534205,22,Male,31,no,twoColorsObj,#00FFFF,#FF00FF,#c9b2a2,320,2,NA       ,0.37,0.37,0.16,0.11,0.21,0.11
57113b7f16c4b,22,Male,31,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,147,4,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57113b9642c48,21,Female,9,no,twoColorsObj,#00FFFF,#FF00FF,#800080,310,5,NA       ,0.25,0.25,0.11,0.04,0.1,0.03
57113de4aed1a,21,Male,31,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,126,3,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
57113e6176346,23,Female,30,no,twoColorsObj,#00FFFF,#FF00FF,#7d93a6,71,2,NA       ,0.32,0.32,0.1,0.06,0.16,0.07
57114d8a4c057,22,Male,9,no,twoColorsObj,#00FFFF,#FF00FF,#00FF80,45,2,NA       ,0.44,0.44,0.21,0.19,0.28,0.2
571151812791a,20,Male,32,yes,twoColorsObj,#00FFFF,#FF00FF,#FB0080,259,1,NA       ,0.37,0.37,0.22,0.14,0.23,0.14
571153e3025f9,22,Female,11,no,twoColorsObj,#00FFFF,#FF00FF,#FF0050,309,3,NA       ,0.42,0.42,0.27,0.19,0.28,0.19
5711641931da5,20,Female,32,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,155,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57116b9b879bf,20,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#FF8080,102,3,NA       ,0.39,0.39,0.21,0.14,0.24,0.14
57119224388ef,24,Male,31,no,twoColorsObj,#00FFFF,#FF00FF,#008080,64,5,NA       ,0.33,0.33,0.09,0.09,0.17,0.1
5711ace2ee7ed,24,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,133,4,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
5711cbde51bb0,24,Male,31,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,160,2,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
