id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#7f00ff,363,5,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
5710cc2b8a642,24,Male,16,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,96,4,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
5710cc5a7829c,27,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#ab00ff,99,4,NA       ,0.19,0.19,0.08,0.07,0.04,0.07
5710cd0a515bb,25,Male,7,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,840,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
5710ceb320fdf,23,Male,15,no,twoColorsObj,#00FFFF,#FF00FF,#0000FF,89,2,Navy-Blue,0.12,0.12,0.11,0.15,0.05,0.15
5710cf445718e,25,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#B000FF,166,3,NA       ,0.2,0.2,0.08,0.07,0.04,0.06
5710d140b7c5a,26,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#FF9F00,272,5,NA       ,0.46,0.46,0.26,0.2,0.3,0.2
5710d28fec2d1,30,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#00acff,42,1,Cyan     ,0.25,0.25,0.02,0.06,0.1,0.07
5710e9f31cdc4,21,Male,3,no,twoColorsObj,#00FFFF,#FF00FF,#0000FF,705,1,Navy-Blue,0.12,0.12,0.11,0.15,0.05,0.15
5711106ab212a,33,Male,32,no,twoColorsObj,#00FFFF,#FF00FF,#800080,225,3,NA       ,0.25,0.25,0.11,0.04,0.1,0.03
5711148c11035,35,Male,22,no,twoColorsObj,#00FFFF,#FF00FF,#8080FF,503,3,NA       ,0.22,0.22,0.05,0.05,0.07,0.05
57111f6c42412,22,Male,34,no,twoColorsObj,#00FFFF,#FF00FF,#800080,532,3,NA       ,0.25,0.25,0.11,0.04,0.1,0.03
5711231e370f2,24,Male,32,yes,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,294,2,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57112cb820ea5,18,Male,2,no,twoColorsObj,#00FFFF,#FF00FF,#c6aeff,723,3,NA       ,0.29,0.29,0.09,0.03,0.13,0.04
57112ce735a14,19,Male,6,no,twoColorsObj,#00FFFF,#FF00FF,#0000FF,160,4,Navy-Blue,0.12,0.12,0.11,0.15,0.05,0.15
57112de7f0c00,24,Male,3,no,twoColorsObj,#00FFFF,#FF00FF,#8000FF,47,4,NA       ,0.16,0.16,0.09,0.1,0.01,0.1
