id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,twoColorsObj,#00FF00,#0000FF,#008080,1061,2,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5710cc5a7829c,27,Male,32,no,twoColorsObj,#00FF00,#0000FF,#00caff,594,4,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
5710ceb320fdf,23,Male,15,no,twoColorsObj,#00FF00,#0000FF,#0000FF,89,5,Navy-Blue,0.19,0.19,0.09,0.15,0.19,0.19
5710cf445718e,25,Male,32,no,twoColorsObj,#00FF00,#0000FF,#8000FF,207,4,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
5710d140b7c5a,26,Male,32,no,twoColorsObj,#00FF00,#0000FF,#c6aeff,138,3,NA       ,0.09,0.09,0.1,0.08,0.09,0.03
5710d28fec2d1,30,Male,32,no,twoColorsObj,#00FF00,#0000FF,#ab00ff,111,1,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
5710d9dcc23f0,21,Male,18,no,twoColorsObj,#00FF00,#0000FF,#00FFFF,85,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5710dc0f49c60,22,Male,11,no,twoColorsObj,#00FF00,#0000FF,#00ffb7,429,4,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
5711106ab212a,33,Male,32,no,twoColorsObj,#00FF00,#0000FF,#008080,486,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57111f6c42412,22,Male,34,no,twoColorsObj,#00FF00,#0000FF,#ab00ff,187,5,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
5711231e370f2,24,Male,32,yes,twoColorsObj,#00FF00,#0000FF,#91c01d,512,3,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
571123dc69a60,21,Male,4,no,twoColorsObj,#00FF00,#0000FF,#00ffb7,287,3,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
57112ce735a14,19,Male,6,no,twoColorsObj,#00FF00,#0000FF,#00FFFF,420,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57113a5534205,22,Male,31,no,twoColorsObj,#00FF00,#0000FF,#46ff9c,223,4,NA       ,0.11,0.11,0.2,0.15,0.11,0.11
57113b7f16c4b,22,Male,31,no,twoColorsObj,#00FF00,#0000FF,#7d93a6,871,2,NA       ,0.07,0.07,0.12,0.08,0.07,0.01
57113de4aed1a,21,Male,31,no,twoColorsObj,#00FF00,#0000FF,#FFFF00,322,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
571151812791a,20,Male,32,yes,twoColorsObj,#00FF00,#0000FF,#FFFF00,310,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
571153ca15566,32,Male,32,no,twoColorsObj,#00FF00,#0000FF,#91c01d,195,3,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
571158157bb3c,20,Male,4,no,twoColorsObj,#00FF00,#0000FF,#008080,122,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57116b9b879bf,20,Male,32,no,twoColorsObj,#00FF00,#0000FF,#FFFF00,388,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5711760a3dfe0,21,Male,8,no,twoColorsObj,#00FF00,#0000FF,#00ffb7,97,5,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
57119224388ef,24,Male,31,no,twoColorsObj,#00FF00,#0000FF,#00caff,128,5,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
