id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cc5a7829c,twoColorsObj,#00FF00,#0000FF,#00caff,594,4,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
5710cd99df604,twoColorsObj,#00FF00,#0000FF,#7d93a6,62,3,NA       ,0.07,0.07,0.12,0.08,0.07,0.01
5710ce6c1308c,twoColorsObj,#00FF00,#0000FF,#008080,522,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5710ceb320fdf,twoColorsObj,#00FF00,#0000FF,#0000FF,89,5,Navy-Blue,0.19,0.19,0.09,0.15,0.19,0.19
5710cf445718e,twoColorsObj,#00FF00,#0000FF,#8000FF,207,4,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
5710d140b7c5a,twoColorsObj,#00FF00,#0000FF,#c6aeff,138,3,NA       ,0.09,0.09,0.1,0.08,0.09,0.03
5710d28fec2d1,twoColorsObj,#00FF00,#0000FF,#ab00ff,111,1,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
5710d71ff24c3,twoColorsObj,#00FF00,#0000FF,#008080,247,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5710d9dcc23f0,twoColorsObj,#00FF00,#0000FF,#00FFFF,85,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5710dc0f49c60,twoColorsObj,#00FF00,#0000FF,#00ffb7,429,4,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
5710e540a9514,twoColorsObj,#00FF00,#0000FF,#91c01d,176,1,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
5710e60f69205,twoColorsObj,#00FF00,#0000FF,#0000FF,561,1,Navy-Blue,0.19,0.19,0.09,0.15,0.19,0.19
57110028bc74b,twoColorsObj,#00FF00,#0000FF,#808000,309,2,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
571103343658b,twoColorsObj,#00FF00,#0000FF,#008080,55,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5711106ab212a,twoColorsObj,#00FF00,#0000FF,#008080,486,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57111f6c42412,twoColorsObj,#00FF00,#0000FF,#ab00ff,187,5,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
57112a657ac25,twoColorsObj,#00FF00,#0000FF,#008080,493,1,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57112b9e10661,twoColorsObj,#00FF00,#0000FF,#FFFF00,75,2,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57112b9e10661,twoColorsObj,#00FF00,#0000FF,#FFFFFF,0,4,NA       ,0.1,0.1,0.15,0.11,0.1,0.04
57112ce735a14,twoColorsObj,#00FF00,#0000FF,#00FFFF,420,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57112d8509632,twoColorsObj,#00FF00,#0000FF,#00FFFF,78,1,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57112da850667,twoColorsObj,#00FF00,#0000FF,#0080FF,678,1,Sky-Blue ,0.12,0.12,0.02,0.08,0.12,0.11
57112e8f42ab6,twoColorsObj,#00FF00,#0000FF,#FFFF00,53,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57112ebc85ba1,twoColorsObj,#00FF00,#0000FF,#91c01d,160,2,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
57112f57403ee,twoColorsObj,#00FF00,#0000FF,#808000,380,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
571130c5cd6e9,twoColorsObj,#00FF00,#0000FF,#008080,98,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
571130d934bda,twoColorsObj,#00FF00,#0000FF,#00caff,147,2,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
5711348e42f02,twoColorsObj,#00FF00,#0000FF,#46ff9c,121,4,NA       ,0.11,0.11,0.2,0.15,0.11,0.11
571137a34931a,twoColorsObj,#00FF00,#0000FF,#B000FF,368,2,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
57113ce1334e0,twoColorsObj,#00FF00,#0000FF,#808000,479,2,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57113d4d93c81,twoColorsObj,#00FF00,#0000FF,#7f00ff,29,4,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
57113de4aed1a,twoColorsObj,#00FF00,#0000FF,#FFFF00,322,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57113e6176346,twoColorsObj,#00FF00,#0000FF,#91c01d,148,2,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
571153ca15566,twoColorsObj,#00FF00,#0000FF,#91c01d,195,3,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
571154184c9bd,twoColorsObj,#00FF00,#0000FF,#008080,74,1,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
571158157bb3c,twoColorsObj,#00FF00,#0000FF,#008080,122,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5711641931da5,twoColorsObj,#00FF00,#0000FF,#808000,30,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
571165992a5c1,twoColorsObj,#00FF00,#0000FF,#FF9F00,402,2,NA       ,0.22,0.22,0.28,0.24,0.22,0.17
57116b9b879bf,twoColorsObj,#00FF00,#0000FF,#FFFF00,388,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5711703bd85fc,twoColorsObj,#00FF00,#0000FF,#5792ff,1,5,Sky-Blue ,0.09,0.09,0.03,0.06,0.09,0.08
5711760a3dfe0,twoColorsObj,#00FF00,#0000FF,#00ffb7,97,5,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
5711800f2c5f3,twoColorsObj,#00FF00,#0000FF,#7f00ff,128,3,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
571183866d73f,twoColorsObj,#00FF00,#0000FF,#008080,94,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57119224388ef,twoColorsObj,#00FF00,#0000FF,#00caff,128,5,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
5711ace2ee7ed,twoColorsObj,#00FF00,#0000FF,#008080,563,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5711cbde51bb0,twoColorsObj,#00FF00,#0000FF,#46ff9c,155,3,NA       ,0.11,0.11,0.2,0.15,0.11,0.11
571210e10d88b,twoColorsObj,#00FF00,#0000FF,#6effa3,795,3,NA       ,0.11,0.11,0.2,0.14,0.11,0.1
571214121717c,twoColorsObj,#00FF00,#0000FF,#91c01d,125,1,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
5712197fbccd5,twoColorsObj,#00FF00,#0000FF,#808000,15,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57121e2a63601,twoColorsObj,#00FF00,#0000FF,#00acff,713,3,Cyan     ,0.07,0.07,0.04,0.03,0.07,0.07
57123bec83e8e,twoColorsObj,#00FF00,#0000FF,#FFFFFF,23,4,NA       ,0.1,0.1,0.15,0.11,0.1,0.04
57123e4050550,twoColorsObj,#00FF00,#0000FF,#008080,259,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57123e4050550,twoColorsObj,#00FF00,#0000FF,#008080,511,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
571247f66fb51,twoColorsObj,#00FF00,#0000FF,#00FFFF,369,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
571252e6d2e70,twoColorsObj,#00FF00,#0000FF,#808000,642,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
571260c120253,twoColorsObj,#00FF00,#0000FF,#00FF80,203,3,NA       ,0.13,0.13,0.23,0.17,0.13,0.14
57127bcfaafb0,twoColorsObj,#00FF00,#0000FF,#808000,631,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57127cb3ab1fe,twoColorsObj,#00FF00,#0000FF,#008080,1478,2,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5712a254e00f7,twoColorsObj,#00FF00,#0000FF,#91c01d,219,3,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
5712a47f6f8a6,twoColorsObj,#00FF00,#0000FF,#ff0087,675,2,NA       ,0.2,0.2,0.22,0.2,0.2,0.13
5712bd55a8a13,twoColorsObj,#00FF00,#0000FF,#800080,283,3,NA       ,0.14,0.14,0.11,0.12,0.14,0.08
5712c1176d5f8,twoColorsObj,#00FF00,#0000FF,#00ffb7,714,4,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
5712c2b021f58,twoColorsObj,#00FF00,#0000FF,#008080,341,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5712c57f97f25,twoColorsObj,#00FF00,#0000FF,#008080,185,2,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5712d9bc0cae3,twoColorsObj,#00FF00,#0000FF,#c9ab00,133,4,NA       ,0.2,0.2,0.27,0.23,0.2,0.16
5713923c1bbc7,twoColorsObj,#00FF00,#0000FF,#008080,74,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5713aa57bebec,twoColorsObj,#00FF00,#0000FF,#808000,30,2,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5713b10383207,twoColorsObj,#00FF00,#0000FF,#FFFF00,40,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5713dd915ca28,twoColorsObj,#00FF00,#0000FF,#7f00ff,313,1,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
5713fc80c942a,twoColorsObj,#00FF00,#0000FF,#808000,466,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57142079d871e,twoColorsObj,#00FF00,#0000FF,#808080,107,1,NA       ,0.1,0.1,0.15,0.11,0.1,0.04
5714d563c6e52,twoColorsObj,#00FF00,#0000FF,#FFFF00,335,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5714dc153397f,twoColorsObj,#00FF00,#0000FF,#808000,324,1,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57153d9a56ce0,twoColorsObj,#00FF00,#0000FF,#FF9F00,295,5,NA       ,0.22,0.22,0.28,0.24,0.22,0.17
57153eb9b4bed,twoColorsObj,#00FF00,#0000FF,#46ff9c,327,5,NA       ,0.11,0.11,0.2,0.15,0.11,0.11
5716e9900f6ea,twoColorsObj,#00FF00,#0000FF,#008080,144,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57190633f233f,twoColorsObj,#00FF00,#0000FF,#8000FF,545,2,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
572106a31c230,twoColorsObj,#00FF00,#0000FF,#8000FF,357,3,NA       ,0.16,0.16,0.07,0.12,0.16,0.15
5727d86840dc8,twoColorsObj,#00FF00,#0000FF,#FFFF00,75,5,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5727e49793f7b,twoColorsObj,#00FF00,#0000FF,#FFFF00,16,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5734918f46823,twoColorsObj,#00FF00,#0000FF,#008080,450,1,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5734d89183dab,twoColorsObj,#00FF00,#0000FF,#008080,85,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5735d3455a84c,twoColorsObj,#00FF00,#0000FF,#FFFF00,26,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5736048bb110b,twoColorsObj,#00FF00,#0000FF,#FFFF00,321,5,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
573634984323e,twoColorsObj,#00FF00,#0000FF,#46ff9c,91,4,NA       ,0.11,0.11,0.2,0.15,0.11,0.11
57363b3954a26,twoColorsObj,#00FF00,#0000FF,#008080,132,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
573664e1a4a96,twoColorsObj,#00FF00,#0000FF,#008080,42,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57366c199283c,twoColorsObj,#00FF00,#0000FF,#B000FF,76,1,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
5738cf3d97a58,twoColorsObj,#00FF00,#0000FF,#FFFF00,44,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
57427cf6bad0c,twoColorsObj,#00FF00,#0000FF,#00ffb7,243,3,NA       ,0.08,0.08,0.18,0.12,0.08,0.09
574297edae49c,twoColorsObj,#00FF00,#0000FF,#008080,370,1,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
574511e99b6d9,twoColorsObj,#00FF00,#0000FF,#008080,507,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
57451c3b38192,twoColorsObj,#00FF00,#0000FF,#008080,593,3,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5745350dc1e22,twoColorsObj,#00FF00,#0000FF,#91c01d,706,3,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
5745500f6e643,twoColorsObj,#00FF00,#0000FF,#6effa3,831,2,NA       ,0.11,0.11,0.2,0.14,0.11,0.1
57459c393bbd0,twoColorsObj,#00FF00,#0000FF,#00FFFF,82,4,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5745b5cbe3caa,twoColorsObj,#00FF00,#0000FF,#00caff,2094,3,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
5745c1c07cc0c,twoColorsObj,#00FF00,#0000FF,#00FF80,211,3,NA       ,0.13,0.13,0.23,0.17,0.13,0.14
5745f6f039dc9,twoColorsObj,#00FF00,#0000FF,#FFFFFF,0,4,NA       ,0.1,0.1,0.15,0.11,0.1,0.04
5749c6a70055f,twoColorsObj,#00FF00,#0000FF,#FFFFFF,0,1,NA       ,0.1,0.1,0.15,0.11,0.1,0.04
