id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710ee9e58646,twoColorsObj,#00FF00,#0000FF,#00caff,281,4,Blue     ,0.05,0.05,0.07,0.03,0.05,0.05
5711231e370f2,twoColorsObj,#00FF00,#0000FF,#91c01d,512,3,NA       ,0.18,0.18,0.27,0.22,0.18,0.17
571151812791a,twoColorsObj,#00FF00,#0000FF,#FFFF00,310,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
5713a02a13044,twoColorsObj,#00FF00,#0000FF,#B000FF,176,2,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
572767049ccfa,twoColorsObj,#00FF00,#0000FF,#F000FF,257,2,NA       ,0.14,0.14,0.11,0.12,0.14,0.09
572c85675a5ef,twoColorsObj,#00FF00,#0000FF,#00FFFF,500,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5739ff85289b2,twoColorsObj,#00FF00,#0000FF,#FAFF00,45,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.16
573a059da0efd,twoColorsObj,#00FF00,#0000FF,#998077,221,5,NA       ,0.12,0.12,0.18,0.14,0.12,0.07
573c70dabcfe0,twoColorsObj,#00FF00,#0000FF,#006C84,26,3,Cyan     ,0.04,0.04,0.07,0.03,0.04,0.04
573c783748e8b,twoColorsObj,#00FF00,#0000FF,#998077,212,3,NA       ,0.12,0.12,0.18,0.14,0.12,0.07
573e4022949b1,twoColorsObj,#00FF00,#0000FF,#B000FF,344,1,NA       ,0.15,0.15,0.07,0.11,0.15,0.12
573e47c26cb8e,twoColorsObj,#00FF00,#0000FF,#8342FF,85,2,NA       ,0.15,0.15,0.06,0.11,0.15,0.13
573e4d0eb795b,twoColorsObj,#00FF00,#0000FF,#9700FF,134,2,NA       ,0.15,0.15,0.07,0.12,0.15,0.13
573edae85268b,twoColorsObj,#00FF00,#0000FF,#006C84,332,2,Cyan     ,0.04,0.04,0.07,0.03,0.04,0.04
5740a8b59d448,twoColorsObj,#00FF00,#0000FF,#008788,907,2,Cyan     ,0.04,0.04,0.11,0.06,0.04,0.04
5740ad339507d,twoColorsObj,#00FF00,#0000FF,#D9FF00,238,3,NA       ,0.19,0.19,0.27,0.22,0.19,0.17
5740b0f8e9734,twoColorsObj,#00FF00,#0000FF,#978900,342,4,NA       ,0.2,0.2,0.27,0.23,0.2,0.16
5740b686127bb,twoColorsObj,#00FF00,#0000FF,#008788,35,4,Cyan     ,0.04,0.04,0.11,0.06,0.04,0.04
5740bda9be3dc,twoColorsObj,#00FF00,#0000FF,#768F00,372,5,NA       ,0.19,0.19,0.27,0.22,0.19,0.17
5740e3f36a945,twoColorsObj,#00FF00,#0000FF,#006C84,390,2,Cyan     ,0.04,0.04,0.07,0.03,0.04,0.04
574859b8f3379,twoColorsObj,#00FF00,#0000FF,#D9FF00,438,4,NA       ,0.19,0.19,0.27,0.22,0.19,0.17
5756ab1701ba0,twoColorsObj,#00FF00,#0000FF,#D9FF00,289,5,NA       ,0.19,0.19,0.27,0.22,0.19,0.17
5756ae6897296,twoColorsObj,#00FF00,#0000FF,#00FFFF,128,5,NA       ,0.04,0.04,0.12,0.06,0.04,0.04
5756b2d9bd658,twoColorsObj,#00FF00,#0000FF,#006C84,275,4,Cyan     ,0.04,0.04,0.07,0.03,0.04,0.04
5757fd2703090,twoColorsObj,#00FF00,#0000FF,#00B746,29,5,NA       ,0.15,0.15,0.25,0.19,0.15,0.16
5757ffca0b4b1,twoColorsObj,#00FF00,#0000FF,#749300,244,2,NA       ,0.19,0.19,0.27,0.22,0.19,0.17
57581518c2c07,twoColorsObj,#00FF00,#0000FF,#968C00,433,4,NA       ,0.2,0.2,0.27,0.22,0.2,0.16
57582b17cd76a,twoColorsObj,#00FF00,#0000FF,#44E095,65,4,NA       ,0.1,0.1,0.19,0.14,0.1,0.1
