id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8
57113163e6fb1,20,Female,10,no,objTwoColors,#80FF00,249,55,218,5,Blue     ,Green    ,0.57,0.36,0.4,0.16,0.27,0.27,0.34,0.34,0.23,0.33,0.34,0.02,0.77,0.78
5711348e42f02,19,Female,32,no,objTwoColors,#80FF00,234,65,219,4,Blue     ,Yellow   ,0.57,0.09,0.39,0.18,0.25,0.26,0.34,0.35,0.26,0.36,0.35,0.02,0.78,0.77
571137a34931a,27,Female,25,no,objTwoColors,#80FF00,214,53,368,2,Blue     ,Green    ,0.51,0.04,0.26,0.15,0.19,0.23,0.28,0.27,0.15,0.26,0.27,0.1,0.74,0.74
57113d4d93c81,18,Female,32,no,objTwoColors,#80FF00,132,0,129,5,Green    ,Red      ,0.3,0.08,0.3,0.12,0.1,0.11,0.5,0.5,0.58,0.48,0.5,0.81,0.82,0.82
57113d9cc42b5,21,Female,12,no,objTwoColors,#80FF00,0,0,0,3,Red      ,Red      ,0.69,0.39,0.27,0.29,0.37,0.35,0.67,0.67,0.68,0.65,0.67,0.83,0.39,0.4
571153e3025f9,22,Female,11,no,objTwoColors,#80FF00,228,48,91,2,Blue     ,Green    ,0.58,0.05,0.36,0.16,0.25,0.27,0.36,0.36,0.22,0.35,0.36,0.06,0.79,0.78
571154184c9bd,47,Female,32,no,objTwoColors,#80FF00,108,0,29,5,Green    ,Red      ,0.29,0.13,0.31,0.12,0.09,0.11,0.51,0.51,0.59,0.49,0.51,0.83,0.82,0.82
5711641931da5,20,Female,32,no,objTwoColors,#80FF00,53,194,189,5,Green    ,Sky-Blue ,0.49,0.04,0.21,0.12,0.13,0.17,0.56,0.56,0.67,0.58,0.56,0.84,0.38,0.39
571165992a5c1,67,Female,32,no,objTwoColors,#80FF00,234,54,375,2,Blue     ,Green    ,0.57,0.06,0.39,0.16,0.26,0.27,0.34,0.34,0.22,0.33,0.34,0.02,0.79,0.78
57116ce8cf9e5,50,Female,7,no,objTwoColors,#80FF00,0,121,174,2,Red      ,Green    ,0.56,0.1,0.27,0.12,0.09,0.1,0.54,0.55,0.62,0.56,0.55,0.7,0.24,0.25
5711703bd85fc,18,Female,32,no,objTwoColors,#80FF00,249,65,442,5,Blue     ,Yellow   ,0.57,0.36,0.4,0.18,0.26,0.27,0.34,0.35,0.26,0.36,0.35,0.02,0.77,0.77
5711800f2c5f3,59,Female,31,no,objTwoColors,#80FF00,184,55,121,3,Blue     ,Green    ,0.32,0.05,0.16,0.1,0.11,0.14,0.09,0.09,0.06,0.08,0.09,0.27,0.64,0.65
571183866d73f,48,Female,32,no,objTwoColors,#80FF00,217,55,137,5,Blue     ,Green    ,0.51,0.04,0.28,0.15,0.19,0.23,0.28,0.28,0.17,0.27,0.28,0.07,0.74,0.75
5712197fbccd5,24,Female,32,no,objTwoColors,#80FF00,0,67,118,4,Red      ,Yellow   ,0.44,0.24,0.27,0.15,0.22,0.17,0.42,0.42,0.49,0.43,0.42,0.58,0.21,0.22
57123e4050550,20,Female,40,no,objTwoColors,#80FF00,199,58,109,4,Navy-Blue,Green    ,0.4,0.04,0.18,0.13,0.14,0.17,0.17,0.17,0.08,0.17,0.17,0.17,0.68,0.69
571245dfd5f63,24,Female,8,no,objTwoColors,#80FF00,97,0,143,4,Green    ,Red      ,0.28,0.16,0.3,0.12,0.12,0.12,0.51,0.51,0.59,0.49,0.51,0.82,0.8,0.8
571252e6d2e70,31,Female,32,no,objTwoColors,#80FF00,57,180,221,5,Green    ,Blue     ,0.4,0.05,0.22,0.1,0.1,0.13,0.48,0.49,0.6,0.5,0.49,0.77,0.32,0.33
57127bcfaafb0,22,Female,32,no,objTwoColors,#80FF00,55,188,111,4,Green    ,Cyan     ,0.45,0.05,0.22,0.11,0.12,0.15,0.52,0.53,0.64,0.53,0.53,0.81,0.35,0.36
571289ef76e18,55,Female,31,no,objTwoColors,#80FF00,249,58,214,5,Blue     ,Green    ,0.56,0.36,0.4,0.17,0.26,0.27,0.33,0.33,0.24,0.33,0.33,0.01,0.77,0.78
571290e28820b,43,Female,10,no,objTwoColors,#80FF00,50,196,80,5,Green    ,LI-Blue  ,0.52,0.04,0.2,0.12,0.14,0.18,0.58,0.59,0.68,0.59,0.59,0.86,0.38,0.38
5712bd55a8a13,27,Female,32,no,objTwoColors,#80FF00,91,0,150,3,Green    ,Red      ,0.3,0.17,0.29,0.13,0.16,0.13,0.5,0.5,0.58,0.48,0.5,0.82,0.78,0.79
5712c2b021f58,22,Female,32,no,objTwoColors,#80FF00,182,57,147,5,Blue     ,Green    ,0.29,0.05,0.16,0.1,0.1,0.13,0.07,0.07,0.07,0.07,0.07,0.27,0.64,0.65
5712c57f97f25,25,Female,31,no,objTwoColors,#80FF00,115,65,159,4,Green    ,Yellow   ,0.04,0,0.31,0.05,0.01,0.02,0.26,0.27,0.4,0.28,0.27,0.57,0.65,0.65
5712d9bc0cae3,20,Female,7,no,objTwoColors,#80FF00,107,94,545,5,Green    ,Green    ,0.13,0.03,0.31,0.07,0.04,0.07,0.35,0.36,0.49,0.37,0.36,0.67,0.66,0.65
5713923c1bbc7,24,Female,27,no,objTwoColors,#80FF00,172,204,217,2,Green    ,Navy-Blue,0.62,0.31,0.25,0.25,0.3,0.32,0.4,0.42,0.51,0.41,0.42,0.71,0.6,0.6
5713a02a13044,24,Female,32,yes,objTwoColors,#80FF00,150,0,326,2,Teal     ,Red      ,0.37,0.05,0.25,0.14,0.14,0.12,0.42,0.42,0.5,0.4,0.42,0.73,0.8,0.8
5713dd915ca28,24,Female,20,no,objTwoColors,#80FF00,190,57,207,2,Sky-Blue ,Green    ,0.34,0.04,0.16,0.11,0.12,0.15,0.11,0.11,0.03,0.11,0.11,0.22,0.65,0.66
5713fc80c942a,23,Female,32,no,objTwoColors,#80FF00,63,179,270,5,Green    ,Blue     ,0.38,0.05,0.24,0.11,0.1,0.12,0.48,0.48,0.58,0.49,0.48,0.77,0.33,0.34
57149713464b1,51,Female,32,no,objTwoColors,#80FF00,0,0,0,1,Red      ,Red      ,0.69,0.39,0.27,0.29,0.37,0.35,0.67,0.67,0.68,0.65,0.67,0.83,0.39,0.4
57153eb9b4bed,35,Female,31,no,objTwoColors,#80FF00,0,102,102,3,Red      ,Green    ,0.55,0.14,0.27,0.12,0.09,0.11,0.53,0.53,0.6,0.54,0.53,0.69,0.23,0.24
5715ea836193d,83,Female,3,no,objTwoColors,#80FF00,189,58,363,1,Cyan     ,Green    ,0.33,0.04,0.16,0.11,0.11,0.15,0.11,0.11,0.05,0.11,0.11,0.23,0.65,0.66
5716e9900f6ea,58,Female,31,no,objTwoColors,#80FF00,58,188,143,4,Green    ,Cyan     ,0.44,0.04,0.23,0.11,0.11,0.15,0.52,0.53,0.63,0.53,0.53,0.81,0.36,0.37
5734779e28d4b,23,Female,3,no,objTwoColors,#80FF00,88,89,235,4,Green    ,Green    ,0.14,0,0.28,0.07,0.02,0.04,0.33,0.33,0.47,0.34,0.33,0.64,0.6,0.61
5739ff85289b2,56,Female,25,yes,objTwoColors,#00FF00,17,33,40,3,Red      ,Orange   ,0.51,0.3,0.24,0.2,0.28,0.25,0.49,0.48,0.51,0.47,0.48,0.67,0.33,0.33
573a059da0efd,31,Female,32,yes,objTwoColors,#00FF00,197,53,385,5,LI-Blue  ,Green    ,0.4,0.04,0.18,0.12,0.14,0.17,0.17,0.17,0.05,0.15,0.17,0.2,0.68,0.68
573c783748e8b,37,Female,32,yes,objTwoColors,#00FF00,115,98,423,3,Green    ,Green    ,0.15,0.04,0.32,0.08,0.04,0.07,0.37,0.38,0.51,0.39,0.38,0.68,0.66,0.67
573ec4275ba17,24,Female,32,yes,objTwoColors,#00FF00,88,83,217,4,Green    ,DK-Green ,0.12,0.01,0.28,0.06,0.01,0.03,0.31,0.31,0.45,0.32,0.31,0.62,0.6,0.6
5740a8b59d448,31,Female,32,yes,objTwoColors,#00FF00,193,55,114,5,Sky-Blue ,Green    ,0.37,0.04,0.17,0.12,0.13,0.16,0.14,0.14,0.04,0.13,0.14,0.22,0.66,0.67
5740bda9be3dc,83,Female,32,yes,objTwoColors,#00FF00,56,206,127,4,Green    ,Navy-Blue,0.55,0.04,0.22,0.14,0.16,0.2,0.62,0.63,0.73,0.63,0.63,0.91,0.47,0.47
5740e3f36a945,49,Female,32,yes,objTwoColors,#00FF00,257,54,222,2,Blue     ,Green    ,0.56,0.36,0.39,0.16,0.27,0.27,0.33,0.33,0.21,0.32,0.33,0.03,0.77,0.77
57427cf6bad0c,19,Female,32,no,objTwoColors,#80FF00,173,56,198,3,Green    ,Green    ,0.24,0.04,0.18,0.1,0.1,0.11,0.02,0.03,0.12,0.02,0.03,0.32,0.63,0.63
574511e99b6d9,19,Female,32,no,objTwoColors,#80FF00,59,190,144,4,Green    ,Sky-Blue ,0.44,0.04,0.23,0.12,0.12,0.15,0.53,0.54,0.64,0.54,0.54,0.82,0.38,0.38
57451c3b38192,23,Female,32,no,objTwoColors,#80FF00,0,89,105,4,Red      ,Green    ,0.52,0.18,0.27,0.13,0.16,0.13,0.5,0.5,0.57,0.51,0.5,0.66,0.22,0.23
5745350dc1e22,19,Female,31,no,objTwoColors,#80FF00,181,57,178,4,Blue     ,Green    ,0.29,0.05,0.16,0.1,0.1,0.13,0.06,0.06,0.08,0.06,0.06,0.28,0.64,0.64
5745500f6e643,24,Female,32,no,objTwoColors,#80FF00,89,52,454,2,Green    ,Green    ,0.06,0.07,0.28,0.05,0.04,0.03,0.25,0.25,0.34,0.24,0.25,0.57,0.62,0.61
5745b5cbe3caa,34,Female,32,no,objTwoColors,#80FF00,85,0,182,3,DK-Green ,Red      ,0.32,0.19,0.28,0.13,0.18,0.14,0.5,0.5,0.58,0.48,0.5,0.81,0.76,0.77
5756b2d9bd658,23,Female,32,yes,objTwoColors,#00FF00,202,59,101,5,Navy-Blue,Green    ,0.41,0.04,0.19,0.14,0.14,0.18,0.18,0.19,0.1,0.2,0.19,0.14,0.69,0.7
5776cc574bf84,45,Female,21,no,objTwoColors,#80FF00,245,65,1007,5,Blue     ,Yellow   ,0.57,0.12,0.4,0.18,0.26,0.27,0.34,0.35,0.26,0.36,0.35,0.03,0.78,0.77
