id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8
57113a5534205,objTwoColors,#80FF00,59,219,492,5,Green    ,Blue     ,0.6,0.05,0.23,0.16,0.19,0.23,0.69,0.7,0.79,0.7,0.7,0.98,0.55,0.55
571289ef76e18,objTwoColors,#80FF00,249,58,214,5,Blue     ,Green    ,0.56,0.36,0.4,0.17,0.26,0.27,0.33,0.33,0.24,0.33,0.33,0.01,0.77,0.78
57149713464b1,objTwoColors,#80FF00,0,0,0,1,Red      ,Red      ,0.69,0.39,0.27,0.29,0.37,0.35,0.67,0.67,0.68,0.65,0.67,0.83,0.39,0.4
