id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name
5710cbc5f0ea4,objTwoColors,#00FF00,57,184,115,4,Green    ,Blue     
57113b7f16c4b,objTwoColors,#00FF00,189,58,363,4,Cyan     ,Green    
