id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9,distance_pair10,distance_pair11,distance_pair12,distance_pair13
57113a5534205,objTwoColors,#00FF00,53,235,211,5,Green    ,Blue     ,0.75,0.38,0.13,0.06,0.21,0.18,0.68,0.69,0.67,0.68,0.69,0.48,0.48,0.36,0.48,0.48,0.57,0.58,1.03
571289ef76e18,objTwoColors,#00FF00,53,190,105,5,Green    ,Sky-Blue ,0.54,0.02,0.13,0.02,0.05,0.06,0.47,0.48,0.48,0.48,0.48,0.26,0.26,0.16,0.26,0.26,0.35,0.36,0.82
57149713464b1,objTwoColors,#00FF00,0,0,0,1,Red      ,Red      ,0.67,0.41,0.28,0.29,0.36,0.31,0.69,0.7,0.64,0.68,0.7,0.8,0.81,0.82,0.81,0.81,0.39,0.4,0.83
