id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57112b9e10661,twoColorsObj,#FF0000,#00FF00,#5792ff,19,2,Sky-Blue ,0.29,0.29,0.3,0.26,0.3,0.3
57112ce735a14,twoColorsObj,#FF0000,#00FF00,#D7A700,62,3,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
57112d8509632,twoColorsObj,#FF0000,#00FF00,#8000FF,341,1,NA       ,0.35,0.35,0.36,0.32,0.36,0.36
57112da850667,twoColorsObj,#FF0000,#00FF00,#8080FF,261,3,NA       ,0.29,0.29,0.3,0.26,0.3,0.3
57112da850667,twoColorsObj,#FF0000,#00FF00,#8000FF,129,1,NA       ,0.35,0.35,0.36,0.32,0.36,0.36
57112ebc85ba1,twoColorsObj,#FF0000,#00FF00,#008080,571,3,NA       ,0.19,0.19,0.22,0.18,0.2,0.21
57112efa50be6,twoColorsObj,#FF0000,#00FF00,#7f00ff,79,3,NA       ,0.35,0.35,0.36,0.32,0.36,0.36
571130c5cd6e9,twoColorsObj,#FF0000,#00FF00,#FF6F00,434,4,NA       ,0.14,0.14,0.1,0.09,0.13,0.11
571130d934bda,twoColorsObj,#FF0000,#00FF00,#D7A700,695,1,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
57113163e6fb1,twoColorsObj,#FF0000,#00FF00,#0000FF,305,3,Navy-Blue,0.39,0.39,0.41,0.37,0.4,0.4
5711348e42f02,twoColorsObj,#FF0000,#00FF00,#D7A700,195,4,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
571137a34931a,twoColorsObj,#FF0000,#00FF00,#808000,42,2,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5711389736065,twoColorsObj,#FF0000,#00FF00,#808000,428,1,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5711389736065,twoColorsObj,#FF0000,#00FF00,#808080,115,1,NA       ,0.16,0.16,0.17,0.14,0.17,0.17
57113ce1334e0,twoColorsObj,#FF0000,#00FF00,#808000,309,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57113d4d93c81,twoColorsObj,#FF0000,#00FF00,#c9ab00,379,3,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
57113de4aed1a,twoColorsObj,#FF0000,#00FF00,#0000FF,80,3,Navy-Blue,0.39,0.39,0.41,0.37,0.4,0.4
57113e6176346,twoColorsObj,#FF0000,#00FF00,#808000,408,4,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5711405eb4abb,twoColorsObj,#FF0000,#00FF00,#ffa100,1876,1,NA       ,0.11,0.11,0.07,0.05,0.1,0.08
571153ca15566,twoColorsObj,#FF0000,#00FF00,#D7A700,7,3,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
571154184c9bd,twoColorsObj,#FF0000,#00FF00,#D7A700,361,1,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
5711541e3ef89,twoColorsObj,#FF0000,#00FF00,#808000,701,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
571158157bb3c,twoColorsObj,#FF0000,#00FF00,#808000,1585,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5711641931da5,twoColorsObj,#FF0000,#00FF00,#c9ab00,25,3,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
571165992a5c1,twoColorsObj,#FF0000,#00FF00,#8080FF,551,2,NA       ,0.29,0.29,0.3,0.26,0.3,0.3
57116b9b879bf,twoColorsObj,#FF0000,#00FF00,#91c01d,165,2,NA       ,0.04,0.04,0.07,0.05,0.05,0.06
5711703bd85fc,twoColorsObj,#FF0000,#00FF00,#80FF00,65,2,DK-Green ,0.04,0.04,0.09,0.07,0.06,0.07
5711800f2c5f3,twoColorsObj,#FF0000,#00FF00,#808000,72,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
571183866d73f,twoColorsObj,#FF0000,#00FF00,#FF6F00,65,5,NA       ,0.14,0.14,0.1,0.09,0.13,0.11
57119224388ef,twoColorsObj,#FF0000,#00FF00,#FF9F00,42,5,NA       ,0.11,0.11,0.07,0.05,0.1,0.08
5711ace2ee7ed,twoColorsObj,#FF0000,#00FF00,#FF8000,1343,3,NA       ,0.13,0.13,0.09,0.07,0.12,0.1
5711cbde51bb0,twoColorsObj,#FF0000,#00FF00,#ffa100,621,4,NA       ,0.11,0.11,0.07,0.05,0.1,0.08
5711e54c50f6b,twoColorsObj,#FF0000,#00FF00,#D7A700,618,3,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
571214121717c,twoColorsObj,#FF0000,#00FF00,#c9ab00,225,2,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
5712197fbccd5,twoColorsObj,#FF0000,#00FF00,#FF6F00,31,2,NA       ,0.14,0.14,0.1,0.09,0.13,0.11
57121e2a63601,twoColorsObj,#FF0000,#00FF00,#FFFFFF,0,1,NA       ,0.16,0.16,0.17,0.14,0.17,0.17
57122801e1da9,twoColorsObj,#FF0000,#00FF00,#c9ab00,19,1,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
57123bec83e8e,twoColorsObj,#FF0000,#00FF00,#808000,620,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57123e4050550,twoColorsObj,#FF0000,#00FF00,#808000,270,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57123e4050550,twoColorsObj,#FF0000,#00FF00,#808000,281,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
571243bcc8142,twoColorsObj,#FF0000,#00FF00,#FFFF00,436,5,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
571245f0af12d,twoColorsObj,#FF0000,#00FF00,#FFFF00,360,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
571247f66fb51,twoColorsObj,#FF0000,#00FF00,#FFFF00,58,5,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
571252b436ab0,twoColorsObj,#FF0000,#00FF00,#808080,814,1,NA       ,0.16,0.16,0.17,0.14,0.17,0.17
571252e6d2e70,twoColorsObj,#FF0000,#00FF00,#D7A700,18,4,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
571260c120253,twoColorsObj,#FF0000,#00FF00,#c9ab00,435,3,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
57127bcfaafb0,twoColorsObj,#FF0000,#00FF00,#ffa100,163,2,NA       ,0.11,0.11,0.07,0.05,0.1,0.08
5712bd55a8a13,twoColorsObj,#FF0000,#00FF00,#D7A700,17,1,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
5712c1176d5f8,twoColorsObj,#FF0000,#00FF00,#c9b2a2,394,4,NA       ,0.15,0.15,0.15,0.11,0.15,0.15
5712c2b021f58,twoColorsObj,#FF0000,#00FF00,#808000,459,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5712c57f97f25,twoColorsObj,#FF0000,#00FF00,#808080,30,2,NA       ,0.16,0.16,0.17,0.14,0.17,0.17
57138ac176750,twoColorsObj,#FF0000,#00FF00,#ffa100,940,3,NA       ,0.11,0.11,0.07,0.05,0.1,0.08
5713923c1bbc7,twoColorsObj,#FF0000,#00FF00,#c9b2a2,676,2,NA       ,0.15,0.15,0.15,0.11,0.15,0.15
5713aa57bebec,twoColorsObj,#FF0000,#00FF00,#c9ab00,446,4,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
5713b10383207,twoColorsObj,#FF0000,#00FF00,#808000,913,2,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5713dd915ca28,twoColorsObj,#FF0000,#00FF00,#FFFFFF,0,0,NA       ,0.16,0.16,0.17,0.14,0.17,0.17
5713fc80c942a,twoColorsObj,#FF0000,#00FF00,#c9b2a2,35,3,NA       ,0.15,0.15,0.15,0.11,0.15,0.15
571410751e7b0,twoColorsObj,#FF0000,#00FF00,#FFFF00,384,2,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5714c6c26c2f6,twoColorsObj,#FF0000,#00FF00,#808000,40,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57153eb9b4bed,twoColorsObj,#FF0000,#00FF00,#c9ab00,320,3,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
5716e9900f6ea,twoColorsObj,#FF0000,#00FF00,#FFFF00,583,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57190633f233f,twoColorsObj,#FF0000,#00FF00,#FF9F00,142,3,NA       ,0.11,0.11,0.07,0.05,0.1,0.08
572106a31c230,twoColorsObj,#FF0000,#00FF00,#c9ab00,637,3,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
5727633cd6511,twoColorsObj,#FF0000,#00FF00,#91c01d,565,1,NA       ,0.04,0.04,0.07,0.05,0.05,0.06
57276731cfba9,twoColorsObj,#FF0000,#00FF00,#FFFF00,27,5,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57277ba3c5a5c,twoColorsObj,#FF0000,#00FF00,#D7A700,129,1,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
572a7874c1e2e,twoColorsObj,#FF0000,#00FF00,#7d93a6,507,2,NA       ,0.19,0.19,0.2,0.17,0.2,0.2
5734918f46823,twoColorsObj,#FF0000,#00FF00,#FB0080,352,1,NA       ,0.2,0.2,0.17,0.15,0.2,0.18
5734d89183dab,twoColorsObj,#FF0000,#00FF00,#808000,678,1,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5735d3455a84c,twoColorsObj,#FF0000,#00FF00,#808000,531,1,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5736048bb110b,twoColorsObj,#FF0000,#00FF00,#c9ab00,64,5,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
573634984323e,twoColorsObj,#FF0000,#00FF00,#808080,447,2,NA       ,0.16,0.16,0.17,0.14,0.17,0.17
573664e1a4a96,twoColorsObj,#FF0000,#00FF00,#c9b2a2,311,3,NA       ,0.15,0.15,0.15,0.11,0.15,0.15
57366c199283c,twoColorsObj,#FF0000,#00FF00,#FFFF00,22,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5738cf3d97a58,twoColorsObj,#FF0000,#00FF00,#FFFF00,296,4,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57427cf6bad0c,twoColorsObj,#FF0000,#00FF00,#c9b2a2,138,4,NA       ,0.15,0.15,0.15,0.11,0.15,0.15
574297edae49c,twoColorsObj,#FF0000,#00FF00,#D7A700,573,1,NA       ,0.08,0.08,0.06,0.03,0.08,0.06
574511e99b6d9,twoColorsObj,#FF0000,#00FF00,#7f00ff,103,2,NA       ,0.35,0.35,0.36,0.32,0.36,0.36
57451c3b38192,twoColorsObj,#FF0000,#00FF00,#808000,8,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5745350dc1e22,twoColorsObj,#FF0000,#00FF00,#808000,475,4,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5745500f6e643,twoColorsObj,#FF0000,#00FF00,#808000,111,2,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
57459c393bbd0,twoColorsObj,#FF0000,#00FF00,#FFFF00,386,3,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5745b5cbe3caa,twoColorsObj,#FF0000,#00FF00,#808000,347,2,NA       ,0.05,0.05,0.06,0.02,0.06,0.05
5745c1c07cc0c,twoColorsObj,#FF0000,#00FF00,#c9ab00,57,3,NA       ,0.07,0.07,0.05,0.02,0.07,0.06
5745f6f039dc9,twoColorsObj,#FF0000,#00FF00,#FF6F00,766,3,NA       ,0.14,0.14,0.1,0.09,0.13,0.11
