id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cc2b8a642,twoColorsObj,#FF0000,#0000FF,#B000FF,96,4,NA       ,0.09,0.09,0.26,0.2,0.1,0.19
5710cc5a7829c,twoColorsObj,#FF0000,#0000FF,#7f00ff,98,4,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5710cd99df604,twoColorsObj,#FF0000,#0000FF,#8000FF,77,5,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5710cd9d571f2,twoColorsObj,#FF0000,#0000FF,#c9b2a2,82,1,NA       ,0.2,0.2,0.19,0.13,0.19,0.17
5710ce6c1308c,twoColorsObj,#FF0000,#0000FF,#8000FF,49,4,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5710cf445718e,twoColorsObj,#FF0000,#0000FF,#7f00ff,63,3,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5710d140b7c5a,twoColorsObj,#FF0000,#0000FF,#00FF00,123,3,Yellow   ,0.34,0.34,0.3,0.25,0.34,0.3
5710d28fec2d1,twoColorsObj,#FF0000,#0000FF,#00FF00,147,1,Yellow   ,0.34,0.34,0.3,0.25,0.34,0.3
5710d71ff24c3,twoColorsObj,#FF0000,#0000FF,#ca0088,122,5,NA       ,0.12,0.12,0.13,0.07,0.11,0.08
5710e540a9514,twoColorsObj,#FF0000,#0000FF,#7f00ff,116,4,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5710e60f69205,twoColorsObj,#FF0000,#0000FF,#ab00ff,60,4,NA       ,0.1,0.1,0.26,0.21,0.1,0.2
57110028bc74b,twoColorsObj,#FF0000,#0000FF,#ca0088,124,5,NA       ,0.12,0.12,0.13,0.07,0.11,0.08
571103343658b,twoColorsObj,#FF0000,#0000FF,#8000FF,111,3,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5711106ab212a,twoColorsObj,#FF0000,#0000FF,#7f00ff,106,3,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
5711149df2d2a,twoColorsObj,#FF0000,#0000FF,#8000FF,104,5,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
57111f6c42412,twoColorsObj,#FF0000,#0000FF,#B000FF,100,5,NA       ,0.09,0.09,0.26,0.2,0.1,0.19
57112a657ac25,twoColorsObj,#FF0000,#0000FF,#800080,197,2,NA       ,0.08,0.08,0.2,0.14,0.08,0.14
57112b9e10661,twoColorsObj,#FF0000,#0000FF,#FFFF00,316,2,NA       ,0.28,0.28,0.21,0.17,0.28,0.22
57112d8509632,twoColorsObj,#FF0000,#0000FF,#7f00ff,95,2,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
