id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57110028bc74b,48,Female,32,no,twoColorsObj,#FF0000,#0000FF,#ca0088,124,5,NA       ,0.12,0.12,0.13,0.07,0.11,0.08
57112d8509632,45,Female,32,no,twoColorsObj,#FF0000,#0000FF,#7f00ff,95,2,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
57114ae35c9ec,47,Female,11,no,twoColorsObj,#FF0000,#0000FF,#ca0088,226,3,NA       ,0.12,0.12,0.13,0.07,0.11,0.08
571154184c9bd,47,Female,32,no,twoColorsObj,#FF0000,#0000FF,#ca0088,37,1,NA       ,0.12,0.12,0.13,0.07,0.11,0.08
571183866d73f,48,Female,32,no,twoColorsObj,#FF0000,#0000FF,#808000,19,3,NA       ,0.28,0.28,0.21,0.17,0.28,0.22
571290e28820b,43,Female,10,no,twoColorsObj,#FF0000,#0000FF,#800080,158,4,NA       ,0.08,0.08,0.2,0.14,0.08,0.14
5713b10383207,40,Male,32,no,twoColorsObj,#FF0000,#0000FF,#8000FF,175,3,NA       ,0.12,0.12,0.3,0.24,0.13,0.23
573c70dabcfe0,49,Male,32,yes,twoColorsObj,#FF0000,#0000FF,#998077,304,3,NA       ,0.19,0.19,0.18,0.12,0.19,0.16
5740ad339507d,40,Male,32,yes,twoColorsObj,#FF0000,#0000FF,#3F0091,83,3,Navy-Blue,0.13,0.13,0.31,0.26,0.14,0.24
5740e3f36a945,49,Female,32,yes,twoColorsObj,#FF0000,#0000FF,#008788,447,2,Cyan     ,0.2,0.2,0.26,0.2,0.2,0.22
5776cc574bf84,45,Female,21,no,twoColorsObj,#FF0000,#0000FF,#800080,667,3,NA       ,0.08,0.08,0.2,0.14,0.08,0.14
