id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8
5710cd99df604,23,Female,32,no,objTwoColors,#00FF80,159,114,538,2,Green    ,Green    ,0.39,0.07,0.09,0.09,0.01,0.04,0.64,0.65,0.3,0.32,0.26,0.33,0.32,0.55
5710ce6c1308c,23,Female,32,no,objTwoColors,#00FF80,179,59,160,5,Blue     ,Green    ,0.49,0.11,0.05,0.11,0.05,0.07,0.63,0.64,0.27,0.29,0.23,0.3,0.29,0.28
5710d71ff24c3,20,Female,32,no,objTwoColors,#00FF80,55,192,322,4,Green    ,Sky-Blue ,0.26,0.1,0.12,0.1,0.07,0.1,0.37,0.39,0.47,0.48,0.48,0.48,0.48,0.83
5710e540a9514,52,Female,32,no,objTwoColors,#00FF80,130,0,158,4,Green    ,Red      ,0.41,0.12,0.17,0.2,0.12,0.16,0.82,0.82,0.3,0.31,0.31,0.29,0.31,0.82
5710e60f69205,24,Female,31,no,objTwoColors,#00FF80,55,201,113,4,Green    ,Navy-Blue,0.32,0.1,0.12,0.1,0.09,0.12,0.43,0.44,0.52,0.53,0.53,0.53,0.53,0.88
5710ee9e58646,25,Female,32,yes,objTwoColors,#00FF80,205,131,734,3,Navy-Blue,Green    ,0.64,0.11,0.13,0.03,0.1,0.11,0.7,0.71,0.57,0.6,0.54,0.61,0.6,0.27
57110028bc74b,48,Female,32,no,objTwoColors,#00FF80,0,141,516,2,Red      ,Green    ,0.6,0.11,0.29,0.19,0.11,0.15,0.19,0.2,0.55,0.57,0.57,0.58,0.57,0.69
571103343658b,20,Female,32,no,objTwoColors,#00FF80,147,141,627,3,NA       ,Green    ,0.27,0.04,0.14,0.08,0,0.05,0.6,0.61,0.22,0.24,0.2,0.25,0.24,0.61
57112a657ac25,20,Female,24,no,objTwoColors,#00FF80,147,0,600,3,NA       ,Red      ,0.47,0.1,0.13,0.19,0.12,0.15,0.8,0.81,0.36,0.37,0.27,0.35,0.37,0.75
57112b9e10661,64,Female,34,no,objTwoColors,#00FF80,254,54,298,3,Blue     ,Green    ,0.77,0.33,0.28,0.1,0.23,0.22,0.78,0.77,0.56,0.58,0.49,0.57,0.58,0.03
57112d8509632,45,Female,32,no,objTwoColors,#00FF80,207,57,125,3,Navy-Blue,Green    ,0.66,0.09,0.14,0.1,0.11,0.14,0.71,0.71,0.45,0.46,0.39,0.46,0.46,0.12
57112da850667,22,Female,47,no,objTwoColors,#00FF80,59,120,165,3,Green    ,Green    ,0.37,0.09,0.12,0.17,0.06,0.09,0.52,0.52,0.28,0.3,0.32,0.31,0.3,0.66
57112da850667,22,Female,47,no,objTwoColors,#00FF80,0,145,224,1,Red      ,DK-Green ,0.58,0.1,0.29,0.19,0.12,0.15,0.17,0.18,0.55,0.57,0.56,0.58,0.57,0.69
57112ebc85ba1,18,Female,32,no,objTwoColors,#00FF80,187,52,143,5,Cyan     ,Green    ,0.54,0.11,0.07,0.12,0.07,0.09,0.66,0.65,0.34,0.35,0.26,0.34,0.35,0.26
57112f57403ee,25,Female,14,no,objTwoColors,#00FF80,193,50,184,2,Sky-Blue ,Green    ,0.58,0.1,0.08,0.11,0.09,0.11,0.67,0.68,0.39,0.4,0.29,0.39,0.4,0.24
571130c5cd6e9,24,Female,32,no,objTwoColors,#00FF80,59,208,106,5,Green    ,NA       ,0.34,0.08,0.13,0.09,0.1,0.14,0.49,0.49,0.55,0.56,0.55,0.56,0.56,0.93
571130d934bda,22,Female,32,no,objTwoColors,#00FF80,143,0,148,5,Green    ,Red      ,0.45,0.1,0.14,0.19,0.12,0.15,0.8,0.81,0.34,0.35,0.27,0.33,0.35,0.77
5711348e42f02,19,Female,32,no,objTwoColors,#00FF80,232,120,154,4,Blue     ,Green    ,0.78,0.16,0.27,0.05,0.19,0.18,0.79,0.8,0.69,0.72,0.67,0.73,0.72,0.15
571137a34931a,27,Female,25,no,objTwoColors,#00FF80,235,153,620,4,Blue     ,Teal     ,0.67,0.26,0.27,0.07,0.31,0.25,0.68,0.68,0.7,0.72,0.66,0.73,0.72,0.16
57113d4d93c81,18,Female,32,no,objTwoColors,#00FF80,189,59,224,4,Cyan     ,Green    ,0.54,0.1,0.07,0.1,0.06,0.08,0.65,0.66,0.32,0.35,0.29,0.36,0.35,0.22
57113e6176346,23,Female,30,no,objTwoColors,#00FF80,0,176,317,2,Red      ,Blue     ,0.44,0.09,0.27,0.17,0.17,0.15,0.03,0.04,0.65,0.68,0.65,0.68,0.68,0.79
571154184c9bd,47,Female,32,no,objTwoColors,#00FF80,214,51,102,1,Blue     ,Green    ,0.71,0.09,0.17,0.11,0.14,0.17,0.74,0.75,0.52,0.52,0.42,0.51,0.52,0.11
5711602ded5e3,48,Female,4,no,objTwoColors,#00FF80,0,0,0,1,Red      ,Red      ,0.8,0.39,0.29,0.36,0.39,0.38,0.39,0.4,0.69,0.7,0.64,0.68,0.7,0.83
5711641931da5,20,Female,32,no,objTwoColors,#00FF80,111,58,175,5,Green    ,Green    ,0.24,0.09,0.18,0.17,0.06,0.09,0.65,0.66,0.03,0.03,0.1,0.03,0.03,0.56
571165992a5c1,67,Female,32,no,objTwoColors,#00FF80,185,149,200,3,Blue     ,Teal     ,0.44,0.1,0.06,0.04,0.1,0.1,0.56,0.57,0.45,0.47,0.42,0.47,0.47,0.39
5711703bd85fc,18,Female,32,no,objTwoColors,#00FF80,215,63,281,3,Blue     ,Green    ,0.7,0.06,0.18,0.09,0.12,0.15,0.73,0.73,0.49,0.51,0.47,0.52,0.51,0.07
5711800f2c5f3,59,Female,31,no,objTwoColors,#00FF80,198,48,117,4,Navy-Blue,Green    ,0.62,0.1,0.1,0.11,0.1,0.13,0.7,0.69,0.43,0.44,0.33,0.43,0.44,0.21
571183866d73f,48,Female,32,no,objTwoColors,#00FF80,55,169,89,5,Green    ,Green    ,0.17,0.1,0.12,0.13,0.05,0.06,0.28,0.3,0.36,0.37,0.37,0.38,0.37,0.72
5711f4ec96b9c,45,Female,6,no,objTwoColors,#00FF80,48,12,289,1,Green    ,Red      ,0.55,0.27,0.12,0.26,0.27,0.25,0.6,0.6,0.43,0.44,0.39,0.43,0.44,0.76
5712197fbccd5,24,Female,32,no,objTwoColors,#00FF80,0,81,106,3,Red      ,Yellow   ,0.63,0.21,0.29,0.22,0.21,0.19,0.22,0.22,0.49,0.51,0.5,0.52,0.51,0.63
57123e4050550,20,Female,40,no,objTwoColors,#00FF80,0,147,908,4,Red      ,NA       ,0.57,0.1,0.29,0.19,0.12,0.15,0.16,0.17,0.55,0.57,0.57,0.58,0.57,0.69
57123e4050550,20,Female,40,no,objTwoColors,#00FF80,3,0,278,3,Red      ,Red      ,0.8,0.39,0.29,0.36,0.39,0.38,0.39,0.4,0.69,0.69,0.64,0.67,0.69,0.83
571252e6d2e70,31,Female,32,no,objTwoColors,#00FF80,101,0,94,5,Green    ,Red      ,0.39,0.16,0.17,0.2,0.12,0.17,0.81,0.81,0.28,0.29,0.32,0.27,0.29,0.83
57127bcfaafb0,22,Female,32,no,objTwoColors,#00FF80,55,198,137,4,Green    ,Navy-Blue,0.3,0.1,0.12,0.1,0.09,0.11,0.41,0.42,0.51,0.52,0.51,0.52,0.52,0.87
571289ef76e18,55,Female,31,no,objTwoColors,#00FF80,173,67,654,4,Green    ,Yellow   ,0.44,0.11,0.05,0.1,0.04,0.04,0.62,0.62,0.26,0.28,0.23,0.29,0.28,0.34
5712bd55a8a13,27,Female,32,no,objTwoColors,#00FF80,59,194,166,3,Green    ,Sky-Blue ,0.26,0.1,0.13,0.09,0.07,0.1,0.41,0.41,0.46,0.48,0.48,0.49,0.48,0.84
5712c2b021f58,22,Female,32,no,objTwoColors,#00FF80,175,57,94,5,Blue     ,Green    ,0.47,0.11,0.05,0.12,0.05,0.06,0.63,0.64,0.26,0.27,0.2,0.27,0.27,0.31
5712c57f97f25,25,Female,31,no,objTwoColors,#00FF80,134,0,153,2,Green    ,Red      ,0.42,0.11,0.16,0.2,0.12,0.15,0.82,0.82,0.31,0.31,0.3,0.29,0.31,0.81
5712d9bc0cae3,20,Female,7,no,objTwoColors,#00FF80,152,155,223,5,Teal     ,Cyan     ,0.21,0.02,0.14,0.07,0.05,0.03,0.51,0.52,0.26,0.29,0.23,0.3,0.29,0.6
5713923c1bbc7,24,Female,27,no,objTwoColors,#00FF80,181,275,741,2,Blue     ,Blue     ,0.55,0.44,0.1,0.09,0.35,0.29,0.69,0.69,0.73,0.75,0.67,0.75,0.75,0.72
5713a02a13044,24,Female,32,yes,objTwoColors,#00FF80,97,0,836,4,Green    ,Red      ,0.39,0.17,0.16,0.2,0.15,0.17,0.8,0.8,0.28,0.29,0.31,0.27,0.29,0.82
5713fc80c942a,23,Female,32,no,objTwoColors,#00FF80,186,59,163,5,Cyan     ,Green    ,0.53,0.1,0.06,0.1,0.06,0.08,0.65,0.65,0.31,0.33,0.27,0.34,0.33,0.24
57149713464b1,51,Female,32,no,objTwoColors,#00FF80,0,0,0,1,Red      ,Red      ,0.8,0.39,0.29,0.36,0.39,0.38,0.39,0.4,0.69,0.7,0.64,0.68,0.7,0.83
57153eb9b4bed,35,Female,31,no,objTwoColors,#00FF80,0,104,870,3,Red      ,Green    ,0.64,0.16,0.29,0.2,0.12,0.16,0.23,0.24,0.55,0.57,0.56,0.58,0.57,0.69
5716e9900f6ea,58,Female,31,no,objTwoColors,#00FF80,221,65,769,3,Blue     ,Yellow   ,0.73,0.05,0.21,0.08,0.14,0.17,0.75,0.75,0.53,0.55,0.49,0.56,0.55,0.05
572934019041e,20,Female,6,no,objTwoColors,#00FF80,57,230,290,4,Green    ,Blue     ,0.45,0.04,0.13,0.09,0.18,0.2,0.58,0.59,0.65,0.67,0.64,0.67,0.67,1.02
572baa7f9493c,20,Female,10,no,objTwoColors,#00FF80,203,61,281,3,Navy-Blue,Green    ,0.63,0.09,0.12,0.09,0.09,0.12,0.69,0.69,0.42,0.43,0.39,0.44,0.43,0.14
5734d89183dab,19,Female,29,no,objTwoColors,#00FF80,106,187,178,4,Green    ,Cyan     ,0.09,0.03,0.21,0.04,0.04,0.05,0.5,0.52,0.31,0.32,0.38,0.32,0.32,0.85
573a059da0efd,31,Female,32,yes,objTwoColors,#00FF9A,0,0,0,1,Red      ,Red      ,0.8,0.39,0.29,0.36,0.39,0.38,0.39,0.4,0.69,0.7,0.64,0.68,0.7,0.83
573c783748e8b,37,Female,32,yes,objTwoColors,#00FF9A,23,55,580,3,Orange   ,Green    ,0.55,0.22,0.22,0.24,0.22,0.21,0.3,0.31,0.35,0.36,0.33,0.35,0.36,0.55
573ec4275ba17,24,Female,32,yes,objTwoColors,#00FF9A,202,0,297,3,Navy-Blue,Red      ,0.8,0.39,0.12,0.17,0.26,0.22,0.86,0.87,0.69,0.7,0.59,0.68,0.7,0.42
5740a8b59d448,31,Female,32,yes,objTwoColors,#00FF9A,136,0,186,3,Green    ,Red      ,0.42,0.11,0.16,0.2,0.12,0.15,0.81,0.82,0.31,0.32,0.3,0.3,0.32,0.8
5740bda9be3dc,83,Female,32,yes,objTwoColors,#00FF9A,56,188,107,5,Green    ,Cyan     ,0.24,0.1,0.12,0.11,0.06,0.09,0.36,0.36,0.45,0.46,0.46,0.46,0.46,0.81
5740e3f36a945,49,Female,32,yes,objTwoColors,#00FF9A,256,57,286,2,Blue     ,Green    ,0.76,0.34,0.28,0.1,0.22,0.21,0.76,0.77,0.55,0.56,0.49,0.56,0.56,0.02
574121b9e952d,22,Female,5,no,objTwoColors,#00FF80,48,182,235,3,Green    ,Blue     ,0.24,0.1,0.12,0.13,0.07,0.09,0.29,0.29,0.45,0.47,0.46,0.47,0.47,0.78
57427cf6bad0c,19,Female,32,no,objTwoColors,#00FF80,0,0,0,4,Red      ,Red      ,0.8,0.39,0.29,0.36,0.39,0.38,0.39,0.4,0.69,0.7,0.64,0.68,0.7,0.83
574511e99b6d9,19,Female,32,no,objTwoColors,#00FF80,193,53,145,4,Sky-Blue ,Green    ,0.58,0.1,0.08,0.1,0.08,0.11,0.67,0.67,0.38,0.38,0.29,0.37,0.38,0.23
57451c3b38192,23,Female,32,no,objTwoColors,#00FF80,0,150,329,4,Red      ,Teal     ,0.55,0.1,0.29,0.19,0.12,0.15,0.14,0.15,0.56,0.58,0.57,0.59,0.58,0.7
5745350dc1e22,19,Female,31,no,objTwoColors,#00FF80,193,57,121,3,Sky-Blue ,Green    ,0.57,0.1,0.08,0.09,0.07,0.1,0.66,0.67,0.36,0.37,0.3,0.37,0.37,0.21
5745500f6e643,24,Female,32,no,objTwoColors,#00FF80,117,0,546,3,Green    ,Red      ,0.41,0.13,0.18,0.2,0.12,0.16,0.82,0.83,0.3,0.3,0.33,0.28,0.3,0.83
5745b5cbe3caa,34,Female,32,no,objTwoColors,#00FF80,185,75,357,4,Blue     ,Yellow   ,0.51,0.09,0.06,0.08,0.04,0.06,0.63,0.64,0.36,0.37,0.33,0.38,0.37,0.3
5756b2d9bd658,23,Female,32,yes,objTwoColors,#00FF9A,182,59,152,4,Blue     ,Green    ,0.5,0.11,0.05,0.11,0.05,0.07,0.64,0.65,0.28,0.31,0.25,0.32,0.31,0.26
5776cc574bf84,45,Female,21,no,objTwoColors,#00FF80,179,46,372,5,Blue     ,Green    ,0.51,0.1,0.05,0.13,0.07,0.09,0.65,0.66,0.33,0.34,0.23,0.33,0.34,0.34
