id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8
57113a5534205,objTwoColors,#00FF80,44,242,411,4,Yellow   ,Blue     ,0.52,0.31,0.12,0.12,0.26,0.25,0.53,0.53,0.72,0.74,0.72,0.74,0.74,1.03
571289ef76e18,objTwoColors,#00FF80,173,67,654,4,Green    ,Yellow   ,0.44,0.11,0.05,0.1,0.04,0.04,0.62,0.62,0.26,0.28,0.23,0.29,0.28,0.34
57149713464b1,objTwoColors,#00FF80,0,0,0,1,Red      ,Red      ,0.8,0.39,0.29,0.36,0.39,0.38,0.39,0.4,0.69,0.7,0.64,0.68,0.7,0.83
