id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#00FF80,0,163,66,4,0.08,Green    
5713a02a13044,objTwoColors,#00FF80,97,0,836,4,0.09,Green    
573a059da0efd,objTwoColors,#00FF80,0,0,0,1,0.39,Red      
573a0b8280839,objTwoColors,#00FF80,0,40,76,3,0.21,Yellow   
573e4022949b1,objTwoColors,#00FF80,149,0,511,5,0.02,Teal     
5740a8b59d448,objTwoColors,#00FF80,136,0,186,3,0.08,Green    
5740b0f8e9734,objTwoColors,#00FF80,156,0,345,5,0.04,Cyan     
5756ab1701ba0,objTwoColors,#00FF80,0,144,278,4,0.04,Green    
5757fd2703090,objTwoColors,#00FF80,151,0,57,3,0.02,Teal     
5710cc5a7829c,objTwoColors,#00FF80,152,0,89,5,0.02,Teal     
5710cd9d571f2,objTwoColors,#00FF80,0,0,0,1,0.39,Red      
5710d28fec2d1,objTwoColors,#00FF80,0,272,310,1,0.41,Blue     
5710e540a9514,objTwoColors,#00FF80,130,0,158,4,0.09,Green    
57110028bc74b,objTwoColors,#00FF80,0,141,516,2,0.06,Green    
5711106ab212a,objTwoColors,#00FF80,0,124,143,4,0.1,Green    
57111f6c42412,objTwoColors,#00FF80,152,0,100,5,0.02,Teal     
57112a657ac25,objTwoColors,#00FF80,147,0,600,3,0.03,NA       
57112da850667,objTwoColors,#00FF80,0,145,224,1,0.04,DK-Green 
571130d934bda,objTwoColors,#00FF80,143,0,148,5,0.05,Green    
57113e6176346,objTwoColors,#00FF80,0,176,317,2,0.16,Blue     
5711602ded5e3,objTwoColors,#00FF80,0,0,0,1,0.39,Red      
5712197fbccd5,objTwoColors,#00FF80,0,81,106,3,0.09,Yellow   
57121e2a63601,objTwoColors,#00FF80,0,0,0,5,0.39,Red      
57123e4050550,objTwoColors,#00FF80,3,0,278,3,0.38,Red      
57123e4050550,objTwoColors,#00FF80,0,147,908,4,0.03,NA       
571252e6d2e70,objTwoColors,#00FF80,101,0,94,5,0.1,Green    
5712c57f97f25,objTwoColors,#00FF80,134,0,153,2,0.08,Green    
57153eb9b4bed,objTwoColors,#00FF80,0,104,870,3,0.1,Green    
57427cf6bad0c,objTwoColors,#00FF80,0,0,0,4,0.39,Red      
574297edae49c,objTwoColors,#00FF80,198,0,420,2,0.28,Navy-Blue
57451c3b38192,objTwoColors,#00FF80,0,150,329,4,0.02,Teal     
5745500f6e643,objTwoColors,#00FF80,117,0,546,3,0.11,Green    
57459c393bbd0,objTwoColors,#00FF80,107,0,968,4,0.1,Green    
5745f6f039dc9,objTwoColors,#00FF80,0,0,0,5,0.39,Red      
