id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FFFF00,57,58,406,5,Green    ,Green    ,0.41,0.01,0.2,0.03,0.01,0.03
5710cc2b8a642,24,Male,16,no,objTwoColors,#FFFF00,90,10,121,4,Green    ,Red      ,0.78,0.04,0.3,0.03,0.03,0.01
5710cc5a7829c,27,Male,32,no,objTwoColors,#FFFF00,59,0,47,5,Green    ,Red      ,0.69,0.16,0.21,0.06,0.13,0.08
5710cd99df604,23,Female,32,no,objTwoColors,#FFFF00,60,0,149,4,Green    ,Red      ,0.69,0.16,0.21,0.06,0.13,0.07
5710ce6c1308c,23,Female,32,no,objTwoColors,#FFFF00,59,55,96,5,Green    ,Green    ,0.43,0.01,0.21,0.03,0.01,0.03
5710cf445718e,25,Male,32,no,objTwoColors,#FFFF00,0,53,47,5,Red      ,Green    ,0.16,0.18,0.14,0.07,0.15,0.1
5710d140b7c5a,26,Male,32,no,objTwoColors,#FFFF00,46,0,102,3,Green    ,Red      ,0.63,0.2,0.16,0.09,0.18,0.12
5710d71ff24c3,20,Female,32,no,objTwoColors,#FFFF00,0,0,180,1,Red      ,Red      ,0.41,0.28,0.14,0.2,0.26,0.24
5710e60f69205,24,Female,31,no,objTwoColors,#FFFF00,52,0,217,4,Green    ,Red      ,0.66,0.18,0.18,0.07,0.16,0.1
5710ee55dcd72,23,Female,6,no,objTwoColors,#FFFF00,136,6,214,5,Green    ,Red      ,0.82,0.04,0.32,0.04,0.05,0.02
5710ee9e58646,25,Female,32,yes,objTwoColors,#FFFF00,5,124,159,3,Red      ,Green    ,0.03,0.02,0.14,0.03,0.03,0.01
571103343658b,20,Female,32,no,objTwoColors,#FFFF00,61,58,127,5,Green    ,Green    ,0.43,0,0.22,0.03,0.02,0.04
57111f6c42412,22,Male,34,no,objTwoColors,#FFFF00,57,0,343,5,Green    ,Red      ,0.68,0.17,0.2,0.07,0.14,0.08
5711231e370f2,24,Male,32,yes,objTwoColors,#FFFF00,0,58,390,3,Red      ,Green    ,0.14,0.16,0.14,0.07,0.14,0.08
57112a657ac25,20,Female,24,no,objTwoColors,#FFFF00,56,0,233,3,Green    ,Red      ,0.68,0.17,0.2,0.07,0.14,0.09
57112cec29456,26,Male,11,no,objTwoColors,#FFFF00,113,11,416,5,Green    ,Red      ,0.82,0.01,0.33,0.03,0.04,0.01
57112da850667,22,Female,47,no,objTwoColors,#FFFF00,66,59,197,5,Yellow   ,Green    ,0.43,0.01,0.23,0.03,0.03,0.05
57112edad4a17,23,Male,10,no,objTwoColors,#FFFF00,29,0,29,2,Orange   ,Red      ,0.53,0.24,0.11,0.15,0.22,0.18
571130c5cd6e9,24,Female,32,no,objTwoColors,#FFFF00,56,55,352,4,Green    ,Green    ,0.42,0.02,0.2,0.03,0.01,0.03
571130d934bda,22,Female,32,no,objTwoColors,#FFFF00,59,0,233,4,Green    ,Red      ,0.69,0.16,0.21,0.06,0.13,0.08
57113163e6fb1,20,Female,10,no,objTwoColors,#FFFF00,245,141,583,3,Blue     ,Green    ,0.61,0.33,0.36,0.22,0.33,0.29
571137a34931a,27,Female,25,no,objTwoColors,#FFFF00,50,0,73,2,Green    ,Red      ,0.65,0.19,0.18,0.08,0.16,0.11
57113a5534205,22,Male,31,no,objTwoColors,#FFFF00,51,59,104,5,Green    ,Green    ,0.37,0.02,0.18,0.03,0.01,0.02
57113b7f16c4b,22,Male,31,no,objTwoColors,#FFFF00,236,131,547,3,Blue     ,Green    ,0.58,0.28,0.36,0.22,0.3,0.27
57113d9cc42b5,21,Female,12,no,objTwoColors,#FFFF00,51,0,36,5,Green    ,Red      ,0.65,0.18,0.18,0.08,0.16,0.1
57113de4aed1a,21,Male,31,no,objTwoColors,#FFFF00,89,182,170,4,Green    ,Blue     ,0.67,0.15,0.31,0.14,0.15,0.17
