id,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_givenColor,C1_name
5711231e370f2,objTwoColors,#FFFF00,0,58,390,3,0.01,Green    
573a0b8280839,objTwoColors,#FFFF00,0,40,38,3,0.09,Yellow   
573c70dabcfe0,objTwoColors,#FFFF00,70,0,710,2,0.04,Yellow   
573e4022949b1,objTwoColors,#FFFF00,71,0,130,5,0.04,Yellow   
5740ad339507d,objTwoColors,#FFFF00,55,0,38,3,0.02,Green    
5740b0f8e9734,objTwoColors,#FFFF00,72,0,358,5,0.05,Yellow   
5740e3f36a945,objTwoColors,#FFFF00,76,0,139,2,0.06,Yellow   
5757fd2703090,objTwoColors,#FFFF00,58,0,21,5,0.01,Green    
5757ffca0b4b1,objTwoColors,#FFFF00,57,0,28,5,0.01,Green    
57582b17cd76a,objTwoColors,#FFFF00,44,0,44,4,0.07,Yellow   
5710cc5a7829c,objTwoColors,#FFFF00,59,0,47,5,0,Green    
5710cd99df604,objTwoColors,#FFFF00,60,0,149,4,0,Green    
5710cf445718e,objTwoColors,#FFFF00,0,53,47,5,0.03,Green    
5710d140b7c5a,objTwoColors,#FFFF00,46,0,102,3,0.06,Green    
5710d28fec2d1,objTwoColors,#FFFF00,0,210,336,1,0.43,Blue     
5710d71ff24c3,objTwoColors,#FFFF00,0,0,180,1,0.28,Red      
5710e60f69205,objTwoColors,#FFFF00,52,0,217,4,0.03,Green    
57110028bc74b,objTwoColors,#FFFF00,0,59,92,3,0,Green    
5711106ab212a,objTwoColors,#FFFF00,43,0,29,5,0.08,Yellow   
5711148c11035,objTwoColors,#FFFF00,3,0,512,3,0.28,Red      
57111f6c42412,objTwoColors,#FFFF00,57,0,343,5,0.01,Green    
57112a657ac25,objTwoColors,#FFFF00,56,0,233,3,0.01,Green    
57112edad4a17,objTwoColors,#FFFF00,29,0,29,2,0.16,Orange   
57112fc882a10,objTwoColors,#FFFF00,40,0,307,3,0.09,Yellow   
571130d934bda,objTwoColors,#FFFF00,59,0,233,4,0,Green    
5711348e42f02,objTwoColors,#FFFF00,46,0,504,3,0.06,Green    
571137a34931a,objTwoColors,#FFFF00,50,0,73,2,0.04,Green    
57113d4d93c81,objTwoColors,#FFFF00,50,0,35,4,0.04,Green    
57113d9cc42b5,objTwoColors,#FFFF00,51,0,36,5,0.04,Green    
57113e6176346,objTwoColors,#FFFF00,0,57,439,1,0.01,Green    
5711405eb4abb,objTwoColors,#FFFF00,53,0,66,5,0.03,Green    
571153ca15566,objTwoColors,#FFFF00,51,0,1184,1,0.04,Green    
571153e3025f9,objTwoColors,#FFFF00,3,0,480,3,0.28,Red      
571154184c9bd,objTwoColors,#FFFF00,53,0,105,5,0.03,Green    
5711641931da5,objTwoColors,#FFFF00,62,0,134,5,0.01,Green    
57116ce8cf9e5,objTwoColors,#FFFF00,0,52,213,4,0.03,Green    
5711760a3dfe0,objTwoColors,#FFFF00,44,0,105,5,0.07,Yellow   
57117fe7495aa,objTwoColors,#FFFF00,0,54,101,5,0.02,Green    
571183866d73f,objTwoColors,#FFFF00,56,0,83,4,0.01,Green    
5711e54c50f6b,objTwoColors,#FFFF00,52,0,314,4,0.03,Green    
571214121717c,objTwoColors,#FFFF00,50,0,59,1,0.04,Green    
57122f7e5768f,objTwoColors,#FFFF00,60,0,952,5,0,Green    
57123e4050550,objTwoColors,#FFFF00,48,0,553,3,0.05,Green    
571252e6d2e70,objTwoColors,#FFFF00,42,0,137,5,0.08,Yellow   
5712649f2fada,objTwoColors,#FFFF00,56,0,149,4,0.01,Green    
57127cb3ab1fe,objTwoColors,#FFFF00,61,0,220,5,0.01,Green    
5712bd55a8a13,objTwoColors,#FFFF00,0,59,96,5,0,Green    
5712c2b021f58,objTwoColors,#FFFF00,0,59,319,5,0,Green    
5713aa57bebec,objTwoColors,#FFFF00,0,67,377,3,0.03,Yellow   
5713ad43312ab,objTwoColors,#FFFF00,357,0,437,3,0.28,Red      
5713b961c216a,objTwoColors,#FFFF00,0,0,0,5,0.28,Red      
5713dd915ca28,objTwoColors,#FFFF00,0,43,88,1,0.08,Yellow   
5727633cd6511,objTwoColors,#FFFF00,0,59,432,5,0,Green    
5727f6d19e901,objTwoColors,#FFFF00,0,38,301,3,0.11,Yellow   
572baa7f9493c,objTwoColors,#FFFF00,64,0,395,3,0.02,Green    
5734918f46823,objTwoColors,#FFFF00,1,0,41,3,0.28,Red      
57427cf6bad0c,objTwoColors,#FFFF00,62,0,188,2,0.01,Green    
574511e99b6d9,objTwoColors,#FFFF00,29,0,49,3,0.16,Orange   
57451c3b38192,objTwoColors,#FFFF00,0,59,53,5,0,Green    
5745500f6e643,objTwoColors,#FFFF00,48,0,263,3,0.05,Green    
